Depth,Qc,Fs,u,Hegazy Vs,Andrus-H Vs,Andrus-P Vs,Rob Vs,Mc15 Vs,Mc18 Vs,Ic
0.0,0.2039,0.0,0.0,,,,,,,
0.02,0.6336,0.0,0.0046,,,,,,,
0.04,0.9189,0.0,0.0078,,,,,,,
0.06,1.193,0.0,-0.0019,,,,,,,
0.08,1.4127,0.0473,-0.0125,11265.826383917352,81.79773125143343,99.57984674087548,592.0783463058505,35.685970010442794,95.25413553646037,2.9028493528163675
0.1,1.5302,0.0543,-0.0178,11631.521966272361,86.47324309847673,105.27177420684124,603.5317182196278,38.85169308709521,102.67172764803678,2.890581010809455
0.12,1.5767,0.0594,-0.0281,7525.048372501774,89.70935537122087,109.21138914757323,528.7975864020079,41.35522138743452,108.80483422698514,2.8963553926545336
0.14,1.6044,0.0629,-0.027,5847.418294729771,92.20526643471891,112.24988957270128,489.90602392378423,43.48049129020557,113.99191404347901,2.9012072404401152
0.16,1.621,0.0664,-0.0318,4961.17052350062,94.39790817269866,114.91919255806793,466.87520882285366,45.39540373072416,118.75074848193019,2.909676243955917
0.18,1.6205,0.0682,-0.0313,4337.479565055355,95.99841635713705,116.86763730434075,448.1064064270296,47.008581198666846,122.7685342482549,2.917194136995954
0.2,1.6138,0.0695,-0.0322,3888.6000320269527,97.34110425154233,118.50221387144285,433.2656136465669,48.45284237086463,126.39108928462183,2.9249172422874863
0.22,1.6056,0.0686,-0.0325,3459.414455717201,98.28811838836656,119.65510064670711,416.6988652848008,49.66357853338155,129.2517837008266,2.924445184553901
0.24,1.6393,0.0674,-0.0322,3038.2706430964154,99.62025060352677,121.27682682168476,398.922289271051,50.957267874884465,131.84615180580974,2.906910198818963
0.26,1.6534,0.0665,-0.0326,2742.849379416811,100.67318176723798,122.55865606446363,385.5602107637746,52.10999514443754,134.3169504746329,2.897998755966827
0.28,1.6718,0.0655,-0.0319,2490.7785255658955,101.69260190465539,123.79968927523267,373.3509481329672,53.21258119159198,136.60093447067598,2.8871017137127835
0.3,1.7486,0.0637,-0.0311,2192.846807873187,103.23670127574971,125.67946242265182,357.75083930513097,54.468890993498164,138.54966134029564,2.8520988964873824
0.32,1.8661,0.0609,-0.0306,1888.893845270275,104.99188948972127,127.81621329183461,340.2099740126655,55.76829662874924,140.0773336160505,2.8002753170529733
0.34,2.005,0.0583,-0.031,1633.8603288755098,106.85213103199321,130.08085516938306,324.22260455845486,57.09839784003483,141.513046288052,2.7448283633402846
0.36,2.1606,0.0564,-0.0311,1432.2149920294053,108.82529151049867,132.4829635779984,310.72923892300446,58.47965386132513,143.03635088948914,2.6905101736036494
0.38,2.2834,0.0521,-0.0301,1238.5773465436941,109.89799481496395,133.7888632529996,295.5987397639166,59.44714490950169,143.57784022585886,2.6360912584861196
0.4,2.3473,0.0426,-0.0265,1007.3836511530428,109.15797690802042,132.88797188802485,273.5042831598534,59.53788125266306,141.72497489396613,2.5679920001348795
0.42,2.4031,0.033,-0.0238,801.8160863235844,107.82342547130905,131.26330057376757,250.72824115596762,59.28556023495546,138.82457407798734,2.491653645794816
0.44,2.4844,0.0363,-0.0248,810.4143508805673,109.99320132764801,133.90476683365844,253.65253771465956,60.82495774696001,142.2544245160142,2.494405455657096
0.46,2.5523,0.0427,-0.0301,864.1823016677819,112.76227660613856,137.27581499877738,262.08163952322997,62.65968129308605,146.96178061189346,2.5179221342571463
0.48,2.6353,0.0498,-0.033,915.8166095476704,115.616528502098,140.7505564373367,270.16283858514225,64.51674546710032,151.58902005721455,2.5373821631902334
0.5,2.6869,0.0536,-0.0408,927.1115824936181,117.42345940932401,142.95029841135099,272.9845107062192,65.83614275183646,154.65609858234,2.5445610279020627
0.52,2.736,0.058,-0.0485,944.4140249996852,119.27534463689264,145.20476738404324,276.4526641214713,67.17009977515639,157.8297612656387,2.5541529853980913
0.54,2.6577,0.0638,-0.0494,1005.7907999754855,120.29280960552714,146.4434203893374,283.7223529137961,68.13217641934179,161.29593001274606,2.5971240041339634
0.56,2.4155,0.0672,-0.0453,1084.5968899935492,119.3114616962202,145.2487359780072,290.7141241131335,68.17713676363739,163.77348243656573,2.6693896763551583
0.58,2.2272,0.0677,-0.038,1120.118694121329,118.07764476939657,143.74669798013497,293.0171873567646,68.0874378882788,165.29395946652704,2.720943600193979
