Depth,Qc,Fs,u,Hegazy Vs,Andrus-H Vs,Andrus-P Vs,Rob Vs,Mc15 Vs,Mc18 Vs,Ic
0.01,0.145,0.0095,0.0003,9258.46158976684,33.51895762042427,40.80568753790781,410.28612353380015,12.624258378047477,44.921882475511524,3.8850726941362996
0.02,0.353,0.0106,0.0005,,,,,,,3.8850726941362996
0.03,0.815,0.0138,0.0004,8127.332714822447,58.930624263165285,71.74162953776644,491.31972728765555,22.660745413330638,63.06643476294722,2.94048776619566
0.04,1.007,0.0164,0.0009,,,,,,,2.94048776619566
0.05,1.09,0.0235,0.0006,5315.683839681323,69.24190232056684,84.29448978155963,440.67744940767165,28.465546918997095,77.0752504641112,2.886384474023179
0.06,1.136,0.0266,-0.0004,,,,,,,2.886384474023179
0.07,1.22,0.0334,0.0002,4703.418384899209,75.88115501998237,92.37705828519594,435.0619380140045,32.708592071810806,87.92161623089082,2.9032173391714626
0.08,1.541,0.0382,0.0005,,,,,,,2.9032173391714626
0.09,1.692,0.0472,0.0005,3606.0399456530035,85.97809304595432,104.66898283855309,407.2083973184066,37.83764325043181,98.23940711079005,2.792632791150161
0.1,1.915,0.0525,0.0003,,,,,,,2.792632791150161
0.11,1.905,0.0636,0.0004,3549.339512939603,92.57517913722616,112.70021808010141,415.4184362239233,41.71735904334512,107.53572133519603,2.7993872399874404
0.12,1.92,0.0694,-0.0017,,,,,,,2.7993872399874404
0.13,1.894,0.08,-0.0119,3860.325933430598,96.39201394182473,117.34679958135185,436.2527532201582,44.50340701525019,115.5691006555732,2.8660474568795564
0.14,1.832,0.084,-0.0045,,,,,,,2.8660474568795564
0.15,1.806,0.0913,-0.0056,4064.2948187070665,98.29983484652995,119.66936416099298,449.0575133136225,46.50050003052973,121.86296942907505,2.932480871616216
0.16,1.78,0.0946,-0.0076,,,,,,,2.932480871616216
0.17,1.775,0.0986,-0.008,4002.6193287447036,100.17397778907525,121.95092948235249,449.7378334940312,48.334693674514725,127.0314921011736,2.9651174968812732
0.18,1.738,0.0997,-0.0097,,,,,,,2.9651174968812732
0.19,1.707,0.0993,-0.0113,3814.650691841833,100.82586206317026,122.74452772907685,442.8863722546952,49.60206290031476,130.73935763676835,2.9911026950833124
0.2,1.645,0.0999,-0.0166,,,,,,,2.9911026950833124
0.21,1.614,0.1019,-0.0202,3691.961736254568,101.16996886690781,123.16344035971385,436.9677308978999,50.70039613437253,134.4876382674046,3.032915091412812
0.22,1.526,0.101,-0.0244,,,,,,,3.032915091412812
0.23,1.515,0.0999,-0.0123,3409.356614624016,100.74846971927539,122.65031096259614,421.49440557121335,51.44243483125674,137.2004275922254,3.0659997846545872
0.24,1.458,0.1,-0.0098,,,,,,,3.0659997846545872
0.25,1.443,0.0993,-0.0095,3189.820504286627,100.67899707049563,122.56573556408165,409.3025071712168,52.254811414021795,139.96535524275203,3.0941152333398416
0.26,1.365,0.0992,-0.0067,,,,,,,3.0941152333398416
0.27,1.323,0.0982,-0.0077,3004.442356558332,99.65861807605137,121.32353504910603,396.15446114491664,52.67285034954804,142.41929250574262,3.1441337980418376
0.28,1.271,0.0978,-0.0032,,,,,,,3.1441337980418376
