Depth,Qc,Fs,u,Hegazy Vs,Andrus-H Vs,Andrus-P Vs,Rob Vs,Mc15 Vs,Mc18 Vs,Ic
0.01,0.018,0.0019,0.0,5836.268260333058,17.746600147906822,21.604556701799613,256.99991808442786,8.179252447477586,35.88283433739149,4.7746345706946345
0.02,0.183,0.004,0.0004,,,,,,,4.7746345706946345
0.03,1.584,0.0058,0.0002,1900.8193279542058,63.70652867010011,77.55577403316536,271.6828677708727,23.205279344529572,56.62331094207638,2.401698282097443
0.04,2.777,0.01,0.0002,,,,,,,2.401698282097443
0.05,3.687,0.012,-0.0004,790.9340435847649,81.63389048430119,99.38038841567102,210.9588272465866,32.08517847788334,71.26661145731077,2.0394168955960676
0.06,4.488,0.0138,-0.0002,,,,,,,2.0394168955960676
0.07,5.285,0.0154,-0.0002,540.9664773559665,90.93456361653728,110.70294701143669,191.9871810468392,37.88242540780568,80.37070653005001,1.8762619286966211
0.08,5.989,0.0163,-0.0002,,,,,,,1.8762619286966211
0.09,6.378,0.0181,-0.0004,450.98234326891907,97.10257510701747,118.21183056506476,185.86479758703402,42.30182774990518,87.58626169555365,1.7961616490826202
0.1,6.669,0.0249,-0.0004,,,,,,,1.7961616490826202
0.11,6.722,0.0259,-0.0002,497.1038832391715,103.3558948256046,125.82456761377951,199.26708069114233,46.42892786530353,96.57941334936567,1.8295154590412335
0.12,6.8,0.0288,0.0,,,,,,,1.8295154590412335
0.13,6.804,0.0307,-0.0004,518.5282876083614,107.42970056868982,130.7839833010137,207.05996873077842,49.4133866312289,103.00963971962065,1.8560901746423049
0.14,6.845,0.0318,-0.0002,,,,,,,1.8560901746423049
0.15,6.861,0.0328,-0.0006,511.86900044013777,110.18777728249277,134.14164190912163,209.47213510937993,51.76408127689986,107.73671033532439,1.8648769105194098
0.16,6.947,0.036,-0.0006,,,,,,,1.8648769105194098
0.17,6.886,0.0389,-0.0004,548.8185332865967,113.97057885118008,138.74679164491488,218.78606495293138,54.38957818794322,113.6992857850223,1.899547786896756
0.18,7.123,0.0497,-0.0004,,,,,,,1.899547786896756
0.19,7.328,0.0526,-0.0004,621.105362660091,120.2898920493827,146.4398685818572,234.44475960671932,58.037814112926725,121.67839025995279,1.9323168170806009
0.2,7.525,0.0516,-0.0004,,,,,,,1.9323168170806009
0.21,7.754,0.0555,-0.0004,593.5326231010578,123.30431637141152,150.1096025391097,233.70091776202833,60.43142277895198,125.72504961475491,1.9112883645490744
0.22,7.922,0.0585,-0.0008,,,,,,,1.9112883645490744
0.23,8.02,0.064,-0.0002,621.5708068047311,127.28150816249506,154.95140124129833,241.28324635177216,63.02200390729698,131.0904894141389,1.9263194148842249
0.24,8.082,0.0609,-0.0004,,,,,,,1.9263194148842249
0.25,8.209,0.0604,-0.0004,566.4621631087551,128.03324655514885,155.86656102365947,234.75137337226937,64.40639751245116,132.90432911371258,1.897696277471717
0.26,8.418,0.0582,-0.0004,,,,,,,1.897696277471717
0.27,9.065,0.0856,-0.0004,665.2475311283864,136.36796683147494,166.01317701223036,255.1596226285205,68.70577397416687,141.9060458952614,1.9277796538046075
0.28,9.065,0.0818,-0.0004,,,,,,,1.9277796538046075
0.29,9.434,0.0785,-0.0004,587.0462548566494,136.63139480155192,166.3338719323241,245.07623037164916,69.98337027302364,142.9197519277827,1.8804070556957106
0.3,9.819,0.0789,-0.0004,,,,,,,1.8804070556957106
0.31,9.704,0.0789,-0.0006,563.6655289780598,138.23988329107078,168.29203183260793,243.36055177234653,71.61346354006339,145.47813009090447,1.8645697166522985
0.32,8.885,0.0787,-0.0006,,,,,,,1.8645697166522985
0.33,8.266,0.0816,-0.0002,638.934528357529,137.56647359065997,167.4722287190643,254.18320662493406,71.4044896079434,148.26938589823428,1.9712042511410066
0.34,7.418,0.0842,-0.0006,,,,,,,1.9712042511410066
0.35,6.554,0.0807,0.0,735.6064632390926,134.51627728170274,163.75894625598596,265.1936839214636,70.13199120247322,150.01845130774436,2.10976370558416
0.36,6.14,0.0775,-0.0016,,,,,,,2.10976370558416
0.37,5.984,0.0756,0.001,730.145927112237,132.80563163893768,161.6764211256633,263.56747346663303,69.91687350010208,150.75522136515926,2.1477242819770703
0.38,5.796,0.0713,-0.0018,,,,,,,2.1477242819770703
0.39,5.677,0.0667,0.0,674.9728423148897,130.86861408735606,159.31831280199867,255.2504527353453,69.68340258110382,150.25050460182175,2.1467104773596066
