Depth,Qc,Fs,u,Hegazy Vs,Andrus-H Vs,Andrus-P Vs,Rob Vs,Mc15 Vs,Mc18 Vs,Ic
0.0,0.1326,0.0,0.0,,,,,,,
0.01,0.1816,0.0,0.0,,,,,,,
0.02,0.2632,0.0,0.0,,,,,,,
0.03,0.1734,0.0017,-0.0009,5643.277634481064,37.01797352254871,45.065359070928864,352.63243564887813,15.240803428341298,47.48962671851,3.450584487647488
0.04,0.0673,0.0034,-0.001,,,,,,,3.450584487647488
0.05,0.0366,0.0068,-0.0009,9789.57951390432,27.948959587490958,34.02482036738029,341.6933751147349,15.75328029046917,63.972759579268,4.63207831921092
0.06,0.0234,0.0137,-0.0008,,,,,,,4.63207831921092
0.07,0.0101,0.0185,-0.0009,9595.204950877702,21.155111455440895,25.75404872836283,283.0358784485242,15.61538187589003,78.58395138922938,5.66326162077418
0.08,0.0101,0.0184,-0.0008,,,,,,,5.66326162077418
0.09,0.0101,0.0183,-0.0008,6778.738585209974,21.797774367834176,26.536420969537257,250.68546992664818,16.73027034915241,83.62453774775767,5.6603596982535995
0.1,0.0101,0.0178,-0.0008,,,,,,,5.6603596982535995
0.11,0.0101,0.0176,-0.0007,5174.063255733576,22.292367206675383,27.13853399073525,227.72840933243836,17.632943613742455,87.53479716463113,5.6499673243775534
0.12,0.0469,0.0174,-0.0006,,,,,,,5.6499673243775534
0.13,0.055,0.0175,-0.0006,4058.109295162115,36.812177274067025,44.81482450755986,271.5277402356401,23.56559775028951,92.39767724584715,4.6177002479013485
0.14,0.0795,0.0175,-0.0004,,,,,,,4.6177002479013485
0.15,0.2673,0.0186,-0.0002,3223.5959976750896,56.78707626723483,69.13209284706849,316.7723649480286,30.947717045648552,97.70286950142443,3.676114698595867
0.16,0.5776,0.0322,0.0002,,,,,,,3.676114698595867
0.17,1.0962,0.0395,0.0037,3509.5044064476388,83.907793616126,102.14861831528383,401.76223640551495,41.79692317727352,112.38701576320055,3.0103362631977304
0.18,2.0638,0.0455,0.0071,,,,,,,3.0103362631977304
0.19,2.2639,0.044,0.0088,1731.850829731388,99.0474178110616,120.5794651612924,320.25136035965295,48.28556735270496,117.85803824697004,2.5980163760027923
0.2,2.3986,0.0507,0.0115,,,,,,,2.5980163760027923
0.21,2.6844,0.0528,0.0015,1587.6973614277472,105.15260782394017,128.01187039436195,316.50598030151616,51.656788624494276,123.93589758056757,2.5412309576159147
0.22,2.9213,0.0548,-0.0302,,,,,,,2.5412309576159147
0.23,2.6926,0.0553,-0.035,1540.1362260120063,106.9763968654601,130.23213531447317,315.59232599555173,53.20703919748814,127.58935343098551,2.5513954030320685
0.24,2.7034,0.0595,-0.0333,,,,,,,2.5513954030320685
0.25,2.7141,0.0637,-0.0343,1612.4959391284397,109.68438036942834,133.52881088452148,324.5487473831491,55.16083605174279,132.73502472640385,2.5839027014163256
0.26,2.7416,0.0645,-0.0346,,,,,,,2.5839027014163256
0.27,2.7334,0.0645,-0.0301,1529.5319753421397,110.99385396337838,135.12295265106934,320.0418802574313,56.46972400482978,135.57173506686533,2.582922342043174
0.28,2.8947,0.0673,-0.0255,,,,,,,2.582922342043174
0.29,3.056,0.0677,-0.0019,1374.9687569268299,114.65634299792201,139.58163495399202,311.26132382319923,58.7713150285119,139.03146870357838,2.5278852746292118
0.3,2.909,0.0677,-0.0027,,,,,,,2.5278852746292118
0.31,2.9066,0.0677,-0.0025,1367.2899456541497,114.59381057524061,139.50550852637988,311.09997002836025,59.4405353402404,141.3448020224233,2.558459948696739
0.32,2.9057,0.0676,-0.0026,,,,,,,2.558459948696739
0.33,2.9049,0.0672,-0.0025,1302.4600573191797,115.39151090906086,140.476621976248,306.6475436801406,60.44038732852931,143.45938293927128,2.5568208284826826
0.34,2.9049,0.0672,-0.0024,,,,,,,2.5568208284826826
0.35,2.7743,0.0672,-0.0014,1296.1360754964699,115.28224540783737,140.34360310519332,306.3566447412285,61.03156152478487,145.56142932668882,2.584882114992842
0.36,2.6804,0.0683,-0.0012,,,,,,,2.584882114992842
0.37,2.6401,0.0693,-0.0004,1326.237101871462,115.37324177746737,140.4543812943081,309.33115354679535,61.69814332775819,148.1597044101513,2.623461461337307
0.38,2.6483,0.0694,-0.001,,,,,,,2.623461461337307
0.39,2.6565,0.0695,-0.0008,1275.4327002733692,116.2932865882339,141.5744358465456,305.9322824173076,62.6785782405545,150.2093677952328,2.620463254062198
0.4,2.6844,0.0699,-0.0006,,,,,,,2.620463254062198
0.41,2.8968,0.0714,-0.0007,1181.2579765364217,119.16735804161661,145.07330544196805,300.1019320091925,64.49780760647417,152.75415624692624,2.574922341439054
0.42,2.9662,0.0714,-0.0006,,,,,,,2.574922341439054
0.43,2.6477,0.0721,-0.0006,1229.1507960508977,118.0468099877991,143.70915998514673,303.66041319481013,64.56895894908575,154.69920719389518,2.6324876703517917
0.44,2.3456,0.0793,-0.0004,,,,,,,2.6324876703517917
0.45,2.268,0.0804,-0.0004,1443.8832074206007,116.48675759173332,141.80996576384928,320.71683381191446,64.52971590601364,158.53952997671306,2.7571788980109893
0.46,2.2557,0.0809,-0.0001,,,,,,,2.7571788980109893
0.47,2.2027,0.0806,0.0001,1429.3429321917786,116.48158423196708,141.80366776065557,319.5400791043518,65.05376052674676,160.31048886914607,2.7757453150803078
0.48,2.2231,0.0803,0.0006,,,,,,,2.7757453150803078
0.49,2.2435,0.0797,0.0006,1356.7682647197244,117.37838954682331,142.89543075265448,314.3385718006478,65.92448238705866,161.79526154112332,2.761387105050818
0.5,2.3211,0.0797,0.0008,,,,,,,2.761387105050818
0.51,2.2663,0.0733,0.0017,1228.4254785403707,117.2812777155947,142.77720765376748,303.0888696980558,66.29666273501968,161.6843091872448,2.7320402818949967
0.52,2.2468,0.0669,0.0013,,,,,,,2.7320402818949967
0.53,2.2737,0.066,0.0017,1103.5689037043462,116.78778320075602,142.17643172265952,291.11742024834183,66.45967860191072,161.0579205141824,2.701434587356784
0.54,2.3006,0.063,0.0019,,,,,,,2.701434587356784
0.55,2.5579,0.0604,0.0013,935.1372672467725,118.94241422491498,144.79946079554867,276.12657366701563,67.79535661081866,160.85133000420154,2.605851470422724
0.56,2.8233,0.0605,0.0013,,,,,,,2.605851470422724
0.57,2.8233,0.0595,0.0013,849.2552764875447,121.43204693856173,147.8303180121621,268.87729204526397,69.36572871797945,162.11339519209412,2.5417586282592386
0.58,3.399,0.0595,0.0013,,,,,,,2.5417586282592386
0.59,3.6399,0.058,0.0015,697.0620179179525,127.00462960110114,154.61433168829706,255.22307189018417,72.48966401768527,163.29880831971258,2.3805433003753262
0.6,3.9012,0.0469,0.0017,,,,,,,2.3805433003753262
0.61,4.2605,0.0468,0.0019,538.4870126080244,127.91322499067435,155.720447814734,234.2684464775784,73.52114211385795,160.33863158662496,2.2309560564071593
0.62,4.4524,0.046,0.0021,,,,,,,2.2309560564071593
0.63,4.6157,0.046,0.0023,499.9389487064036,129.7034642943234,157.89986957569806,229.83061223526894,74.93653475806504,161.38634669988073,2.1784328216463282
0.64,4.8076,0.045,0.0023,,,,,,,2.1784328216463282
