Depth,Qc,Fs,u,Hegazy Vs,Andrus-H Vs,Andrus-P Vs,Rob Vs,Mc15 Vs,Mc18 Vs,Ic
0.02,0.822,0.0033,0.0238,3054.632792171705,51.633649462122456,62.85835586693168,319.61849366569186,18.000408478293718,47.26037985463346,2.6845979912251785
0.04,1.084,0.0058,-0.0015,3044.971389024578,61.38781411755108,74.73299109962741,325.0912991495591,23.801221209066593,60.72755403025797,2.613148008101015
0.06,1.084,0.0107,-0.0298,2986.5682716915594,67.11610628662591,81.70656417502285,342.3898358840269,28.03024803656962,72.86368468473759,2.7209813004192624
0.08,1.259,0.0157,-0.0381,2556.4952805813487,73.55274041309153,89.54246658985056,334.8967912997184,32.02876667348953,82.46101332373871,2.710775206346621
0.1,1.259,0.0252,-0.0457,3036.335041115246,78.33262516058028,95.36145671722817,368.91991408438315,35.44359562259216,92.78590672179058,2.816266918192086
0.12,1.466,0.0386,-0.0502,3130.981391360881,85.4049030965183,103.9711863783701,384.851748784946,39.48573690047254,102.82017806493118,2.828230157716438
0.14,1.501,0.0449,-0.0309,3033.4148396731125,88.46009957227487,107.69055600103029,385.7387085943787,41.87710808735165,109.05043188103276,2.852481345698656
0.16,1.52,0.0449,-0.0309,2679.531417468785,90.16234278886276,109.76285209078945,370.75981702837504,43.53966680026199,112.80796839366391,2.84484116139678
0.18,1.536,0.0458,-0.013,2444.6749933166066,91.74594990924118,111.69072162864143,360.5358288826447,45.13108236140689,116.52939893281925,2.843608993054112
0.2,1.542,0.0458,-0.013,2239.7920814680265,93.02473549022646,113.2475040750583,350.67303359180903,46.498628815274806,119.68085436260789,2.841240361624056
0.22,1.568,0.0422,-0.0119,1920.6977361063814,93.79940677259214,114.19058215793827,331.8758722706166,47.538130017096314,121.31901431198645,2.810060435475413
0.24,1.574,0.0422,-0.0119,1792.5097420127033,94.88846229947605,115.51638888631867,324.77612200813076,48.72885003482465,124.0228346132465,2.8077439085373714
0.26,1.574,0.0406,-0.0115,1639.3995089812945,95.52725188743618,116.29404577600927,314.8895597638877,49.66572223934718,125.92565885285177,2.797922314308727
0.28,1.612,0.0371,-0.0114,1424.3452191353265,96.14324930496896,117.0439556756144,299.3913094592186,50.4947650301401,126.83638245492544,2.760845711954203
0.3,1.637,0.0374,-0.0102,1347.6569826853645,97.31871900200467,118.47496226331005,294.5414345596209,51.62129373369714,129.21969194610412,2.7535428419375556
0.32,1.946,0.0375,-0.0023,1129.7942385692756,101.37543677578586,123.41357520530454,279.51290979569507,53.89279163981454,131.56077456034842,2.649684351430721
