Depth,Qc,Fs,u,Hegazy Vs,Andrus-H Vs,Andrus-P Vs,Rob Vs,Mc15 Vs,Mc18 Vs,Ic
0.0,0.0,0.0,0.0,,,,,,,
0.02,0.7649,0.0,0.0012,,,,,,,
0.04,1.1348,0.0,-0.0018,,,,,,,
0.06,1.2906,0.0368,-0.0015,10072.232141033932,75.8900671977008,92.38790789285316,559.4984373318244,31.84661214533814,85.66671161353106,2.893385062520014
0.08,1.4355,0.0382,-0.0023,9015.326030944103,80.60061025325433,98.12248204744006,536.9540557881187,35.139579393265876,92.65558084914092,2.8383405647461397
0.1,1.6602,0.0377,-0.0018,4644.445251313396,85.17885627492532,103.69599894338735,430.43609155192956,38.13794200956958,97.9745591454086,2.7470210302502602
0.12,1.8979,0.036,-0.0018,2951.584990133743,89.03675424227025,108.39257038189422,369.7509554676769,40.74503318836279,102.08716850539314,2.6547612366211926
0.14,2.1051,0.0353,-0.002,2182.4913967197413,92.35858908520689,112.4365432341649,335.4207599748677,43.09808672890462,105.95783559076435,2.5874744287999896
0.16,2.2967,0.0345,-0.0018,1722.773222938248,95.19783867508116,115.89302099575097,311.10231745439637,45.206530586651404,109.342944534557,2.529476922168905
0.18,2.3971,0.0334,-0.002,1455.3082321404522,97.05913516713436,118.15894715998965,295.08107926555994,46.87371143127377,112.21228792762767,2.496011323337139
0.2,2.5367,0.0323,-0.001,1237.5303901987952,99.01505221244203,120.5400635629729,280.433705886718,48.526919473539536,114.79111216803419,2.4541174919783715
0.22,2.6386,0.0314,-0.0023,1090.2896527971961,100.62384336541788,122.49859192311743,269.7545107309856,49.99588741816001,117.19570940694533,2.423909214616984
0.24,2.7475,0.0336,-0.0021,1039.907611998942,103.02438419246029,125.4209894516908,267.95646829353694,51.80954010035524,120.89976163526089,2.41547364790593
0.26,2.8687,0.0362,-0.0019,1001.8995139818209,105.50910152413738,128.44586272503682,267.10680627562084,53.63643252934242,124.61404587726668,2.4071796866271233
0.28,3.0464,0.0398,-0.0011,972.0829590870774,108.48512541366075,132.06884832967398,267.2322711441212,55.6651480078855,128.60432076110564,2.393782630524575
0.3,3.2354,0.043,-0.0003,936.5905438179043,111.30257566724161,135.49878776881587,266.43940120614013,57.605644896069016,132.2500360645406,2.3763382178176253
0.32,3.4243,0.0481,0.0005,933.088370247474,114.4516943351106,139.332497451439,269.14067762676234,59.682347686019455,136.45749396346673,2.369839434439209
0.34,3.6905,0.0523,0.0005,901.6049823852971,117.66820940833763,143.2482549318893,268.78815401501555,61.78241385775191,140.1604785134442,2.3456060749228143
0.36,3.9793,0.0572,0.0004,878.5456969683808,121.00204263721237,147.30683451486723,269.302307343023,63.93018347168457,143.947571128679,2.322794751094453
0.38,4.1883,0.0606,0.0003,854.6618485854405,123.51550426200137,150.36670084069732,268.97870534283777,65.69258191200612,147.08538651351617,2.3066349329342746
0.4,4.3167,0.0608,0.0001,813.2913528109933,124.92502508999016,152.08263923998803,265.66334598007984,66.94472572370127,149.1037349361962,2.2891371560124747
0.42,4.2508,0.0582,0.0002,774.733923180545,124.82405192267915,151.95971538413113,261.34108374853497,67.46359967059972,150.08334372994872,2.287180172827203
0.44,4.0495,0.0565,-0.0002,764.6587556168752,124.23590709036192,151.24371297957103,259.9664129739978,67.69919277486987,151.22178188558556,2.3090117125149834
0.46,3.7546,0.0538,-0.0006,758.9795144925259,122.84389212105388,149.54908606041343,258.4515695676085,67.52375701871266,151.8766306556852,2.342361307231452
0.48,3.4555,0.0515,-0.0008,760.0960252178555,121.33437905134952,147.71141797555595,257.6104028630456,67.2710886937246,152.5575511749139,2.381580320261978
0.5,3.194,0.0475,-0.0014,739.6338805900226,119.45306644207601,145.42112436426643,253.80954813132368,66.82227865769082,152.4408683931331,2.4088383055656357
0.52,3.0369,0.0443,-0.0021,712.405640569748,118.25377549983497,143.96111799979911,249.63359392332302,66.67887327460559,152.51447756043368,2.42194435631561
0.54,2.9066,0.0433,-0.0018,705.8163154751782,117.68388880382089,143.26734289160805,248.45216669357296,66.83120048565735,153.47154110397932,2.4427929931813637
0.56,2.8425,0.0443,-0.0018,711.4687228934577,118.0169499728984,143.67280866265892,249.47742835462347,67.42150953815242,155.32493986794083,2.461949280911398
0.58,2.8795,0.0459,-0.0019,707.7427056711251,119.18501521409905,145.09480113020754,249.98228167062618,68.4105241694226,157.4496259807493,2.462994018034571
0.6,2.9865,0.0459,-0.0012,678.025110398598,120.428715195119,146.6088706723188,247.25370345507375,69.4220967130724,158.84877628241807,2.4409099258384086
0.62,3.1566,0.0465,-0.0012,648.5860425463612,122.19531711926656,148.75951649302016,244.8527272663734,70.69503654092307,160.50847237834344,2.4106363368104553
0.64,3.3826,0.0481,-0.0012,624.7770385303977,124.48095678036557,151.5420343413146,243.48500529350355,72.23804598250565,162.59927451381665,2.3772562297171684
0.66,3.6408,0.05,-0.001,603.0930952234004,126.9212313550263,154.5128033887277,242.43361155946283,73.87166536685119,164.78714449248622,2.3424511913288764
0.68,3.9328,0.0524,-0.0009,584.917567398855,129.54735539583305,157.70982396014458,241.93377959955936,75.61306898513287,167.14691734611503,2.3075466196870784
0.7,4.229,0.0564,-0.001,579.8075621963753,132.45790955410536,161.2531072832587,243.44991039094285,77.49781721166174,170.08656167997972,2.2822348459477193
