Depth,Qc,Fs,u,Hegazy Vs,Andrus-H Vs,Andrus-P Vs,Rob Vs,Mc15 Vs,Mc18 Vs,Ic
0.0,0.0723,0.0,0.0,,,,,,,
0.02,0.7338,0.0,0.0038,,,,,,,
0.04,1.1777,0.0,0.0047,,,,,,,
0.06,1.3466,0.0204,0.0059,5611.006703468154,73.10093398261876,88.99244137014458,433.65405595852104,30.510795734292397,79.3670629671796,2.727684072255684
0.08,1.6192,0.0196,0.003,4222.949214567645,78.26229089731603,95.27583239673257,387.96043126709526,33.82776965119372,85.0322429827007,2.6093017235895535
0.1,1.9002,0.02,0.0001,2348.604576020566,83.00536805657737,101.05001328626811,323.11646299306165,36.893547245050094,90.31435190223803,2.5188285996615165
0.12,2.1147,0.0213,-0.0007,1744.2925932003266,86.97069434755116,105.87736703180141,296.86917761135186,39.62064476166449,95.43085173064699,2.469009296466316
0.14,2.1342,0.0235,-0.0007,1589.4207768702815,89.49559452711381,108.95115855474725,292.66432402020223,41.74936805758446,100.50908292807502,2.4849740785491825
0.16,2.2525,0.0248,-0.0006,1386.321927579356,92.26050504400357,112.31713657530868,282.6397267107601,43.861794805546275,104.73468938511897,2.4647950186865724
0.18,2.5873,0.0265,-0.0006,1154.8148379781994,96.4023989778231,117.3594422338716,268.7054490459706,46.49036164185749,108.9483679904406,2.3970317571842568
0.2,3.0795,0.0283,-0.0006,952.6923397513227,101.0731310114282,123.0455507965213,254.7453670099404,49.356412584626305,112.99710955997125,2.3079502402537475
0.22,3.6736,0.0307,-0.0007,808.9227006806648,105.88241188509441,128.90032751228887,244.25698725743692,52.33799027971558,117.13922928775304,2.221023463734988
0.24,4.2529,0.0339,-0.0005,724.6659186230627,110.37058828346073,134.36419443203917,238.7349771327576,55.21458188452623,121.43151981293279,2.155976607846335
0.26,4.947,0.0348,-0.0005,621.7324505595243,114.10513507628337,138.9105992233015,229.12922248664006,57.82514441709347,124.47766822069069,2.0717039309421597
0.28,5.8083,0.0369,-0.0003,547.0093418032161,118.22908499113147,143.93105998920353,222.31388949290567,60.70353826796877,127.95525534896724,1.9891584375089086
0.3,6.5488,0.0395,-0.0003,504.53420188046954,121.80297446793311,148.28188196096207,219.1231790469936,63.314383068251765,131.48271160117682,1.9328869492133989
0.32,7.2686,0.0424,-0.0004,474.831933154612,125.15084032266125,152.3575447406311,217.40709711777293,65.82180596272376,134.98794845096157,1.8866529051670566
0.34,8.0213,0.0455,-0.0005,450.96122945783213,128.3851215428734,156.29493057393285,216.33234981953055,68.29598188641381,138.43847743084768,1.8438576238679374
0.36,8.6772,0.0496,-0.0005,441.2005608812591,131.58618011979848,160.19187145018944,217.4553699611427,70.68407204473378,142.1218706421886,1.8167524541163682
0.38,9.2989,0.0533,-0.0005,431.89043151330503,134.45905982497928,163.68929022171392,218.37955280400405,72.90715784234563,145.50768666641483,1.792141197241665
