Depth,Qc,Fs,u,Hegazy Vs,Andrus-H Vs,Andrus-P Vs,Rob Vs,Mc15 Vs,Mc18 Vs,Ic
0.01,0.16,0.004,0.002,6582.497126004617,32.84888494968906,39.98994689527364,368.74299157212835,11.917415459700347,40.1733494169202,3.64468135223767
0.02,0.168,0.007,0.001,,,,,,,3.64468135223767
0.03,0.192,0.026,0.001,13881.166902842542,43.66399632253187,53.156169436125765,493.3002346250388,19.39526405494426,67.75079523651252,3.960481134347355
0.04,0.692,0.03,0.002,,,,,,,3.960481134347355
0.05,0.902,0.034,0.001,8044.269084571477,68.37977460512369,83.24494299754188,515.1472345446564,28.56235257060001,80.75323960656631,3.0904337268703093
0.06,1.657,0.025,0.001,,,,,,,3.0904337268703093
0.07,2.411,0.028,0.001,1865.3755102453936,85.1144267069048,103.61756294753629,308.5476074791068,35.555401980516734,86.36312784796677,2.451539271512927
0.08,3.694,0.028,0.001,,,,,,,2.451539271512927
0.09,4.735,0.031,0.002,852.656390438897,98.34428247575893,119.72347431831521,238.98041401781512,42.37662242110068,93.72544225549697,2.0722593438290113
0.1,6.002,0.037,0.0,,,,,,,2.0722593438290113
0.11,6.631,0.04,0.0,674.6276761095132,107.84999484984233,131.2956459041559,227.25117229569696,48.04003872145604,102.18322102908225,1.9282774331971095
0.12,7.963,0.043,0.0,,,,,,,1.9282774331971095
0.13,8.613,0.078,0.0015,836.2662654160646,122.42702368560667,149.0415940520429,258.9740232570061,55.233195175112186,116.48764485638239,1.9341507181365685
0.14,9.262,0.083,0.003,,,,,,,1.9341507181365685
0.15,9.56,0.079,0.001,724.6246391667901,126.17355402483574,153.60258750849567,249.9972881428915,58.40636498952844,121.07591344475233,1.8740035960129526
0.16,9.77,0.089,0.004,,,,,,,1.8740035960129526
0.17,10.303,0.1,0.017,790.0157231091188,133.13537921317075,162.0778529551644,264.5439495045745,62.337502110170455,128.9315678611886,1.8920600968160768
0.18,10.496,0.1005,0.001,,,,,,,1.8920600968160768
0.19,10.295,0.101,0.001,766.2683574404901,135.16986453625964,164.5546176963161,264.4583962624907,64.34105720547491,132.78212969964844,1.8952949061507791
0.2,10.779,0.105,0.006,,,,,,,1.8952949061507791
0.21,11.198,0.087,0.0,607.5993624303,135.20171995875538,164.59339821065873,244.56804046004498,66.13800819471906,133.65412875710751,1.8032700517432232
0.22,10.803,0.086,-0.001,,,,,,,1.8032700517432232
0.23,11.36,0.082,0.004,556.6218567644519,135.80778964415046,165.33122217548754,238.533522220042,67.63931346551489,135.73207811791679,1.778813547934893
0.24,12.029,0.089,0.002,,,,,,,1.778813547934893
0.25,11.844,0.085,0.009,539.8359734237978,138.3564638830045,168.43395603148372,238.5813273640944,69.85068761078188,139.31790210851784,1.7629015011618834
0.26,11.666,0.071,-0.008,,,,,,,1.7629015011618834
0.27,11.634,0.11,-0.0045,659.0804789537017,144.54442850889177,175.96713035865085,260.8441254053088,72.7172634578892,146.87985389433703,1.8443395512352674
