d,vs
0.0,190.3
0.1,190.3
1.1,190.3
2.1,190.3
2.5,154.8
3.0,167.7
3.1,167.7
3.5,205.6
4.0,198.3
4.1,198.3
4.5,203.5
5.0,236.8
5.1,236.8
5.5,226.3
6.0,212.2
6.1,212.2
6.5,233.6
7.0,222.4
7.1,222.4
7.5,224.5
8.0,213.9
8.1,213.9
8.5,176.0
9.0,158.1
9.1,158.1
9.5,142.4
10.0,245.3
10.1,245.3
10.5,243.2
11.0,227.0
11.1,227.0
11.5,247.1
12.0,225.5
12.1,225.5
12.5,201.1
13.0,165.3
13.1,165.3
13.5,165.4
14.0,182.4
14.1,182.4
14.5,214.6
15.0,206.1
15.1,206.1
15.5,187.9
16.0,184.4
16.1,184.4
16.5,178.6
17.0,192.6
17.1,192.6
17.5,206.5
18.0,226.2
18.1,226.2
18.5,216.2
19.0,196.4
19.1,196.4
19.5,253.0
20.0,252.9
20.1,252.9
20.5,304.1
21.0,281.2
21.1,281.2
21.5,231.9
22.0,307.3
22.1,307.3
22.5,269.9
23.0,285.2
23.1,285.2
23.5,301.6
24.0,346.3
24.1,346.3
24.5,346.3
