d,vs
0.0,116.0
0.1,116.0
1.0,98.0
1.1,98.0
1.5,102.0
2.0,75.0
2.1,75.0
2.5,85.0
3.0,96.0
3.1,96.0
3.5,105.0
4.0,98.0
4.1,98.0
4.5,101.0
5.0,105.0
5.1,105.0
5.5,106.0
6.0,111.0
6.1,111.0
6.5,119.0
7.0,117.0
7.1,117.0
7.5,124.0
8.0,122.0
8.1,122.0
8.5,125.0
9.0,126.0
9.1,126.0
9.5,131.0
10.0,132.0
10.1,132.0
10.5,142.0
11.0,144.0
11.1,144.0
11.5,144.0
12.0,144.0
12.1,144.0
12.5,144.0
13.0,145.0
13.1,145.0
13.5,148.0
14.0,147.0
14.1,147.0
14.5,148.0
15.0,151.0
15.1,151.0
15.5,150.0
16.0,153.0
16.1,153.0
16.5,154.0
17.0,158.0
17.1,158.0
17.5,158.0
18.0,160.0
18.1,160.0
18.5,165.0
19.0,165.0
19.1,165.0
19.5,168.0
20.0,173.0
20.1,173.0
20.5,172.0
21.0,178.0
21.1,178.0
21.5,184.0
22.0,194.0
22.1,194.0
22.5,184.0
23.0,226.0
23.1,226.0
23.5,199.0
24.0,195.0
24.1,195.0
24.5,198.0
25.0,193.0
25.1,193.0
25.5,197.0
26.0,202.0
26.1,202.0
26.5,197.0
27.0,198.0
27.1,198.0
27.5,202.0
28.0,198.0
28.1,198.0
28.5,200.0
29.0,200.0
29.1,200.0
29.5,200.0
