d,vs
0.0,95.5
0.1,95.5
0.5,95.5
1.0,64.0
1.1,64.0
1.5,75.0
2.0,80.0
2.1,80.0
2.5,83.0
3.0,68.0
3.1,68.0
3.5,52.0
4.0,72.0
4.1,72.0
4.5,84.0
5.0,105.0
5.1,105.0
5.5,109.0
6.0,97.0
6.1,97.0
6.5,95.0
7.0,128.0
7.1,128.0
7.5,117.5
8.0,172.0
8.1,172.0
8.5,172.5
9.0,177.0
9.1,177.0
9.5,213.0
10.0,243.5
10.1,243.5
10.5,259.0
11.0,269.0
11.1,269.0
11.5,253.0
12.0,227.0
12.1,227.0
12.5,192.5
13.0,202.0
13.1,202.0
13.5,193.0
14.0,235.0
14.1,235.0
14.5,220.0
15.0,193.0
15.1,193.0
15.5,229.0
16.0,219.0
16.1,219.0
16.5,243.0
17.0,220.0
17.1,220.0
17.5,225.0
18.0,278.0
18.1,278.0
18.5,310.0
19.0,264.0
19.1,264.0
19.5,255.0
20.0,255.0
