d,vs
0.0,80.0
0.1,80.0
0.5,94.0
1.0,116.0
1.1,116.0
1.5,134.0
2.0,125.0
2.1,125.0
2.5,127.0
3.0,102.0
3.1,102.0
3.5,121.0
4.0,129.0
4.1,129.0
4.5,150.0
5.0,123.0
5.1,123.0
5.5,165.0
6.0,219.0
6.1,219.0
6.5,185.0
7.0,180.5
7.1,180.5
7.5,183.0
8.0,201.0
8.1,201.0
8.5,191.5
9.0,215.5
9.1,215.5
9.5,210.0
10.0,174.0
10.1,174.0
10.5,200.0
11.0,201.5
11.1,201.5
11.5,184.0
12.0,162.5
12.1,162.5
12.5,210.5
13.0,233.5
13.1,233.5
13.5,227.0
14.0,204.0
14.1,204.0
14.5,205.5
15.0,235.0
15.1,235.0
15.5,212.5
16.0,235.0
16.1,235.0
16.5,243.0
17.0,184.0
17.1,184.0
17.5,185.5
18.0,209.0
18.1,209.0
18.5,200.5
19.0,233.5
19.1,233.5
19.5,254.0
20.0,254.0
