d,vs
0.0,134.0
0.1,134.0
1.0,136.0
1.1,136.0
1.5,154.0
2.0,178.0
2.1,178.0
2.5,194.0
3.0,184.0
3.1,184.0
3.5,217.0
4.0,201.0
4.1,201.0
4.5,223.0
5.0,270.0
5.1,270.0
5.5,276.0
6.0,302.0
6.1,302.0
6.5,281.0
7.0,292.0
7.1,292.0
7.5,274.0
8.0,267.0
8.1,267.0
8.5,274.0
9.0,284.0
9.1,284.0
9.5,290.0
10.0,292.0
10.1,292.0
10.5,293.0
11.0,272.0
11.1,272.0
11.5,302.0
12.0,267.0
12.1,267.0
12.5,280.0
13.0,244.0
13.1,244.0
13.5,268.0
14.0,266.0
14.1,266.0
14.5,257.0
15.0,246.0
15.1,246.0
15.5,252.0
16.0,256.0
16.1,256.0
16.5,266.0
17.0,256.0
17.1,256.0
17.5,254.0
18.0,266.0
18.1,266.0
18.5,259.0
19.0,260.0
19.1,260.0
19.5,266.0
20.0,272.0
20.1,272.0
20.5,268.0
21.0,262.0
21.1,262.0
21.5,274.0
22.0,275.0
22.1,275.0
22.5,282.0
23.0,278.0
23.1,278.0
23.5,281.0
24.0,286.0
24.1,286.0
24.5,286.0
25.0,290.0
25.1,290.0
25.5,294.0
26.0,314.0
26.1,314.0
26.5,313.0
27.0,322.0
27.1,322.0
27.5,312.0
28.0,312.0
