d,vs
0.0,213.58
0.1,213.58
1.1,213.58
1.25,294.68
1.75,261.95
2.1,261.95
2.25,234.63
2.75,206.84
3.1,206.84
3.25,256.09
3.75,216.4
4.1,216.4
4.25,213.05
4.75,183.88
5.1,183.88
5.25,195.02
5.75,194.67
6.1,194.67
6.25,174.62
6.75,181.13
7.1,181.13
7.25,192.05
7.75,184.22
8.1,184.22
8.25,175.0
8.75,173.2
9.1,173.2
9.25,219.2
9.75,191.41
10.1,191.41
10.25,184.67
10.75,191.12
11.1,191.12
11.25,199.88
11.75,201.73
12.1,201.73
12.25,236.31
12.75,260.28
13.1,260.28
13.25,213.02
13.75,210.03
14.1,210.03
14.25,203.11
14.75,204.95
15.1,204.95
15.25,218.32
15.75,210.95
16.1,210.95
16.25,195.73
16.75,194.35
17.1,194.35
17.25,207.72
17.75,215.1
18.1,215.1
18.25,228.47
18.75,219.4
19.0,219.4
