File Name,,,depth_input,vs_input,Depth,Qc,Fs,u,Hegazy Vs,Andrus-H Vs,Andrus-P Vs,Rob Vs,Mc15 Vs,Mc18 Vs,Ic,Subset_Region,Subset_Geology
SCPT_57360,SCPT,57360,20,237,20,26.0479,0.113,-0.0626,212.4595729,256.5491935,312.3207573,265.3791677,270.8824967,440.6535366,1.358811347,2,1
SCPT_156296,SCPT,156296,0.1,151.3,0.1,0.5065,0.0031,-0.0007,2154.687733,56.75186333,69.08922492,293.5487884,26.12523973,70.18602771,2.942985101,7,2
SCPT_156296,SCPT,156296,0.5,151.3,0.5,0.1368,0.0004,-0.0016,395.961804,47.21305215,57.47675915,138.5663145,28.55609786,80.03390409,3.403754118,7,2
SCPT_156296,SCPT,156296,1,151.3,1,0.0936,0.0005,-0.0018,226.7548225,46.93198887,57.13459515,107.3833254,33.39612328,97.90689942,3.624802739,7,2
SCPT_156296,SCPT,156296,1.5,151.3,1.5,0.125,0.0004,-0.0019,208.1807223,52.87295204,64.36707205,108.4942023,38.25579347,105.6077468,3.450156308,7,2
SCPT_156296,SCPT,156296,2,151.3,2,0.5497,0.0011,-0.0015,244.772866,80.67044422,98.20749731,141.2117153,55.78505438,130.9719591,2.779196417,7,2
SCPT_156296,SCPT,156296,2.5,151.3,2.5,7.7181,0.0291,-0.0013,253.0862851,156.1389551,190.0822062,191.9296094,113.959297,216.3277549,1.771580807,7,2
SCPT_156296,SCPT,156296,3,210.9,3,10.1011,0.0457,0.0025,267.1762288,171.7201582,209.0506274,206.2876714,129.3777711,240.7092984,1.707237145,7,2
SCPT_156296,SCPT,156296,3.5,198.7,3.5,9.4326,0.0419,0.0069,251.0376563,172.3202066,209.7811211,203.228,132.7576107,247.3483776,1.728822366,7,2
SCPT_156296,SCPT,156296,4,173.5,4,13.0541,0.0763,0.0121,295.1678438,193.5900033,235.6747867,228.2482151,151.7426261,277.2462307,1.675628658,7,2
SCPT_156296,SCPT,156296,4.5,198.1,4.5,10.9072,0.0552,0.0136,253.5943165,185.8572885,226.2610469,213.8236216,148.7382122,273.4977008,1.704593379,7,2
SCPT_156296,SCPT,156296,5,245.6,5,9.6724,0.0385,0.0182,213.6873544,178.7248499,217.5780782,199.7456627,146.0971206,267.794723,1.695853178,7,2
SCPT_156296,SCPT,156296,5.5,180.6,5.5,1.057,0.0392,0.0418,349.186106,127.6968838,155.4570759,182.6495282,109.2315742,270.5059732,3.03048271,7,2
SCPT_156296,SCPT,156296,6,234.1,6,9.4522,0.0293,0.0091,182.9489757,177.1965727,215.7175667,191.0923039,149.7513068,270.6099468,1.655122046,7,2
SCPT_156296,SCPT,156296,6.5,240.9,6.5,11.1903,0.0277,0.0208,170.4663187,179.9637777,219.0863381,191.6253321,156.158909,274.4799547,1.547980127,7,2
SCPT_156296,SCPT,156296,7,247.7,7,11.6425,0.0245,0.0389,160.1394553,179.828737,218.9219407,189.5675771,158.6961982,275.3276911,1.505345575,7,2
SCPT_156296,SCPT,156296,7.5,251.9,7.5,8.1153,0.0151,0.0367,142.233967,169.6356392,206.512952,174.2640502,147.5298158,262.3892947,1.635710618,7,2
SCPT_156296,SCPT,156296,8,232.5,8,8.3228,0.0223,0.0444,156.45157,176.9385791,215.4034876,182.2382179,155.7058555,280.6280951,1.679766245,7,2
SCPT_156296,SCPT,156296,8.5,207.4,8.5,8.7444,0.0271,0.061,163.4733805,182.3461468,221.9866135,187.4918323,162.0846389,292.3866595,1.685666175,7,2
SCPT_156296,SCPT,156296,9,184,9,7.7417,0.0224,0.0578,152.3129172,178.4236448,217.2113936,180.5980796,159.2796376,289.129724,1.72174342,7,2
SCPT_156296,SCPT,156296,9.5,152.8,9.5,1.0434,0.0579,0.3397,236.7411728,137.2267476,167.0586492,156.8475811,131.0944259,326.744719,3.141382483,7,2
SCPT_156296,SCPT,156296,10,174.3,10,2.4018,0.0263,0.2607,165.2859543,155.1965772,188.9349636,158.2474888,140.4337378,300.5868487,2.439670527,7,2
SCPT_156296,SCPT,156296,10.5,269.1,10.5,11.1313,0.1162,0.0328,285.653616,228.2917127,277.9203459,241.9217219,200.827492,373.3721188,1.886928934,7,2
SCPT_156296,SCPT,156296,11,225,11,14.4226,0.0371,0.0581,163.8271052,200.6012798,244.2102536,206.4322856,192.0813929,326.3079353,1.454621305,7,2
SCPT_156296,SCPT,156296,11.5,212.1,11.5,9.1927,0.0381,0.0533,167.7261787,197.0725843,239.9144504,195.9278226,182.6603982,330.0395868,1.723684903,7,2
SCPT_156296,SCPT,156296,12,195.5,12,9.3328,0.0747,0.035,220.2085309,215.1267487,261.8934332,217.2150164,195.8833585,364.1685001,1.873976102,7,2
SCPT_156296,SCPT,156296,12.5,170.3,12.5,6.5031,0.0406,0.0789,168.7003859,193.6484383,235.7459249,187.7978343,178.7951812,339.0029397,1.943270037,7,2
SCPT_156296,SCPT,156296,13,243.7,13,2.1698,0.024,0.4137,128.365396,155.2887509,189.047175,143.1666571,147.7393029,317.1789746,2.479785056,7,2
SCPT_156296,SCPT,156296,13.5,204.4,13.5,14.9298,0.06,0.0671,186.6775533,219.1689161,266.8143326,221.8019597,212.6674085,365.9163885,1.535777443,7,2
SCPT_156296,SCPT,156296,14,260.7,14,8.8545,0.0253,0.0815,135.8644264,192.8493436,234.7731139,183.862143,185.4778454,328.8098584,1.666117197,7,2
SCPT_156296,SCPT,156296,14.5,250.5,14.5,10.5886,0.0309,0.0894,143.6817487,200.268888,243.8056028,193.2813679,195.3985927,340.9292535,1.599337665,7,2
SCPT_156296,SCPT,156296,15,196.1,15,8.8506,0.052,0.0975,171.4617754,210.3343437,256.059201,200.4748395,200.7074722,367.4505288,1.815982848,7,2
SCPT_156296,SCPT,156296,15.5,182.1,15.5,3.2,0.0161,0.3883,103.3826901,164.7830707,200.6054773,142.5341104,158.7223846,315.7469388,2.170281564,7,2
SCPT_156296,SCPT,156296,16,193.4,16,8.8939,0.0659,0.1195,184.2419402,218.2582439,265.7056882,206.530157,208.545081,385.1948726,1.871045047,7,2
SCPT_156296,SCPT,156296,16.5,207.3,16.5,11.5127,0.1089,0.1255,227.8344238,239.9189885,292.0752903,232.0629346,227.5941991,415.1925277,1.847928731,7,2
SCPT_156296,SCPT,156296,17,175.2,17,10.6437,0.1037,0.1365,219.3197851,237.3742903,288.9773969,226.6354614,225.992277,415.4464538,1.882260305,7,2
SCPT_156296,SCPT,156296,17.5,206.4,17.5,14.1434,0.0968,0.1237,210.4244318,241.6160593,294.1412896,234.3977771,235.9879382,415.6485564,1.68956851,7,2
SCPT_156296,SCPT,156296,18,229.1,18,10.0853,0.0469,0.0583,153.0438523,214.9872461,261.7236039,199.4411276,213.3153537,380.0348866,1.713970933,7,2
SCPT_156296,SCPT,156296,18.5,216.8,18.5,14.4815,0.0571,0.0115,166.0662604,226.1481109,275.3107437,218.037363,230.1704207,393.6469737,1.542574346,7,2
SCPT_156296,SCPT,156296,19,223.9,19,11.2611,0.0191,0.1242,116.1167073,198.6296409,241.8099976,185.5760462,204.2042285,343.08399,1.487924924,7,2
SCPT_156296,SCPT,156296,19.5,179.1,19.5,4.3954,0.0422,0.2845,130.1359357,194.4313876,236.6990805,164.3809865,191.8404341,380.1782952,2.187120001,7,2
SCPT_156296,SCPT,156296,20,169,20,17.2891,0.0608,0.1114,167.1572834,231.4999181,281.8259872,226.3679543,242.5534088,405.3100059,1.450979634,7,2
SCPT_156296,SCPT,156296,20.5,187.1,20.5,5.3785,0.1188,0.1469,200.2924352,225.9479685,275.0670921,197.4369255,218.2279484,441.129917,2.339205262,7,2
SCPT_156296,SCPT,156296,21,222.9,21,1.7034,0.0142,0.9922,59.08373928,146.585323,178.4516975,102.8145118,156.0789433,333.8800462,2.512671804,7,2
SCPT_156296,SCPT,156296,21.5,314.3,21.5,1.3727,0.0251,0.5285,67.6665088,149.8015572,182.3671131,103.3461562,159.6686028,361.1123398,2.763479359,7,2
SCPT_156296,SCPT,156296,22.5,246,22.5,3.5697,0.0747,1.51,132.7447498,196.9548259,239.7710924,157.2696722,203.1370497,423.9191986,2.459679523,7,2
SCPT_156296,SCPT,156296,23,319.7,23,2.7832,0.0354,1.5296,88.93252116,174.4263094,212.3450723,130.3787784,185.3360181,386.133028,2.420054041,7,2
SCPT_156296,SCPT,156296,23.5,222.6,23.5,1.4738,0.0046,0.9062,36.84701348,134.7415393,164.0331783,84.31377643,143.6278767,296.3772663,2.409862471,7,2
SCPT_156296,SCPT,156296,24,318.8,24,1.6065,0.0041,1.0267,37.19443928,136.2683655,165.8919233,86.15687973,144.8853364,293.7234484,2.349307047,7,2
SCPT_156296,SCPT,156296,24.5,344.1,24.5,5.2251,0.0859,-0.0214,157.3621686,222.3231978,270.6543277,181.5883057,222.2967178,442.3354905,2.265166037,7,2
SCPT_156296,SCPT,156296,25,301.2,25,2.9201,0.066,1.0807,113.4037073,191.2720631,232.8529463,143.5203698,201.133571,427.7827149,2.548797085,7,2
SCPT_156296,SCPT,156296,25.5,407.3,25.5,9.3854,0.0748,-0.0177,157.0963298,236.4805181,287.8893264,201.994741,241.7703433,440.7758376,1.870907558,7,2
SCPT_156296,SCPT,156296,26,407.3,26,10.919,0.144,-0.0102,208.0698689,262.6840372,319.7892626,227.7945142,262.3148234,482.8560637,1.961168462,7,2
SCPT_57355,SCPT,57355,0.1,67,0.1,1.2434,0.0493,0.0059,8511.56438,82.09083397,99.93666744,547.1434834,37.40658673,101.2348341,2.991396983,2,1
SCPT_57355,SCPT,57355,0.5,73,0.5,2.7562,0.0413,-0.0125,740.7150913,115.051006,140.0620942,250.519888,64.66363039,149.5309087,2.463218963,2,1
SCPT_57355,SCPT,57355,1,78,1,1.9191,0.0969,-0.058,1034.494532,126.8604613,154.4388225,290.0528109,79.88196725,198.5531442,2.912274196,2,1
SCPT_57355,SCPT,57355,1.5,97,1.5,2.6789,0.0148,-0.0455,263.4951128,120.5159584,146.7150799,177.6354851,80.26545127,172.7474897,2.257426183,2,1
SCPT_57355,SCPT,57355,2,110.5,2,0.8981,0.0266,-0.0326,479.3676437,106.3165784,129.428878,199.6339385,77.9916474,198.8884485,3.03232905,2,1
SCPT_57355,SCPT,57355,2.5,127,2.5,5.4425,0.0286,-0.0634,244.8295078,150.1752317,182.8220212,191.2939331,108.2127668,215.2836611,1.972846284,2,1
SCPT_57355,SCPT,57355,3,124,3,3.8399,0.0214,0.0097,226.798185,142.6782062,173.6952075,180.1383542,105.6875773,216.5455138,2.118755939,2,1
SCPT_57355,SCPT,57355,3.5,111.5,3.5,0.4998,0.0099,0.0457,225.0879611,92.90151476,113.0974962,138.6919675,77.14950088,200.6377451,3.159172454,2,1
SCPT_57355,SCPT,57355,4,81.5,4,6.0103,0.0289,0.0234,212.3742577,161.0453298,196.055184,188.279313,125.2005011,242.9749404,1.916621842,2,1
SCPT_57355,SCPT,57355,4.5,120,4.5,4.9751,0.0122,-0.0712,155.8414916,148.8679151,181.2305053,165.0083029,117.197468,223.4630041,1.875044741,2,1
SCPT_57355,SCPT,57355,5,150,5,3.0479,0.0307,-0.0636,239.2778274,151.739497,184.7263442,183.3732306,121.4115692,257.8153437,2.332436259,2,1
SCPT_57355,SCPT,57355,5.5,133.5,5.5,2.0023,0.0147,-0.0312,179.4870454,134.7126619,163.9980232,156.5288098,110.3941822,239.2511781,2.42511893,2,1
SCPT_57355,SCPT,57355,6,119,6,0.7354,0.0196,0.0129,210.3417105,113.7141908,138.4346671,144.0543721,100.2721961,252.0214964,3.080020214,2,1
SCPT_57355,SCPT,57355,6.5,112.5,6.5,0.6659,0.0191,0.0606,189.6836214,111.5233646,135.7675743,136.0342573,100.8566187,256.1264317,3.13350719,2,1
SCPT_57355,SCPT,57355,7,134,7,1.192,0.0259,0.0725,211.0134322,130.4672779,158.8297296,155.4109139,114.8266618,272.6860828,2.855562216,2,1
SCPT_57355,SCPT,57355,7.5,143.5,7.5,8.2153,0.0366,-0.0262,187.4105626,184.3834627,224.4668242,195.0465665,159.0594798,294.4225091,1.781603186,2,1
SCPT_57355,SCPT,57355,8,139,8,10.7097,0.0314,-0.0454,167.6124369,186.6739729,227.2552714,195.1556971,166.1154137,293.9427334,1.595750529,2,1
SCPT_57355,SCPT,57355,8.5,151,8.5,11.3528,0.0458,-0.048,189.9989397,197.1328884,239.9878641,207.1018131,175.7854597,313.633914,1.638236017,2,1
SCPT_57355,SCPT,57355,9,203,9,15.4955,0.0703,-0.0525,217.3301009,213.5894556,260.021946,228.2374439,193.5459724,337.2056354,1.551310353,2,1
SCPT_57355,SCPT,57355,9.5,196,9.5,14.8617,0.0827,0.0309,232.4331562,219.6432967,267.3918394,233.7175874,197.9501363,349.0381118,1.617620117,2,1
SCPT_57355,SCPT,57355,10,218,10,5.9168,0.0551,-0.0188,208.3062497,192.701838,234.5935419,197.9156876,170.0254441,333.1370274,2.072868499,2,1
SCPT_57355,SCPT,57355,10.5,172.5,10.5,16.581,0.0841,0.0261,225.4637392,224.0695697,272.7803457,237.001082,207.0572584,359.0618357,1.555455287,2,1
SCPT_57355,SCPT,57355,11,186,11,16.9496,0.0913,0.045,230.9255043,228.3903773,278.0404594,240.9110758,211.8571011,367.2730705,1.563546768,2,1
SCPT_57355,SCPT,57355,11.5,177,11.5,19.2629,0.1102,0.0359,247.2184771,237.7337616,289.4150141,252.5961744,221.918146,380.9841048,1.536330896,2,1
SCPT_57355,SCPT,57355,12,164,12,3.0773,0.083,0.0716,233.2598453,185.4534678,225.7694391,188.1924246,168.4263929,366.1720736,2.579369858,2,1
SCPT_57355,SCPT,57355,12.5,162,12.5,4.686,0.0332,0.0434,151.2682089,182.1337589,221.7280543,172.7486645,167.7292467,329.4502766,2.093497347,2,1
SCPT_57355,SCPT,57355,13,204,13,15.489,0.1297,-0.037,263.2429972,245.0389724,298.3083142,252.6015312,225.5440942,400.7520877,1.715983244,2,1
SCPT_57355,SCPT,57355,13.5,173,13.5,8.339,0.0534,-0.024,176.5114087,207.2926909,252.3563193,200.3350231,193.6765085,358.8647537,1.858117566,2,1
SCPT_57355,SCPT,57355,14,172,14,18.4648,0.1278,-0.0133,252.9205765,249.2203638,303.3987038,257.3614798,235.850663,408.0845094,1.603989145,2,1
SCPT_57355,SCPT,57355,14.5,210,14.5,14.7631,0.1266,0.0796,249.9313613,246.4689215,300.0491218,248.3143033,230.4314189,410.53875,1.738429967,2,1
SCPT_57355,SCPT,57355,15,259,15,19.8262,0.1751,0.1067,288.2647698,265.7077062,323.470251,273.9532538,249.325345,432.8501926,1.653793231,2,1
SCPT_57355,SCPT,57355,15.5,249,15.5,18.1367,0.1715,0.0567,282.0652987,264.4738494,321.9681645,268.9011864,247.9741146,434.9920727,1.70214675,2,1
SCPT_57355,SCPT,57355,16,292,16,19.0809,0.0599,0.0503,174.3849174,225.0132136,273.9291296,230.4090608,230.9382336,382.5991752,1.388710703,2,1
SCPT_57355,SCPT,57355,16.5,289,16.5,43.601,0.18,0.0335,282.1573887,269.5244899,328.1167703,310.8725758,287.4441446,447.6111463,1.178243507,2,1
SCPT_57355,SCPT,57355,17,218,17,28.6795,0.0537,0.1092,168.7982117,219.8946839,267.697876,244.7007976,246.8088882,384.1899671,1.125820476,2,1
SCPT_57355,SCPT,57355,17.5,191,17.5,25.2497,0.1864,0.0783,281.8932488,276.7159497,336.8715909,286.2560915,270.8658831,454.5514483,1.524543724,2,1
SCPT_57355,SCPT,57355,18,215,18,7.3928,0.0458,0.1088,143.2919561,208.1773185,253.4332573,186.0770196,203.5841223,377.9944277,1.894220461,2,1
SCPT_57355,SCPT,57355,18.5,196,18.5,8.5469,0.0981,0.1836,194.7957477,232.4262837,282.9537366,211.7649195,223.1415949,420.6942319,2.00101857,2,1
SCPT_57355,SCPT,57355,19,184,19,1.384,0.0684,0.2585,121.2268044,162.8941627,198.3059372,128.8309674,167.8589791,398.7366141,3.014414856,2,1
SCPT_57355,SCPT,57355,19.5,194,19.5,1.3976,0.0288,0.4867,76.19164854,150.5901198,183.3271024,108.6741566,157.5840137,358.7032973,2.785144545,2,1
SCPT_57355,SCPT,57355,20,194,20,10.7841,0.0637,0.0595,160.4465535,227.4638171,276.912473,207.1761331,227.4933035,406.3507554,1.745959873,2,1
SCPT_205817,SCPT,205817,0.51,32,0.51,0.525,0.04,-0.0173,1373.299853,81.88181787,99.68221306,264.4661176,51.07357414,147.8332034,3.461157373,6,2
SCPT_205817,SCPT,205817,1.01,109,1.01,0.1239,0.0039,-0.0247,323.9991883,55.42306082,67.47155231,128.2384381,41.35040765,128.46363,3.788818864,6,2
SCPT_205817,SCPT,205817,1.51,118,1.51,0.8227,0.018,-0.0196,493.0983152,97.92223712,119.20968,198.5045621,68.95341943,175.9539966,2.993407382,6,2
SCPT_205817,SCPT,205817,2.01,133,2.01,0.6945,0.0155,0.0748,402.1099301,95.82928284,116.6617356,179.4127867,71.96223811,185.2848257,3.060849429,6,2
SCPT_205817,SCPT,205817,2.51,188,2.51,0.5953,0.0349,0.1428,494.4028739,99.53553742,121.1736977,187.7441968,80.08360135,217.5592525,3.349171345,6,2
SCPT_205817,SCPT,205817,3.01,193,3.01,1.724,0.0313,-0.02,367.9381052,128.9847893,157.0249609,196.4671483,97.28611359,226.3644476,2.678771684,6,2
SCPT_205817,SCPT,205817,3.51,258,3.51,4.3991,0.0812,0.2361,425.0598608,168.3514232,204.9495587,233.3640504,125.7623789,268.2412919,2.354860276,6,2
SCPT_205817,SCPT,205817,4.01,184,4.01,6.6194,0.1224,2.2604,423.6270844,186.1828919,226.6574336,245.1578981,143.2107761,293.5221797,2.220553433,6,2
SCPT_205817,SCPT,205817,4.51,134,4.51,3.3365,0.056,0.1485,328.3109937,160.0006321,194.7833783,207.636894,125.6413026,271.7710663,2.42433547,6,2
SCPT_205817,SCPT,205817,5.01,154,5.01,1.724,0.0255,0.1398,239.0599252,134.1522335,163.3157625,169.9736802,110.1988117,250.7375045,2.630677464,6,2
SCPT_205817,SCPT,205817,5.51,129,5.51,0.8764,0.0044,0.336,115.1776013,103.4137662,125.8950197,117.1606836,88.71839589,203.3742458,2.689798216,6,2
SCPT_205817,SCPT,205817,6.01,197,6.01,1.1535,0.0194,0.2615,197.6976734,122.8119016,149.5101411,149.8929684,106.9456204,252.6318788,2.808677802,6,2
SCPT_205817,SCPT,205817,6.51,187,6.51,1.8026,0.0471,0.2386,277.3190134,146.4343516,178.2679063,181.7055998,125.5172981,290.25661,2.753617358,6,2
SCPT_205817,SCPT,205817,7.01,378,7.01,13.7411,0.4147,0.0587,672.6408564,266.8391158,324.8476192,333.4506699,205.6243076,398.3393383,2.159441925,6,2
SCPT_205817,SCPT,205817,7.51,343,7.51,25.2537,0.572,6.0477,689.8633234,299.2133473,364.2597272,365.0450211,234.9873038,424.5563573,1.902834349,6,2
SCPT_205817,SCPT,205817,8.01,337,8.01,10.2846,0.1937,0.538,401.2151929,233.7536336,284.569641,268.020312,192.1385051,372.3881216,2.088078013,6,2
SCPT_205817,SCPT,205817,8.51,296,8.51,7.9053,0.143,2.5654,320.6937811,213.8473928,260.3359564,237.3391539,183.4557698,362.802453,2.157360355,6,2
SCPT_205817,SCPT,205817,9.01,338,9.01,6.9419,0.0697,3.0433,212.0691735,192.1751723,233.9523837,200.7055862,172.3425515,334.9286728,2.035869993,6,2
SCPT_205817,SCPT,205817,9.51,315,9.51,6.3962,0.2037,2.7365,369.4267892,217.4587248,264.7323606,243.0440622,188.9953135,390.0965263,2.395437795,6,2
SCPT_205817,SCPT,205817,10.01,312,10.01,3.8492,0.055,1.4451,190.6616963,175.5884645,213.7598698,178.6258913,159.8387036,332.084395,2.33290206,6,2
SCPT_205817,SCPT,205817,10.51,302,10.51,4.8085,0.1251,2.5181,266.0602459,197.1121115,239.9625705,207.3941242,179.1039319,374.7274986,2.42300322,6,2
SCPT_205817,SCPT,205817,11.01,296,11.01,4.0063,0.0644,2.4575,183.0775805,177.9281615,216.6081966,176.3790859,167.2504458,347.3340909,2.349580623,6,2
SCPT_205817,SCPT,205817,11.51,298,11.51,4.5687,0.1235,2.479,248.748514,197.0580412,239.8967458,201.4220733,182.144164,382.658163,2.450620215,6,2
SCPT_205817,SCPT,205817,12.01,299,12.01,4.2916,0.0567,2.6278,163.561496,179.4476054,218.4579544,171.8986006,171.2282204,349.4067706,2.27467625,6,2
SCPT_205817,SCPT,205817,12.51,265,12.51,4.2668,0.0941,1.7828,211.6722841,193.287868,235.3069697,189.5644526,180.4670932,377.046803,2.414480534,6,2
SCPT_205817,SCPT,205817,13.01,322,13.01,4.8167,0.0854,2.3035,194.542448,194.9302182,237.3063526,187.4569231,184.1678664,376.368945,2.313302399,6,2
SCPT_205817,SCPT,205817,13.51,326,13.51,4.9077,0.1398,1.8159,248.2004777,209.3298181,254.8363003,205.6731068,194.4032577,405.1762571,2.443288338,6,2
SCPT_205817,SCPT,205817,14.01,287,14.01,5.4989,0.0902,2.4594,192.5467833,202.4511552,246.4622759,191.4923198,192.490582,386.6014643,2.247436738,6,2
SCPT_205817,SCPT,205817,14.51,316,14.51,3.9981,0.0568,2.3229,146.4674782,182.2564882,221.877464,164.6716215,178.6648839,366.4212158,2.318126923,6,2
SCPT_205817,SCPT,205817,15.01,287,15.01,5.2013,0.139,2.4289,225.7849245,212.193285,258.32226,200.7232089,201.7632189,415.9826552,2.405912011,6,2
SCPT_205817,SCPT,205817,15.51,289,15.51,4.8788,0.1091,2.776,190.9296614,203.4178724,247.639149,186.893931,197.7262962,406.2517775,2.37440005,6,2
SCPT_205817,SCPT,205817,16.01,322,16.01,4.8457,0.0805,2.8029,162.1626373,197.1612971,240.0224487,176.5759567,194.3170957,393.6369563,2.293429284,6,2
SCPT_205817,SCPT,205817,16.51,241,16.51,3.3035,0.0343,2.0088,106.7504262,170.770445,207.8944548,143.148726,172.7878585,354.0612599,2.309759275,6,2
SCPT_205817,SCPT,205817,17.01,265,17.01,4.7713,0.0537,2.7161,131.6736398,189.9806415,231.280781,164.3085706,190.662453,379.1809547,2.196652358,6,2
SCPT_205817,SCPT,205817,17.51,257,17.51,3.8947,0.0306,2.6823,98.89914329,173.2768047,210.9456753,143.2731409,178.153561,354.5066967,2.185496452,6,2
SCPT_205817,SCPT,205817,18.01,247,18.01,3.3407,0.0676,1.4888,138.1330608,187.2065077,227.9035746,157.6204604,187.5723449,395.3431266,2.473167587,6,2
SCPT_205817,SCPT,205817,18.51,249,18.51,4.6141,0.0675,0.4042,153.1333232,203.8307549,248.1417885,175.2960365,197.978281,398.967311,2.275993685,6,2
SCPT_205817,SCPT,205817,19.01,251,19.01,4.7754,0.0537,2.9132,121.8303172,191.9388757,233.6647182,160.1488233,196.6709076,389.99906,2.196132258,6,2
SCPT_205817,SCPT,205817,19.51,293,19.51,5.4576,0.0617,3.7321,126.6374124,197.8054452,240.8066289,165.7308938,204.282544,400.115825,2.150472942,6,2
SCPT_205817,SCPT,205817,20.01,242,20.01,4.4818,0.0414,2.8746,104.869212,185.8767597,226.284751,150.4765782,193.457111,381.7737479,2.170861318,6,2
SCPT_205817,SCPT,205817,20.51,287,20.51,6.1067,0.0976,3.7735,153.3515199,214.1785443,260.7390975,180.8922042,218.6879028,430.4577314,2.205281731,6,2
SCPT_205817,SCPT,205817,21.01,294,21.01,7.099,0.0864,4.371,146.0257804,216.1376774,263.124129,182.9518285,222.7179906,426.7555642,2.079512905,6,2
SCPT_205817,SCPT,205817,21.51,292,21.51,6.2308,0.1192,3.8073,162.632135,221.3123043,269.4236748,185.2746014,225.9628767,447.2118643,2.249967505,6,2
SCPT_205817,SCPT,205817,22.01,315,22.01,5.4783,0.1096,3.1804,152.3154871,216.2054937,263.2066879,177.3023079,221.6845709,444.5124991,2.304675574,6,2
SCPT_205817,SCPT,205817,22.51,241,22.51,6.1894,0.1823,3.0175,196.1730512,236.3312429,287.7076,197.8636603,236.8213734,478.0476877,2.381186925,6,2
SCPT_205817,SCPT,205817,23.01,331,23.01,5.6561,0.1313,3.3911,159.2978072,222.6468932,271.0483917,180.8373295,228.8806482,460.328327,2.33759346,6,2
SCPT_205817,SCPT,205817,23.51,328,23.51,5.131,0.098,2.3864,140.0455495,215.294764,262.0979736,171.1451104,221.5985469,445.2475673,2.312998526,6,2
SCPT_205817,SCPT,205817,24.01,249,24.01,4.7837,0.0616,2.497,111.0896939,202.0796417,246.0099985,156.15453,212.3186037,421.1867667,2.230102649,6,2
SCPT_205817,SCPT,205817,24.51,332,24.51,4.4901,0.0654,3.2242,105.066629,198.4205083,241.5554015,150.0904464,212.6537681,426.4964444,2.284244344,6,2
SCPT_205817,SCPT,205817,25.01,279,25.01,6.2639,0.1328,3.7413,152.9233324,228.837383,278.5846402,181.8367724,237.9383924,471.1887587,2.278301269,6,2
SCPT_205817,SCPT,205817,25.51,218,25.51,5.9455,0.1223,3.1892,146.0093343,226.6552442,275.9281234,177.7687955,235.8429256,468.329953,2.286174978,6,2
SCPT_205817,SCPT,205817,26.01,265,26.01,5.4659,0.0436,3.3384,92.95927726,198.8749618,242.1086491,150.6464437,215.0440852,411.3222517,2.063852453,6,2
SCPT_205817,SCPT,205817,26.51,246,26.51,5.1186,0.0432,3.5091,88.30704771,196.1020626,238.7329458,145.7338263,213.9876207,412.6131097,2.101110861,6,2
SCPT_205817,SCPT,205817,27,275,27,5.0069,0.0449,3.5533,86.96776106,196.0664849,238.6896338,144.1976502,214.8234358,415.7797939,,6,2
SCPT_140253,SCPT,140253,0.51,744,0.51,1.1334,0.0306,-0.0011,1065.193748,94.97288168,115.6191603,267.2765601,55.80439349,143.5890199,2.926110455,7,2
SCPT_140253,SCPT,140253,1.01,744,1.01,1.7216,0.021,-0.0008,422.6002851,109.0055756,132.7024399,200.8587841,69.46045294,163.037486,2.587942141,7,2
SCPT_140253,SCPT,140253,1.51,744,1.51,0.9457,0.0292,-0.0027,572.1578357,104.2516735,126.9150808,213.6915427,73.23331257,187.5690889,3.023921139,7,2
SCPT_140253,SCPT,140253,2.01,199,2.01,15.1687,0.0883,-0.0006,317.7879773,183.148973,222.9639671,234.3291928,129.6216751,237.674324,1.622314223,7,2
SCPT_140253,SCPT,140253,2.51,199,2.51,15.6524,0.135,-0.0064,394.0039697,201.1849959,244.9208646,260.308476,143.4711156,265.7421815,1.72117936,7,2
SCPT_140253,SCPT,140253,3.01,104,3.01,6.4658,0.038,-0.0544,248.8172455,161.3316649,196.4037659,199.4697434,119.5944301,234.4269575,1.931831928,7,2
SCPT_140253,SCPT,140253,3.51,104,3.51,1.9054,0.014,-0.0059,209.0336957,125.7322498,153.0653476,162.2846535,96.3518007,212.1245813,2.444558199,7,2
SCPT_140253,SCPT,140253,4.01,139,4.01,6.5703,0.024,-0.0697,189.0486945,160.0271422,194.8156514,183.19152,124.9630914,237.4831898,1.828381304,7,2
SCPT_140253,SCPT,140253,4.51,139,4.51,3.5017,0.069,-0.0167,353.9422563,165.3005927,201.2355041,216.0527633,128.7299329,279.3472925,2.449964157,7,2
SCPT_140253,SCPT,140253,5.01,159,5.01,4.2601,0.0836,0.0038,356.2936422,176.3240505,214.6553659,223.2463826,138.5326947,294.5528455,2.382489967,7,2
SCPT_140253,SCPT,140253,5.51,159,5.51,11.3919,0.0501,-0.0235,212.3484573,188.9042161,229.97035,210.3857697,157.0703988,284.3602097,1.656169194,7,2
SCPT_140253,SCPT,140253,6.01,173,6.01,6.9844,0.0602,-0.0064,248.9921534,186.4691766,227.0059542,210.7149508,152.2670823,296.6259185,1.994633063,7,2
SCPT_140253,SCPT,140253,6.51,173,6.51,9.8828,0.1002,-0.0245,296.1662638,208.4538494,253.7699036,236.5517206,170.7371704,324.2430391,1.918078432,7,2
