d,vs
1.50,171
2.00,357
2.50,230
3.00,175
3.50,154
4.00,224
4.50,268
5.00,243
5.50,228
6.00,306
6.50,282
7.00,203
7.50,214
8.00,198
8.50,200
9.00,207
9.50,180
10.00,234
10.50,231
11.00,240
11.50,252
12.00,243
12.50,187
13.00,174
13.50,189
14.00,193
14.50,190
15.00,158
15.50,186
16.00,212
16.50,231
17.00,367
17.50,379
18.00,321
18.50,265
19.00,351
19.50,329
20.00,255
20.50,293
21.00,281
21.50,315
22.00,273
22.50,275
23.00,254
23.50,322
24.00,282
24.50,317
25.00,390
25.50,340
26.00,335
26.50,282
27.00,282
27.50,283
28.00,320
28.50,282
