d,vs
0.0,198.5
0.1,198.5
1.1,198.5
2.1,198.5
3.0,163.8
3.1,163.8
4.0,140.7
4.1,140.7
5.0,197.1
5.1,197.1
6.0,214.6
6.1,214.6
7.0,161.0
7.1,161.0
8.0,167.1
8.1,167.1
9.0,164.1
9.1,164.1
10.0,217.7
10.1,217.7
11.0,293.7
11.1,293.7
12.0,260.9
12.1,260.9
13.0,288.8
13.1,288.8
14.0,182.8
14.1,182.8
15.0,185.8
15.1,185.8
16.0,175.0
16.1,175.0
17.0,195.5
17.1,195.5
18.0,242.8
18.1,242.8
19.0,261.3
19.1,261.3
20.0,209.5
20.1,209.5
21.0,259.0
21.1,259.0
22.0,208.1
22.1,208.1
23.0,267.7
23.1,267.7
24.0,298.6
24.1,298.6
25.0,255.9
25.1,255.9
26.0,431.4
26.1,431.4
27.0,284.9
27.1,284.9
28.0,477.8
28.1,477.8
29.0,477.8
