d,vs
0.0,86.0
0.1,86.0
0.5,80.0
1.0,57.0
1.1,57.0
1.5,37.0
2.0,35.0
2.1,35.0
2.5,37.0
3.0,37.0
3.1,37.0
3.5,50.0
4.0,59.0
4.1,59.0
4.5,69.0
5.0,64.0
5.1,64.0
5.5,80.0
6.0,93.0
6.1,93.0
6.5,100.0
7.0,109.0
7.1,109.0
7.5,168.5
8.0,195.5
8.1,195.5
8.5,175.0
9.0,184.0
9.1,184.0
9.5,221.5
10.0,206.0
10.1,206.0
10.5,241.0
11.0,187.0
11.1,187.0
11.5,198.0
12.0,234.0
12.1,234.0
12.5,230.0
13.0,248.0
13.1,248.0
13.5,224.0
14.0,214.0
14.1,214.0
14.5,264.0
15.0,220.0
15.1,220.0
15.5,245.0
16.0,226.0
16.1,226.0
16.5,228.0
17.0,221.0
17.1,221.0
17.5,252.5
18.0,252.5
