d,vs
0.0,292.86
0.1,292.86
1.1,292.86
1.7,193.19
2.1,193.19
3.1,193.19
4.1,193.19
4.21,252.65
5.1,252.65
6.1,252.65
7.1,252.65
8.1,252.65
9.1,252.65
10.1,252.65
11.1,252.65
11.21,241.36
12.1,241.36
13.1,241.36
14.1,241.36
15.1,241.36
16.1,241.36
17.1,241.36
18.1,241.36
18.71,214.89
19.1,214.89
20.1,214.89
21.1,214.89
22.1,214.89
23.1,214.89
24.1,214.89
24.71,236.92
25.1,236.92
26.1,236.92
27.1,236.92
28.1,236.92
29.1,236.92
30.1,236.92
31.1,236.92
32.1,236.92
33.1,236.92
34.1,236.92
34.21,297.18
35.1,297.18
36.1,297.18
36.92,297.18
