d,vs
0.0,66.0
0.1,66.0
0.5,66.0
1.0,125.0
1.1,125.0
1.5,120.0
2.0,114.0
2.1,114.0
2.5,121.0
3.0,118.5
3.1,118.5
3.5,97.5
4.0,124.5
4.1,124.5
4.5,124.5
5.0,146.5
5.1,146.5
5.5,112.5
6.0,131.5
6.1,131.5
6.5,132.5
7.0,145.5
7.1,145.5
7.5,130.5
8.0,128.5
8.1,128.5
8.5,162.5
9.0,208.0
9.1,208.0
9.5,182.0
10.0,180.0
10.1,180.0
10.5,193.0
11.0,192.0
11.1,192.0
11.5,165.0
12.0,186.0
12.1,186.0
12.5,197.0
13.0,214.0
13.1,214.0
13.5,207.0
14.0,178.0
14.1,178.0
14.5,180.0
15.0,260.0
15.1,260.0
15.5,203.0
16.0,196.0
16.1,196.0
16.5,198.0
17.0,256.0
17.1,256.0
17.5,227.0
18.0,223.0
18.1,223.0
18.5,171.0
19.0,176.0
19.1,176.0
19.5,168.0
20.0,168.0
