d,vs
0.0,84.0
0.1,84.0
0.5,86.0
1.0,100.0
1.1,100.0
1.5,114.0
2.0,110.0
2.1,110.0
2.5,114.0
3.0,85.0
3.1,85.0
3.5,103.0
4.0,151.0
4.1,151.0
4.5,157.0
5.0,190.0
5.1,190.0
5.5,181.0
6.0,176.0
6.1,176.0
6.5,195.0
7.0,167.0
7.1,167.0
7.5,185.5
8.0,218.0
8.1,218.0
8.5,200.0
9.0,150.5
9.1,150.5
9.5,163.5
10.0,208.5
10.1,208.5
10.5,215.5
11.0,182.5
11.1,182.5
11.5,202.5
12.0,216.5
12.1,216.5
12.5,257.0
13.0,225.5
13.1,225.5
13.5,227.0
14.0,228.5
14.1,228.5
14.5,207.5
15.0,309.5
15.1,309.5
15.5,308.5
16.0,217.5
16.1,217.5
16.5,218.0
17.0,218.0
17.1,218.0
17.5,247.0
18.0,240.5
18.1,240.5
18.5,251.5
19.0,270.5
19.1,270.5
19.5,274.0
20.0,274.0
