d,vs
0.0,71.0
0.1,71.0
0.5,71.0
1.0,83.0
1.1,83.0
1.5,81.0
2.0,99.0
2.1,99.0
2.5,131.5
3.0,126.5
3.1,126.5
3.5,160.0
4.0,167.5
4.1,167.5
4.5,175.5
5.0,150.5
5.1,150.5
5.5,162.5
6.0,155.5
6.1,155.5
6.5,156.5
7.0,132.5
7.1,132.5
7.5,143.0
8.0,157.5
8.1,157.5
8.5,163.5
9.0,169.0
9.1,169.0
9.5,171.5
10.0,171.0
10.1,171.0
10.5,172.0
11.0,167.0
11.1,167.0
11.5,187.0
12.0,182.0
12.1,182.0
12.5,204.0
13.0,194.0
13.1,194.0
13.5,205.0
14.0,177.0
14.1,177.0
14.5,180.0
15.0,177.0
15.1,177.0
15.5,228.0
16.0,205.0
16.1,205.0
16.5,213.0
17.0,195.0
17.1,195.0
17.5,199.0
18.0,182.0
18.1,182.0
18.5,191.0
19.0,240.0
19.1,240.0
19.5,237.0
20.0,237.0
