Depth,Qc,Fs,u
0.01,1.124,0.018,0.002
0.02,1,0.027,0.002
0.03,1.329,0.035,0.0015
0.04,1.658,0.038,0.001
0.05,1.854,0.045,0
0.06,1.905,0.052,0.003
0.07,1.974,0.053,0
0.08,1.991,0.061,-0.001
0.09,2.068,0.0597,0.019
0.1,2.136,0.0583,0.015
0.11,2.213,0.057,0.02
0.12,2.393,0.057,0.021
0.13,2.452,0.056,0.007
0.14,2.495,0.059,0.002
0.15,2.504,0.061,0.009
0.16,2.478,0.063,0.001
0.17,2.35,0.063,0.001
0.18,2.264,0.06,-0.0077
0.19,2.179,0.059,-0.0163
0.2,2.093,0.059,-0.025
0.21,1.999,0.059,-0.039
0.22,1.888,0.062,-0.04
0.23,1.76,0.068,-0.044
0.24,1.7,0.072,-0.052
0.25,1.632,0.074,-0.061
0.26,1.598,0.072,-0.063
0.27,1.53,0.071,-0.065
0.28,1.504,0.068,-0.065
0.29,1.461,0.066,-0.064
0.3,1.444,0.061,-0.063
0.31,1.384,0.058,-0.054
0.32,1.359,0.057,-0.042
0.33,1.367,0.054,-0.037
0.34,1.333,0.053,-0.015
0.35,1.316,0.052,0.012
0.36,1.316,0.052,0.015
0.37,1.307,0.051,0.015
0.38,1.307,0.052,0.017
0.39,1.333,0.052,0.019
0.4,1.342,0.051,0.02
0.41,1.35,0.051,0.02
0.42,1.384,0.051,0.02
0.43,1.418,0.051,0.02
0.44,1.436,0.052,0.019
0.45,1.47,0.053,0.02
0.46,1.487,0.052,0.02
0.47,1.512,0.054,0.019
0.48,1.512,0.054,0.018
0.49,1.521,0.055,0.022
0.5,1.538,0.056,0.022
0.51,1.547,0.058,0.022
0.52,1.555,0.06,0.023
0.53,1.547,0.061,0.023
0.54,1.547,0.061,0.024
0.55,1.555,0.062,0.023
0.56,1.564,0.064,0.023
0.57,1.572,0.065,0.022
0.58,1.572,0.067,0.02
0.59,1.598,0.068,0.022
0.6,1.641,0.068,0.022
0.61,1.675,0.068,0.024
0.62,1.76,0.069,0.025
0.63,1.863,0.073,0.026
0.64,1.888,0.073,0.028
0.65,1.974,0.074,0.029
0.66,2.025,0.074,0.03
0.67,2.102,0.076,0.031
0.68,2.128,0.079,0.031
0.69,2.153,0.077,0.028
0.7,2.145,0.079,0.028
0.71,2.136,0.079,0.029
0.72,2.085,0.08,0.029
0.73,2.076,0.08,0.029
0.74,2.017,0.079,0.03
0.75,2.017,0.077,0.032
0.76,1.991,0.076,0.033
0.77,1.965,0.078,0.033
0.78,1.965,0.08,0.033
0.79,1.94,0.081,0.034
0.8,1.923,0.082,0.034
0.81,1.897,0.082,0.034
0.82,1.88,0.079,0.034
0.83,1.88,0.082,0.033
0.84,1.863,0.083,0.032
0.85,1.846,0.084,0.031
0.86,1.803,0.085,0.031
0.87,1.794,0.084,0.03
0.88,1.794,0.082,0.03
0.89,1.769,0.081,0.028
0.9,1.76,0.079,0.027
0.91,1.743,0.078,0.027
0.92,1.683,0.077,0.029
0.93,1.675,0.075,0.033
0.94,1.666,0.0687,0.034
0.95,1.649,0.0623,0.034
0.96,1.632,0.056,0.034
0.97,1.632,0.057,0.033
0.98,1.632,0.06,0.036
0.99,1.649,0.06,0.037
1,1.649,0.06,0.038
1.01,1.666,0.06,0.038
1.02,1.683,0.061,0.039
1.03,1.72,0.065,0.0433
1.04,1.757,0.066,0.0477
1.05,1.794,0.067,0.052
1.06,1.803,0.068,0.055
1.07,1.769,0.07,0.061
1.08,1.709,0.072,0.063
1.09,1.692,0.072,0.065
1.1,1.683,0.073,0.067
1.11,1.658,0.075,0.072
1.12,1.624,0.076,0.077
1.13,1.649,0.073,0.078
1.14,1.658,0.073,0.082
1.15,1.649,0.074,0.087
1.16,1.658,0.075,0.089
1.17,1.666,0.077,0.093
1.18,1.675,0.077,0.097
1.19,1.675,0.076,0.102
1.2,1.709,0.074,0.105
1.21,1.709,0.075,0.112
1.22,1.726,0.076,0.117
1.23,1.752,0.076,0.119
1.24,1.76,0.076,0.125
1.25,1.752,0.076,0.133
1.26,1.752,0.076,0.14
1.27,1.786,0.077,0.149
1.28,1.794,0.081,0.153
1.29,1.803,0.083,0.153
1.3,1.837,0.082,0.163
1.31,1.88,0.082,0.163
1.32,1.905,0.083,0.17
1.33,1.948,0.084,0.17
1.34,1.965,0.082,0.166
1.35,1.957,0.083,0.164
1.36,1.965,0.085,0.172
1.37,1.974,0.085,0.18
1.38,1.991,0.09,0.192
1.39,1.991,0.091,0.201
1.4,2.017,0.09,0.225
1.41,2.042,0.089,0.228
1.42,2.085,0.089,0.227
1.43,2.111,0.087,0.218
1.44,2.136,0.087,0.209
1.45,2.162,0.086,0.204
1.46,2.17,0.084,0.214
1.47,2.179,0.083,0.226
1.48,2.179,0.08,0.228
1.49,2.196,0.081,0.255
1.5,2.213,0.08,0.282
1.51,2.23,0.083,0.281
1.52,2.247,0.083,0.292
1.53,2.273,0.081,0.306
1.54,2.299,0.08,0.311
1.55,2.367,0.084,0.356
1.56,2.418,0.09,0.354
1.57,2.529,0.094,0.376
1.58,2.657,0.102,0.391
1.59,2.734,0.112,0.386
1.6,2.845,0.118,0.321
1.61,2.948,0.127,0.289
1.62,3.179,0.133,0.204
1.63,3.298,0.142,0.185
1.64,3.495,0.146,0.199
1.65,3.726,0.148,0.144
1.66,3.802,0.156,0.119
1.67,3.905,0.155,0.173
1.68,3.948,0.168,0.207
1.69,3.922,0.175,0.217
1.7,3.871,0.177,0.257
1.71,3.871,0.182,0.331
1.72,3.777,0.184,0.275
1.73,3.614,0.187,0.231
1.74,3.632,0.187,0.205
1.75,3.726,0.187,0.219
1.76,3.811,0.187,0.271
1.77,3.811,0.186,0.342
1.78,3.828,0.184,0.32
1.79,3.862,0.183,0.408
1.8,3.871,0.185,0.432
1.81,3.879,0.186,0.462
1.82,3.879,0.187,0.35
1.83,3.888,0.186,0.295
1.84,3.939,0.182,0.258
1.85,4.025,0.18,0.26
1.86,4.119,0.178,0.356
1.87,4.153,0.177,0.322
1.88,4.281,0.175,0.366
1.89,4.349,0.175,0.374
1.9,4.443,0.175,0.519
1.91,4.46,0.17,0.487
1.92,4.495,0.164,0.502
1.93,4.529,0.155,0.481
1.94,4.52,0.148,0.452
1.95,4.546,0.143,0.575
1.96,4.529,0.139,0.661
1.97,4.529,0.137,0.77
1.98,4.529,0.1237,0.872
1.99,4.52,0.1103,0.936
2,4.546,0.097,0.985
2.01,4.571,0.1,1.01
2.02,4.623,0.1,1.088
2.03,4.691,0.104,1.112
2.04,4.708,0.104,1.192
2.05,4.725,0.105,1.226
2.06,4.734,0.105,1.319
2.07,4.842,0.109,1.3947
2.08,4.951,0.112,1.4703
2.09,5.059,0.118,1.546
