Depth,Qc,Fs,u
0,0.0908,0,0.0006
0.01,0.4314,0,0.0002
0.02,0.5939,0,0.0005
0.03,0.8803,0.0032,0.0008
0.04,1.3717,0.0064,0.0068
0.05,2.7687,0.0129,-0.0121
0.06,3.9799,0.0258,-0.0178
0.07,4.4674,0.0515,-0.0183
0.08,4.6725,0.0594,-0.0188
0.09,5.5393,0.07,-0.0201
0.09999999,6.0385,0.0872,-0.0201
0.11,9.9662,0.0984,-0.0201
0.12,12.5125,0.1136,-0.0201
0.13,14.0526,0.1465,-0.0201
0.14,15.6933,0.1858,-0.0176
0.15,16.8659,0.2101,-0.0129
0.16,16.6105,0.2688,-0.014
0.17,15.6972,0.3074,-0.0114
0.18,13.6192,0.3769,-0.0087
0.19,12.4041,0.4071,-0.009
0.2,10.9414,0.4889,-0.0085
0.21,10.4113,0.5663,-0.008
0.22,10.3667,0.5917,0.0089
0.23,10.3222,0.6391,0.0138
0.2400001,10.3068,0.6625,0.0165
0.2500001,10.3455,0.6716,0.0085
0.2600001,9.8385,0.6704,0.0028
0.27,9.6257,0.6693,0.0015
0.28,9.0143,0.6655,-0.0144
0.29,8.5809,0.6579,-0.0319
0.3,7.7915,0.6362,-0.0504
0.31,6.9982,0.6099,-0.0535
0.32,6.5919,0.5815,-0.0542
0.33,5.6748,0.5472,-0.0545
0.34,4.9666,0.5237,-0.0541
0.35,4.2623,0.4728,-0.0537
0.36,3.887,0.4467,-0.0497
0.3699999,3.5542,0.4051,-0.0504
0.3799999,3.2446,0.3859,-0.0507
0.3899999,3.0163,0.3656,-0.0508
0.3999999,2.8499,0.3202,-0.0508
0.4099999,2.5287,0.2932,-0.0507
0.4199999,2.3894,0.2515,-0.0503
0.4299999,2.2424,0.2353,-0.0486
0.4399999,1.9599,0.2094,-0.0482
0.4499999,1.8438,0.2006,-0.048
0.4599999,1.7316,0.1821,-0.0478
0.4699998,1.5574,0.1722,-0.0474
0.4799998,1.4955,0.1503,-0.0474
0.4899998,1.3988,0.137,-0.047
0.4999998,1.3524,0.1249,-0.047
0.5099998,1.2982,0.1153,-0.0468
0.5199998,1.244,0.0623,-0.0467
0.5299998,1.1705,0.0613,-0.0463
0.5399998,1.155,0.0593,-0.0461
0.5499998,1.1202,0.0582,-0.0459
0.5599998,1.1233,0.0554,-0.0457
0.5699998,1.1265,0.053,-0.0455
0.5799997,1.1405,0.0513,-0.0453
0.5899997,1.1763,0.0457,-0.0423
0.5999997,1.2479,0.0446,-0.0417
0.6099997,1.2943,0.044,-0.0412
0.6199997,1.3253,0.0438,-0.0404
0.6299997,1.3717,0.0454,-0.0398
0.6399997,1.422,0.0469,-0.0393
0.6499997,1.3872,0.0475,-0.0385
0.6599997,1.3857,0.0482,-0.0383
0.6699997,1.3865,0.0481,-0.0383
0.6799996,1.3872,0.0487,-0.0381
0.6899996,1.3988,0.0525,-0.0379
0.6999996,1.4181,0.0554,-0.0377
0.7099996,1.4607,0.0571,-0.0377
0.7199996,1.4684,0.0586,-0.0377
0.7299996,1.4181,0.0594,-0.0377
0.7399996,1.3756,0.0596,-0.0377
0.7499996,1.3214,0.0596,-0.0376
0.7599996,1.3212,0.0594,-0.0376
0.7699996,1.3213,0.0592,-0.0372
0.7799996,1.3214,0.0593,-0.037
0.7899995,1.3717,0.0584,-0.0366
0.7999995,1.391,0.0548,-0.0362
0.8099995,1.391,0.0548,-0.036
0.8199995,1.3854,0.0537,-0.036
0.8299995,1.3826,0.0519,-0.0358
0.8399995,1.383,0.0501,-0.0355
0.8499995,1.3833,0.0502,-0.0353
0.8599995,1.453,0.05,-0.0347
0.8699995,1.5265,0.0498,-0.0343
0.8799995,1.5458,0.0492,-0.0339
0.8899994,1.5458,0.0481,-0.0338
0.8999994,1.5458,0.0478,-0.0336
0.9099994,1.5458,0.0478,-0.0334
0.9199994,1.5381,0.0471,-0.0332
0.9299994,1.5265,0.0469,-0.0328
0.9399994,1.5156,0.0466,-0.0324
0.9499994,1.5133,0.0468,-0.0321
0.9599994,1.5121,0.0462,-0.0317
0.9699994,1.5116,0.0456,-0.0311
0.9799994,1.521,0.0443,-0.0305
0.9899994,1.5304,0.0408,-0.03
0.9999993,1.5342,0.0392,-0.0294
1.009999,1.5187,0.0381,-0.029
