Depth,Qc,Fs,u
0.01,0.0126,0,-0.0006
0.02,0.0329,0,-0.0004
0.03,0.0288,0.0003,-0.0008
0.04,0.1509,0.0009,-0.0008
0.05,0.2242,0.0017,-0.0008
0.06,0.3097,0.0018,-0.0004
0.07,0.3911,0.0023,-0.0012
0.08,0.5172,0.0033,-0.0049
0.09,0.5946,0.0024,-0.0012
0.1,0.7655,0.0027,-0.001
0.11,0.7452,0.0035,-0.0006
0.12,0.8347,0.006,-0.0004
0.13,0.9324,0.0073,-0.0008
0.14,1.14,0.0109,0
0.15,1.2702,0.0127,-0.002
0.16,1.8074,0.0148,-0.0016
0.17,2.1086,0.019,-0.0028
0.18,2.1045,0.0218,-0.0004
0.19,2.2836,0.0246,-0.0012
0.2,2.4301,0.0303,-0.0006
0.21,2.6174,0.0333,-0.002
0.22,2.6499,0.038,-0.0014
0.23,2.6418,0.0401,-0.0022
0.24,2.6011,0.0427,-0.0006
0.25,2.6092,0.0458,-0.0024
0.26,2.5075,0.0478,-0.0016
0.27,2.4546,0.0516,-0.0016
0.28,2.4261,0.0532,-0.002
0.29,2.3976,0.0548,-0.0028
0.3,2.4342,0.0576,-0.0036
0.31,2.6377,0.058,-0.0042
0.32,2.7354,0.0583,-0.0077
0.33,2.8372,0.057,-0.0102
0.34,2.7965,0.0557,-0.0061
0.35,2.7354,0.053,-0.0008
0.36,2.6092,0.052,-0.0018
0.37,2.5441,0.0503,-0.0012
0.38,2.479,0.0475,-0.001
0.39,2.2836,0.0463,-0.0006
0.4,2.1982,0.0436,-0.0012
0.41,2.0394,0.0474,-0.0012
0.42,1.9702,0.0542,-0.0016
0.43,1.897,0.0609,-0.0016
0.44,1.7179,0.0587,-0.0012
0.45,1.6202,0.0568,-0.0014
0.46,1.5429,0.0545,-0.0014
0.47,1.4289,0.0529,-0.0014
0.48,1.3719,0.0472,-0.002
0.49,1.783,0.0447,-0.0014
0.5,3.1098,0.0408,-0.0018
0.51,4.2332,0.0359,-0.0012
0.52,4.803,0.0368,-0.001
0.53,5.1001,0.0376,-0.0008
0.54,5.2832,0.0339,-0.0006
0.55,5.0553,0.0319,-0.0014
0.56,5.2588,0.0482,-0.0016
0.57,5.1448,0.0506,-0.001
0.58,4.5181,0.0521,-0.0016
0.59,4.2535,0.0554,0.0001
0.6,3.4802,0.0586,-0.001
0.61,2.8026,0.0638,0.0018
0.62,2.1249,0.0643,0.0046
0.63,2.2592,0.0649,-0.0002
0.64,2.1045,0.0654,-0.001
0.65,1.6691,0.0669,-0.0008
0.66,1.5632,0.0649,-0.0006
0.67,1.5795,0.0642,-0.001
0.68,1.2824,0.0632,-0.001
0.69,1.2987,0.057,-0.0004
0.7,1.1562,0.0463,-0.001
0.71,1.1576,0.0484,-0.0013
0.72,1.1589,0.0484,-0.0015
0.73,1.1603,0.0473,-0.0018
0.74,1.1115,0.0436,-0.0012
0.75,1.026,0.0434,0
0.76,0.9649,0.0408,-0.0024
0.77,0.9446,0.0363,0.0003
0.78,0.9405,0.0366,0.0024
0.79,0.8632,0.0339,0.0012
0.8,0.9039,0.0288,0.0006
0.81,0.908,0.0303,0.0008
0.82,1.4859,0.0344,-0.0014
0.83,1.5999,0.0345,-0.0024
0.84,1.6202,0.0353,-0.001
0.85,1.7301,0.0325,0
0.86,1.7382,0.0292,0.0069
0.87,1.7423,0.027,0.0055
0.88,1.6039,0.028,-0.0002
0.89,1.5551,0.0292,-0.0008
0.9,1.3679,0.0313,-0.001
0.91,1.1562,0.0327,-0.0008
0.92,1.1033,0.0343,-0.001
0.93,1.1155,0.0344,-0.001
0.94,0.9161,0.0315,-0.0012
