Depth,Qc,Fs,u
0,0.5959,0,0
0.02,1.6246,0,0.0034
0.04,1.6987,0,0.0018
0.06,1.7706,0.0361,0.0036
0.08,1.9126,0.0422,0.0011
0.1,2.1288,0.0457,0.0008
0.12,2.5435,0.0597,0.0018
0.14,3.1429,0.0697,-0.001
0.16,3.8378,0.0781,0.0011
0.18,4.643,0.0879,0.0005
0.2,5.545,0.0966,-0.0003
0.22,5.6633,0.1078,0.0024
0.24,5.9857,0.1084,0.0009
0.26,6.341,0.1214,0
0.28,6.4967,0.1126,-0.0016
0.3,6.5927,0.1119,0.0001
0.32,6.5741,0.1079,-0.0068
0.34,7.0105,0.1069,-0.0013
0.36,6.5145,0.1075,-0.0011
0.38,6.5482,0.1054,0.0027
0.4,6.2498,0.0941,-0.0013
0.42,6.0261,0.0937,0.003
0.44,5.6523,0.0819,-0.0012
0.46,5.3725,0.0764,-0.0007
0.48,5.1638,0.0711,-0.0009
0.5,5.1463,0.0665,0.0005
0.52,4.9071,0.0564,0.0001
0.54,4.9738,0.0505,0.0009
0.56,4.9377,0.0481,0.0016
0.58,4.9913,0.046,-0.0001
0.6,5.1019,0.0437,0.0008
0.62,5.2623,0.0423,0.0009
0.64,5.3667,0.0402,0.0008
0.66,5.4978,0.0382,0.0011
0.68,5.9094,0.0371,0.0014
0.7,6.3765,0.0374,0.0016
0.72,6.8389,0.0402,0.0014
0.74,7.3343,0.043,0.0005
0.76,7.8696,0.046,-0.0005
0.78,8.5677,0.0486,-0.0007
0.8,9.2377,0.051,-0.0006
0.82,9.7718,0.0538,-0.0005
0.84,10.2689,0.0588,-0.0002
0.86,10.8846,0.0645,0.0002
0.88,11.7629,0.0758,0.0006
0.9,12.8394,0.0891,0.0014
0.92,13.8141,0.1048,0.0021
0.94,14.4573,0.1215,0.0029
0.96,14.7389,0.14,0.0038
0.98,14.6061,0.1525,0.0042
1,13.9651,0.1617,0.005
1.02,12.8072,0.1661,0.0031
1.04,11.4714,0.1642,0.0022
1.06,10.5079,0.1546,-0.0005
1.08,9.6445,0.1464,-0.0005
1.1,8.8366,0.14,-0.0001
1.12,8.6543,0.1368,0.0016
1.14,9.3121,0.1337,0.0115
1.16,10.4697,0.1247,0.0235
1.18,11.2248,0.112,0.0114
1.2,11.3044,0.0993,0.0043
1.22,11.2282,0.0936,0.0014
1.24,11.0946,0.0914,0.0004
1.26,10.9267,0.0877,0.0002
1.28,10.508,0.0847,0.0001
1.3,10.0893,0.0826,0.0001
1.32,9.7097,0.0803,-0.0001
1.34,9.517,0.0801,-0.0002
1.36,9.2611,0.0788,-0.0002
1.38,8.9927,0.0764,-0.0003
1.4,8.7347,0.0736,-0.0003
