Depth,Qc,Fs,u
0,-0.0012,0,0
0.01,0.5773,0,-0.0002
0.02,0.475,0,-0.0002
0.03,1.0063,0,-0.0003
0.04,2.9543,0,-0.0003
0.05,3.5132,0.0025,-0.0003
0.06,2.9819,0.0049,-0.0003
0.07,3.8831,0.0098,-0.0004
0.08,3.6824,0.0197,-0.0003
0.09,3.0213,0.0393,-0.0003
0.09999999,2.3404,0.0468,-0.0003
0.11,2.3335,0.0482,-0.0001
0.12,2.3972,0.0489,0.0002
0.13,2.4608,0.0495,0.0059
0.14,2.7969,0.0501,0.0028
0.15,2.9662,0.0507,0.0037
0.16,3.8398,0.0503,0.0046
0.17,4.501,0.0518,0.0027
0.18,4.8119,0.0534,0.0009
0.19,5.0913,0.0538,-0.0009
0.2,5.7092,0.0542,-0.001
0.21,5.7407,0.0567,-0.0009
0.22,6.1893,0.0622,-0.0009
0.23,7.0787,0.0691,-0.0009
0.2400001,6.9292,0.0717,-0.0009
0.2500001,6.9309,0.0716,-0.0008
0.2600001,6.9326,0.0716,-0.0005
0.27,6.9646,0.0706,-0.0005
0.28,7.2322,0.0685,-0.0007
0.29,6.6852,0.0481,-0.0003
0.3,5.1739,0.0454,0.0001
0.31,2.612,0.0447,0.0011
0.32,2.3198,0.0444,0.0031
0.33,2.1982,0.0491,0.0072
0.34,2.2277,0.0538,0.0049
0.35,2.2572,0.0666,0.0052
0.36,2.3168,0.0792,0.0055
0.3699999,2.4034,0.088,0.0053
0.3799999,2.549,0.0964,0.0133
0.3899999,2.5254,0.1074,0.0117
0.3999999,2.5175,0.1193,0.0055
0.4099999,2.4349,0.1275,-0.0057
0.4199999,2.2971,0.131,-0.0121
0.4299999,2.1869,0.1325,-0.0122
0.4399999,2.1043,0.1332,-0.0121
0.4499999,2.0177,0.1324,-0.012
0.4599999,1.9311,0.1316,-0.0115
0.4699998,2.1633,0.1298,-0.0091
0.4799998,1.7737,0.1239,0.0004
0.4899998,1.7265,0.1149,0.0023
0.4999998,1.6753,0.1102,0.0042
0.5099998,1.6202,0.106,0.0051
0.5199998,1.573,0.1013,0.0047
0.5299998,1.5376,0.0974,0.0049
0.5399998,1.5022,0.0932,0.0051
0.5499998,1.4707,0.0858,0.0059
0.5599998,1.4116,0.0825,0.0059
0.5699998,1.3684,0.0798,0.0061
0.5799997,1.3369,0.0768,0.0063
0.5899997,1.2739,0.075,0.008
