Depth,Qc,Fs,u
0.01,1.712,0.0320,0.0030
0.02,7.001,0.0270,0.0040
0.03,18.319,0.0310,0.0030
0.04,26.257,0.0340,0.0040
0.05,36.200,0.0350,0.0040
0.06,34.705,0.0370,-0.0090
0.07,26.351,0.0370,-0.0050
0.08,23.328,0.0470,0.0080
0.09,23.388,0.0550,0.0130
0.10,25.077,0.0560,0.0040
0.11,28.677,0.0630,0.0140
0.12,29.407,0.0700,0.0070
0.13,30.486,0.0670,0.0010
0.14,28.703,0.0730,0.0080
0.15,26.419,0.0690,0.0070
0.16,25.162,0.0690,0.0030
0.17,21.044,0.0830,0.0040
0.18,18.158,0.0810,-0.0050
0.19,16.909,0.0857,-0.0020
0.20,13.114,0.0903,0.0010
0.21,11.926,0.0950,-0.0030
0.22,11.085,0.0970,-0.0120
0.23,9.404,0.0870,0.0090
0.24,7.774,0.0990,0.0130
0.25,6.789,0.1010,0.0120
0.26,4.828,0.0980,-0.0060
0.27,4.369,0.1020,-0.0010
0.28,3.894,0.1010,0.0000
0.29,3.418,0.0970,0.0010
0.30,2.943,0.1000,0.0020
0.31,2.629,0.1000,0.0130
0.32,2.476,0.0960,0.0180
0.33,1.635,0.0880,0.0210
0.34,1.533,0.0805,0.0150
0.35,1.338,0.0730,0.0230
0.36,1.168,0.0655,0.0260
0.37,1.092,0.0580,0.0280
0.38,1.117,0.0500,0.0330
0.39,1.143,0.0580,0.0330
0.40,1.236,0.0650,0.0340
0.41,1.330,0.0790,0.0350
0.42,1.431,0.0890,0.0350
0.43,2.789,0.1080,0.0383
0.44,4.148,0.1180,0.0415
0.45,5.506,0.1360,0.0448
0.46,6.865,0.1520,0.0480
0.47,7.774,0.1650,0.0610
0.48,8.113,0.1780,0.0430
0.49,8.071,0.2140,0.0300
0.50,7.978,0.2280,0.0260
0.51,7.706,0.2390,0.0220
0.52,6.780,0.2540,0.0180
0.53,6.390,0.2620,0.0130
0.54,6.033,0.2580,0.0120
0.55,5.762,0.2510,0.0120
0.56,5.261,0.2410,0.0080
0.57,4.624,0.2170,-0.0060
0.58,4.420,0.1930,-0.0070
0.59,4.301,0.1690,-0.0080
0.60,4.250,0.1580,-0.0100
0.61,3.970,0.1500,-0.0080
0.62,3.512,0.1430,-0.0130
0.63,3.291,0.1370,-0.0130
0.64,3.011,0.1190,-0.0130
0.65,2.824,0.1110,-0.0150
0.66,2.617,0.1100,-0.0110
0.67,2.411,0.1100,-0.0070
