Depth,Qc,Fs,u,Hegazy Vs,Andrus-H Vs,Andrus-P Vs,Rob Vs,Mc15 Vs,Mc18 Vs
0.0,0.0223,0.0,-0.0006,,,,,,
0.01,0.0029,0.0,-0.0004,,,,,,
0.02,0.0029,0.0,-0.0004,,,,,,
0.03,0.0029,0.0,-0.0004,,,,,,
0.04,0.0029,0.0,-0.0004,,,,,,
0.05,0.0029,0.0,-0.0004,,,,,,
0.06,0.0029,0.0,-0.0004,,,,,,
0.07,0.0029,-0.0001,-0.0004,,,,,,
0.08,0.0029,-0.0001,-0.0004,,,,,,
0.09,0.0036,-0.0001,-0.0004,,,,,,
0.1,0.0044,-0.0001,-0.0004,,,,,,
0.11,0.0058,-0.0001,-0.0004,,,,,,
0.12,0.0087,-0.0001,-0.0004,,,,,,
0.13,0.0145,-0.0001,-0.0004,,,,,,
0.14,0.0145,0.0001,-0.0004,3151.6092130075094,21.184542178912356,25.78987743519765,199.49030885758853,12.932378570171691,47.63479183173423
0.15,0.0377,0.0006,-0.0004,,,,,,
0.16,0.0609,0.0008,-0.0005,5227.655262437592,33.86681558870489,41.22916680364074,293.7729200181162,19.611216639877853,65.2544265219786
0.17,0.0919,0.001,-0.0005,,,,,,
0.18,0.1461,0.0017,-0.0005,3678.7468200408734,44.292449378487674,53.92124272163717,298.05028317853095,24.469239457055714,74.63120787928735
0.19,0.2119,0.0024,-0.0005,,,,,,
0.2,0.3357,0.0022,-0.0004,2848.52745700292,55.465872086274885,67.52367036589986,309.405489656974,29.017649956496903,79.74938318808867
0.21,0.444,0.0027,-0.0006,,,,,,
0.22,0.5872,0.003,-0.0006,1855.1026810500093,64.55740346399884,78.59162160834641,278.20415672465515,33.137335373952304,85.40975449536086
0.23,0.7691,0.0039,-0.0006,,,,,,
0.24,0.9935,0.0047,-0.0006,1216.510098797344,74.49128077686031,90.68503746748212,246.51769212943145,38.00956014687504,92.91909330389026
0.25,1.2296,0.0049,-0.0006,,,,,,
0.26,1.4966,0.0053,-0.0006,804.1194034670934,82.00220596501134,99.82877247914425,217.07681981359258,41.6399824321225,96.6050118188125
0.27,1.7946,0.0057,-0.0007,,,,,,
0.28,2.077,0.0062,-0.0007,606.4784166600447,88.5578523372003,107.80955936702647,200.70997067240685,45.14473639270003,100.70491959546791
0.29,2.6033,0.0059,-0.0007,,,,,,
0.3,2.8123,0.0066,-0.0007,462.7398165003613,94.30354249931362,114.80431260786007,186.01371052002236,48.32196157036332,103.54644680140525
0.31,2.9787,0.0062,-0.0006,,,,,,
0.32,3.2418,0.0065,-0.0007,395.4583685025236,97.15435029280792,118.27486122602704,178.33544221054277,50.150416127103874,105.15289994048261
0.33,3.3966,0.0067,-0.0007,,,,,,
0.34,3.6017,0.0068,-0.0007,358.9697314009627,99.70664563681666,121.38200338395072,174.66706389438133,51.97617151359255,107.49004280655676
0.35,4.0041,0.0068,-0.0008,,,,,,
0.36,4.2092,0.007,-0.0008,316.75770738788617,102.89287607373141,125.26089261149913,169.66813788004717,54.137449600863654,109.59383138265504
0.37,4.3563,0.0066,-0.0008,,,,,,
0.38,4.6388,0.0063,-0.0008,282.017797395614,104.53430402947488,127.25915273153466,164.52038800402772,55.24657279433283,109.67071593739001
0.39,4.8322,0.0055,-0.0008,,,,,,
0.4,5.0954,0.0048,-0.0008,248.6499395118431,105.68492130511014,128.6599041975254,158.7461745495602,55.535053683139054,107.31870250575744
0.41,5.5365,0.0047,-0.0008,,,,,,
0.42,5.6333,0.0046,-0.0008,232.25665467192533,107.82472786189662,131.26488609274372,156.91091363938807,56.911480103656324,108.13243661119213
0.43,5.8422,0.0046,-0.0008,,,,,,
0.44,6.1131,0.0046,-0.0008,221.19235592633322,109.76576343757068,133.6278859239991,156.0394807978436,58.334868489385656,109.4788270559898
0.45,6.5078,0.0054,-0.0006,,,,,,
0.46,6.6355,0.006,-0.0005,216.87566147979024,112.21779658149889,136.61296975138995,157.0194439514206,61.09432348549149,114.6777106546014
0.47,6.8677,0.0065,-0.0002,,,,,,
0.48,6.9528,0.0062,-0.0006,210.7363706644204,113.59599719145949,138.29077918960286,156.87985448696008,62.40830672075985,116.45461130242148
0.49,7.038,0.0066,-0.0005,,,,,,
0.5,7.2237,0.0075,-0.0005,210.92358436559707,115.37678473719805,140.4586944626759,158.49887259126442,64.47969374840423,120.64572915385261
0.51,7.2431,0.007,-0.0005,,,,,,
0.52,7.3553,0.0078,-0.0004,208.22797259199237,116.3508421905472,141.64450353631835,158.8939195341937,65.56937753972056,122.48805615621868
0.53,7.541,0.008,-0.0005,,,,,,
0.54,7.7113,0.008,-0.0005,202.78991890915432,117.64432037574718,143.2191726313444,158.7815238741197,66.85380518086366,124.11429913386353
0.55,7.7848,0.0081,-0.0006,,,,,,
0.56,7.7461,0.0083,-0.0006,201.6461088319053,118.39986511602478,144.13896622820408,159.36368282216054,67.78374232841482,125.86665573446732
0.57,7.8119,0.0085,-0.0006,,,,,,
0.58,7.8699,0.0086,-0.0006,199.70492972247413,119.2922916970232,145.22539858768042,159.8118476134647,68.80717753477025,127.59157799523729
0.59,7.9048,0.0087,-0.0006,,,,,,
0.6,7.8196,0.0088,-0.0006,199.21533379408157,119.82403224598049,145.87273490815016,160.3646922393343,69.52716254503925,129.0697101349605
0.61,7.7809,0.0088,-0.0005,,,,,,
0.62,7.719,0.0088,-0.0005,198.38674835585797,120.14187393690595,146.25967261884202,160.66958589098428,70.03313445224875,130.13243370596336
0.63,7.6068,0.009,-0.0005,,,,,,
0.64,7.5023,0.0095,-0.0004,202.2781624437224,120.66102780969864,146.89168602919835,162.25365886580224,70.81331285724934,132.46580903143575
0.65,7.4365,0.0094,-0.0004,,,,,,
0.66,7.4946,0.0101,-0.0003,203.59174143236308,121.48095788590054,147.8898617741398,163.38038351876193,71.77504759793547,134.5672224160249
0.67,7.3785,0.0101,-0.0003,,,,,,
0.68,7.2895,0.0101,-0.0002,204.1564606047744,121.5701313087886,147.99842072374264,163.819011601148,72.08459277735159,135.55959173243042
0.69,7.2856,0.0103,-0.0003,,,,,,
