Depth,Qc,Fs,u
0,0,0,0
0.01,0.0413,0.0173,0
0.02,0.0827,0.0197,0.0002
0.03,0.0579,0.0234,0.0011
0.04,0.0413,0.0304,0
0.05,0.1282,0.0361,0
0.06,0.1488,0.0439,-0.0004
0.07,0.2439,0.0428,0
0.08,0.3556,0.0399,0.0036
0.09,0.4176,0.0406,0.0247
0.1,0.4713,0.0434,0.0331
0.11,0.5003,0.0432,0.0196
0.12,0.3887,0.0463,0.0106
0.13,0.3556,0.0483,0.0146
0.14,0.5292,0.0507,0.026
0.15,0.7484,0.0519,0.0323
0.16,1.0998,0.0569,0.019
0.17,1.2983,0.0651,-0.0076
0.18,1.4554,0.062,-0.0496
0.19,1.5009,0.0541,-0.0558
0.2,1.4761,0.0393,-0.05
0.21,1.4471,0.0359,-0.0452
0.22,1.3975,0.0371,-0.042
0.23,1.2652,0.0409,0.0013
0.24,1.2445,0.0443,-0.0304
0.25,1.1908,0.0426,-0.0321
0.26,1.1122,0.0434,-0.0315
0.27,1.0626,0.0564,-0.0298
0.28,0.9799,0.0631,-0.0277
0.29,0.9262,0.0634,-0.0251
0.3,0.8931,0.0711,-0.0205
0.31,0.8641,0.0749,-0.0194
0.32,1.0254,0.0764,-0.0125
0.33,2.1955,0.0844,-0.0091
0.34,3.0141,0.0869,-0.0082
0.35,4.0065,0.0869,-0.0008
0.36,3.9982,0.0862,-0.0034
0.37,3.5351,0.0904,-0.0028
0.38,3.3036,0.0902,-0.0013
0.39,2.8074,0.0928,-0.0006
0.4,2.6875,0.0913,-0.0008
0.41,2.6048,0.0796,0.0004
0.42,1.8689,0.0786,0.0023
0.43,1.6621,0.0757,0.0055
0.44,1.658,0.0725,0.007
0.45,1.6166,0.0663,0.0097
0.46,1.5257,0.0615,0.0144
0.47,1.4719,0.0529,0.0148
0.48,1.2776,0.0483,-0.0365
0.49,1.1536,0.0448,-0.0401
0.5,1.0585,0.0422,-0.0405
0.51,0.922,0.0357,-0.0448
0.52,0.8435,0.0317,-0.0467
0.53,0.7484,0.028,-0.0509
0.54,0.707,0.0251,-0.0511
0.55,0.6202,0.0214,-0.0467
0.56,0.5706,0.0188,-0.0414
0.57,0.5086,0.0164,-0.0395
0.58,0.4838,0.0154,-0.0389
0.59,0.4589,0.0136,-0.0376
0.6,0.4424,0.0126,-0.0372
0.61,0.4259,0.0118,-0.0359
0.62,0.43,0.0107,-0.0353
0.63,0.4341,0.0092,-0.034
0.64,0.4383,0.0078,-0.0329
0.65,0.4341,0.0068,-0.0321
0.66,0.43,0.0062,-0.0315
0.67,0.43,0.006,-0.0306
0.68,0.43,0.0055,-0.0304
0.69,0.4052,0.0052,-0.03
0.7,0.3845,0.0047,-0.0296
0.71,0.339,0.0042,-0.0291
0.72,0.3018,0.0039,-0.0289
0.73,0.2605,0.0033,-0.0285
0.74,0.2357,0.0033,-0.0283
0.75,0.2026,0.003,-0.0281
0.76,0.1819,0.0027,-0.0281
0.77,0.1571,0.003,-0.0281
0.78,0.1447,0.003,-0.0279
0.79,0.1282,0.0035,-0.0277
0.8,0.1199,0.0035,-0.0275
0.81,0.1158,0.0033,-0.0275
0.82,0.1116,0.0033,-0.0275
0.83,0.0827,0.0033,-0.0008
0.84,0.0744,0.0033,-0.0032
0.85,0.0662,0.0033,-0.0034
0.86,0.0662,0.0035,-0.0038
0.87,0.0786,0.0029,-0.0034
0.88,0.0827,0.0029,-0.003
