Depth,Qc,Fs,u
0,0.1014,0,0
0.02,0.8973,0,-0.0003
0.04,1.6686,0,-0.0026
0.06,2.3465,0,-0.0032
0.08,2.4955,0.0651,-0.005
0.1,2.6445,0.0716,-0.0068
0.12,2.7372,0.0723,-0.037
0.14,2.7415,0.0659,-0.0379
0.16,2.8052,0.0612,-0.0392
0.18,2.8362,0.0582,-0.0428
0.2,2.837,0.0558,-0.0419
0.22,2.8217,0.0546,-0.042
0.24,2.7645,0.0557,-0.0446
0.26,2.664,0.0578,-0.0453
0.28,2.5499,0.0589,-0.0473
0.3,2.4208,0.0596,-0.0472
0.32,2.3002,0.0598,-0.0459
0.34,2.188,0.0594,-0.0442
0.36,2.0963,0.0585,-0.0418
0.38,2.0197,0.0566,-0.0396
0.4,1.9338,0.0517,-0.0375
0.42,1.8489,0.0446,-0.0354
0.44,1.798,0.0374,-0.0334
0.46,1.7809,0.0375,-0.0324
0.48,1.766,0.0394,-0.0319
0.5,1.6961,0.0392,-0.0288
0.52,1.5562,0.039,-0.0236
0.54,1.4163,0.0394,-0.0184
0.56,1.2659,0.0434,-0.0135
0.58,1.1697,0.0463,-0.0082
0.6,1.231,0.048,0.0001
0.62,1.4106,0.05,0.0047
0.64,1.649,0.0533,-0.0043
0.66,1.8094,0.0586,-0.0121
0.68,1.9031,0.0634,-0.0162
0.7,2.02,0.0661,-0.0157
0.72,2.1023,0.0687,-0.0175
0.74,2.1589,0.0713,-0.0207
0.76,2.1881,0.0753,-0.0215
0.78,2.1882,0.0767,-0.0221
0.8,2.2096,0.0788,-0.026
0.82,2.1899,0.0815,-0.034
0.84,2.1432,0.083,-0.0382
0.86,2.1222,0.0819,-0.0387
0.88,2.1156,0.0824,-0.0387
0.9,2.0917,0.0833,-0.0385
0.92,2.0997,0.0851,-0.0378
0.94,2.2488,0.0866,-0.0352
0.96,2.4454,0.0921,-0.0309
0.98,2.7565,0.1009,-0.0324
1,3.0425,0.1112,-0.0432
1.02,3.2444,0.1192,-0.0613
1.04,3.289,0.1241,-0.0723
1.06,3.2363,0.1243,-0.0764
1.08,3.1376,0.1212,-0.0784
1.1,3.0422,0.1186,-0.0785
1.12,2.9795,0.1127,-0.0782
1.14,2.8655,0.1071,-0.0785
1.16,2.6868,0.0978,-0.0787
1.18,2.5053,0.0807,-0.0792
1.2,2.3247,0.0635,-0.0795
1.22,2.2482,0.0539,-0.0793
1.24,2.2224,0.0528,-0.0792
1.26,2.1511,0.0557,-0.078
1.28,2.0803,0.058,-0.074
1.3,2.0129,0.056,-0.0699
1.32,1.9401,0.0502,-0.0691
1.34,1.8542,0.0412,-0.0706
1.36,1.892,0.0344,-0.0709
1.38,1.9527,0.0259,-0.071
1.4,1.9488,0.0186,-0.0707
1.42,1.8587,0.0103,-0.0706
1.44,1.7593,0.0061,-0.0702
