Depth,Qc,Fs,u
0.02,1.061,0.0003,0.0467
0.04,2.063,0.0009,0.0029
0.06,2.307,0.0021,-0.0034
0.08,2.319,0.0088,-0.0033
0.1,2.223,0.0088,-0.0033
0.12,2.171,0.0149,-0.0057
0.14,2.115,0.0149,-0.0057
0.16,2.087,0.0193,-0.0048
0.18,2.109,0.0193,-0.0048
0.2,2.152,0.0138,-0.0056
0.22,2.152,0.0138,-0.0058
0.24,2.271,0.0131,-0.0058
0.26,2.271,0.0133,-0.0043
0.28,2.462,0.0127,-0.0042
0.3,2.788,0.012,-0.0034
0.32,3.029,0.013,-0.0034
0.34,3.242,0.0181,-0.0033
0.36,3.378,0.0181,-0.0033
0.38,3.554,0.0238,-0.0037
0.4,3.661,0.0238,-0.0037
0.42,3.922,0.0306,-0.0042
0.44,4.085,0.0306,-0.0042
0.46,4.394,0.0361,-0.0052
0.48,4.394,0.0361,-0.0052
0.5,4.364,0.0375,-0.0052
0.52,4.364,0.0407,-0.0055
0.54,4.23,0.0422,-0.0058
0.56,4.23,0.0445,-0.0062
0.58,4.111,0.0459,-0.0066
0.6,4.111,0.0469,-0.0074
0.62,4.125,0.0458,-0.0071
0.64,4.286,0.0433,-0.0066
0.66,4.449,0.0433,-0.0066
0.68,4.819,0.0395,-0.0042
0.7,5.077,0.0395,-0.0042
0.72,5.776,0.0408,-0.004
0.74,5.776,0.0408,-0.0033
0.76,6.887,0.0436,-0.0022
0.78,6.887,0.0505,-0.0009
0.8,8.013,0.055,-0.0014
0.82,8.013,0.063,-0.0013
0.84,8.922,0.068,-0.0013
0.86,8.922,0.0785,-0.0022
0.88,9.146,0.0833,-0.0018
0.9,9.454,0.0912,-0.002
0.92,9.629,0.0964,-0.0017
0.94,9.936,0.1029,-0.0012
0.96,10.079,0.1029,-0.0012
0.98,10.217,0.1174,-0.0024
1,10.217,0.1174,-0.0031
1.02,10.027,0.1199,-0.0029
1.04,10.027,0.1254,-0.0033
1.06,9.546,0.1284,-0.0037
1.08,9.546,0.1339,-0.0039
1.1,9.365,0.1349,-0.0039
1.12,9.365,0.1334,-0.0048
1.14,9.336,0.1331,-0.0043
1.16,9.351,0.1436,-0.005
1.18,8.97,0.1308,-0.0086
1.2,8.889,0.1194,-0.0047
1.22,8.808,0.1194,-0.0047
1.24,8.93,0.1192,-0.0051
1.26,8.93,0.1192,-0.0041
1.28,8.835,0.1166,-0.0036
1.3,8.835,0.1152,-0.0038
1.32,8.846,0.1156,-0.0042
1.34,8.805,0.1106,-0.0045
1.36,8.914,0.1107,-0.004
1.38,9.254,0.1154,-0.0069
1.4,9.292,0.1154,-0.0069
1.42,9.578,0.1257,-0.0079
1.44,9.617,0.1257,-0.0079
1.46,9.898,0.1366,-0.0073
1.48,10.081,0.1366,-0.0073
1.5,10.571,0.1348,-0.0072
1.52,10.571,0.1348,-0.0072
1.54,10.688,0.1332,-0.0066
1.56,10.7,0.1266,-0.0067
1.58,10.801,0.1247,-0.0066
1.6,10.8,0.1213,-0.0071
1.62,10.716,0.1215,-0.0077
1.64,10.373,0.1217,-0.0092
1.66,10.145,0.1217,-0.0092
1.68,9.806,0.121,-0.0092
1.7,9.674,0.1275,-0.0099
1.72,9.626,0.1345,-0.0099
1.74,9.492,0.1358,-0.0102
1.76,8.944,0.1367,-0.0109
1.78,8.944,0.1346,-0.0123
1.8,8.736,0.1336,-0.0124
