Depth,Qc,Fs,u
0,0.1747,0,0
0.02,0.6462,0,0.003
0.04,0.8211,0,0.0006
0.06,0.9944,0.0522,-0.0015
0.08,1.0787,0.0549,-0.0025
0.1,1.1224,0.0555,-0.0041
0.12,1.2158,0.0567,-0.0028
0.14,1.3521,0.0592,-0.002
0.16,1.4815,0.0595,-0.0031
0.18,1.5859,0.06,-0.0049
0.2,1.601,0.063,-0.0016
0.22,1.585,0.0661,-0.0013
0.24,1.59,0.067,-0.0005
0.26,1.608,0.0672,-0.0022
0.28,1.6653,0.0674,-0.0021
0.3,1.7318,0.077,-0.002
0.32,1.8294,0.0898,-0.0022
0.34,1.97,0.1058,-0.0017
0.36,2.1839,0.1231,-0.0006
0.38,2.3978,0.1482,0.0005
0.4,2.7419,0.1716,-0.0049
0.42,3.1548,0.1922,-0.0099
0.44,3.5815,0.2094,-0.0061
0.46,3.908,0.2235,-0.0015
0.48,4.1329,0.2362,-0.0027
0.5,4.3077,0.2445,-0.0036
0.52,4.437,0.2427,-0.0066
0.54,4.4944,0.2286,-0.0148
0.56,4.4596,0.2087,-0.0243
0.58,4.3162,0.1849,-0.0191
0.6,4.0437,0.1608,-0.0239
0.62,3.6636,0.1373,-0.0128
0.64,3.3045,0.1112,-0.0038
0.66,3.0163,0.088,-0.0054
0.68,2.789,0.0713,-0.0056
0.7,2.5923,0.0621,-0.0053
0.72,2.4659,0.0572,-0.0045
0.74,2.4992,0.0518,-0.0055
0.76,2.5826,0.0456,-0.0048
0.78,2.672,0.041,-0.0026
0.8,2.752,0.0398,-0.0012
0.82,2.8518,0.046,-0.0001
0.84,2.9963,0.0531,0.0002
0.86,3.0839,0.0587,0.0002
0.88,3.0422,0.0648,0.0002
0.9,2.8452,0.0721,0.0003
0.92,2.6073,0.0843,0.0018
0.94,2.5062,0.0985,0.004
0.96,2.6332,0.1151,0.0057
0.98,2.8569,0.1334,0.0074
1,3.1441,0.1521,0.0093
1.02,3.3914,0.1681,0.0071
1.04,3.5635,0.1825,0.0037
1.06,3.6387,0.1856,-0.0027
1.08,3.6427,0.1714,-0.0049
1.1,3.5642,0.1639,-0.0078
1.12,3.4057,0.1761,-0.0088
1.14,3.2071,0.1798,-0.0088
1.16,3.0427,0.1767,-0.0088
1.18,2.966,0.1725,-0.0079
1.2,2.8894,0.1776,-0.0056
1.22,2.8755,0.1837,0.002
1.24,2.9365,0.1893,0.0024
1.26,3.0207,0.1955,0
1.28,3.0411,0.1993,-0.0036
1.3,3.0354,0.202,-0.0051
1.32,2.9613,0.2008,-0.0055
1.34,2.8657,0.1943,-0.0031
1.36,2.7691,0.1862,-0.0017
1.38,2.6568,0.1809,-0.0021
1.4,2.5615,0.1754,-0.0013
1.42,2.495,0.171,-0.0018
1.44,2.4699,0.1671,-0.0026
1.46,2.4497,0.1647,-0.0026
1.48,2.3924,0.1639,-0.0019
1.5,2.3385,0.1615,-0.0016
1.52,2.38,0.1542,0
1.54,2.3662,0.1483,-0.0009
1.56,2.3291,0.1474,-0.0024
1.58,2.2584,0.1458,0
1.6,2.1953,0.1422,0.0034
1.62,2.1167,0.1371,0.0015
1.64,2.0235,0.1317,-0.0066
1.66,1.8847,0.1243,-0.0055
1.68,1.7702,0.1186,-0.0032
1.7,1.6899,0.1158,0.0011
1.72,1.6572,0.1104,0.0019
1.74,1.6641,0.1078,0.002
1.76,1.6826,0.1077,0.0019
1.78,1.6461,0.1032,0.0011
1.8,1.5766,0.0986,0.0001
1.82,1.5456,0.0945,0
1.84,1.5193,0.0918,0.0002
1.86,1.4633,0.0882,0.0011
1.88,1.3911,0.0844,0.0014
1.9,1.3686,0.0841,0.0018
1.92,1.3571,0.0844,0.0012
1.94,1.3478,0.0837,0.0011
1.96,1.356,0.0866,0.0012
1.98,1.3607,0.0852,0.0001
2,1.3634,0.0857,-0.0012
2.02,1.3481,0.0803,-0.0022
2.04,1.3547,0.0733,-0.0029
2.06,1.3749,0.0745,-0.0028
2.08,1.4592,0.0717,-0.0023
2.1,1.6064,0.0631,-0.0015
2.12,1.6921,0.0581,-0.0034
2.14,1.7845,0.0511,-0.0079
2.16,1.9893,0.0436,-0.0091
2.18,2.3008,0.0362,-0.0089
2.2,2.5389,0.0399,-0.0085
2.22,2.6372,0.044,-0.0098
2.24,2.7404,0.0428,-0.0207
2.26,2.9228,0.0372,-0.0331
2.28,3.1051,0.0302,-0.0456
2.3,3.2563,0.0194,-0.0495
2.32,3.4909,0.0105,-0.0504
2.34,3.5754,0.0078,-0.0512
2.36,3.5517,0.0099,-0.0526
2.38,3.4335,0.0118,-0.0533
2.4,3.2016,0.0129,-0.0533
2.42,3.0382,0.0139,-0.0531
2.44,3.025,0.0154,-0.0527
2.46,3.2084,0.017,-0.0521
2.48,3.5224,0.0181,-0.0515
2.5,3.9116,0.0196,-0.051
2.52,4.417,0.0211,-0.0505
2.54,4.9201,0.0231,-0.0499
2.56,5.2476,0.025,-0.0494
2.58,5.4136,0.0264,-0.0488
2.6,5.3918,0.0274,-0.0482
2.62,5.2927,0.0281,-0.0475
2.64,5.1635,0.0289,-0.0469
2.66,5.0603,0.0296,-0.0461
2.68,4.9732,0.0282,-0.0454
2.7,4.9276,0.0281,-0.0446
2.72,4.882,0.0289,-0.0438
2.74,4.8716,0.0284,-0.0429
2.76,4.9368,0.025,-0.0423
2.78,5.0839,0.0207,-0.042
2.8,5.3201,0.0197,-0.0422
2.82,5.4613,0.0196,-0.0477
2.84,5.3834,0.02,-0.0555
2.86,5.239,0.0215,-0.057
2.88,5.0401,0.0234,-0.0572
2.9,4.8491,0.0246,-0.0569
2.92,4.7603,0.0248,-0.0565
2.94,4.7931,0.0228,-0.0561
2.96,4.9823,0.0211,-0.0557
2.98,5.1918,0.0179,-0.0563
3,5.2781,0.0153,-0.0601
3.02,5.2642,0.0162,-0.064
3.04,5.231,0.0175,-0.0649
3.06,5.1051,0.0181,-0.0657
3.08,4.8322,0.0188,-0.0616
3.1,4.3313,0.0203,-0.0463
3.12,3.886,0.0204,-0.025
3.14,3.5329,0.0195,-0.0122
3.16,3.1129,0.0234,-0.0032
3.18,2.562,0.028,-0.0025
3.2,1.9525,0.0309,-0.0024
3.22,1.5185,0.0303,-0.0019
3.24,1.2337,0.0274,-0.0007
3.26,0.9827,0.0259,0.0086
3.28,0.8801,0.0241,0.0217
3.3,0.7774,0.0213,0.0321
3.32,0.7203,0.0179,0.0349
3.34,0.701,0.0148,0.0371
3.36,0.6735,0.0134,0.0391
3.38,0.6649,0.0123,0.0411
3.4,0.6471,0.0127,0.0432
3.42,0.6258,0.0133,0.0451
3.44,0.6106,0.0116,0.0471
3.46,0.6024,0.013,0.049
3.48,0.6096,0.0176,0.0509
3.5,0.6364,0.0187,0.0526
3.52,0.6562,0.0179,0.0547
3.54,0.786,0.0226,0.0574
3.56,1.5499,0.027,0.0606
3.58,3.1209,0.0309,0.0532
3.6,4.218,0.0356,-0.0341
3.62,4.2079,0.0363,-0.048
3.64,4.0887,0.0283,-0.0479
3.66,3.9499,0.0292,-0.0491
3.68,3.8377,0.038,-0.0547
3.7,3.6519,0.0431,-0.0625
3.72,3.2107,0.0393,-0.0586
3.74,2.6372,0.0367,-0.004
3.76,2.1135,0.0371,0.0006
3.78,1.6862,0.0376,-0.0008
3.8,1.5426,0.0338,0.0006
3.82,1.7241,0.035,0.0025
3.84,2.6251,0.0423,0.0042
3.86,3.9984,0.0503,0.003
3.88,5.2357,0.0583,-0.0323
3.9,5.533,0.0646,-0.066
3.92,5.417,0.0656,-0.0726
3.94,5.4433,0.0517,-0.0753
3.96,5.5804,0.0337,-0.0779
3.98,5.5768,0.0221,-0.0794
4,5.4506,0.0179,-0.0798
4.02,5.2643,0.0238,-0.0797
4.04,4.9712,0.0284,-0.0797
4.06,4.63,0.0297,-0.0795
4.08,4.3936,0.0311,-0.0793
4.1,4.3584,0.0271,-0.0791
4.12,5.0746,0.0234,-0.0788
4.14,5.9922,0.0244,-0.0791
4.16,6.5041,0.024,-0.0794
4.18,7.0484,0.023,-0.0793
4.2,7.636,0.0242,-0.0792
4.22,8.2256,0.0281,-0.0791
4.24,8.7421,0.0337,-0.0792
4.26,8.888,0.0389,-0.0719
4.28,8.8042,0.0425,-0.0627
4.3,8.7113,0.0455,-0.058
4.32,8.5889,0.0493,-0.0576
4.34,8.4816,0.0534,-0.0571
4.36,8.3716,0.0558,-0.0565
4.38,8.2471,0.0564,-0.0559
4.4,8.0469,0.0562,-0.0555
4.42,7.7784,0.0554,-0.0549
4.44,7.4386,0.0549,-0.0544
4.46,7.0716,0.0536,-0.0539
4.48,6.5873,0.0521,-0.0534
4.5,6.0629,0.0509,-0.0529
4.52,5.3509,0.0501,-0.0523
4.54,4.7183,0.0497,-0.0518
4.56,4.1289,0.0484,-0.0512
4.58,3.5595,0.0448,-0.0506
4.6,3.0882,0.0424,-0.0498
4.62,2.6851,0.0408,-0.0491
4.64,2.3041,0.0377,-0.0481
4.66,1.9908,0.0325,-0.0472
4.68,1.6748,0.0266,-0.0461
4.7,1.431,0.0219,-0.0445
4.72,1.2124,0.0189,-0.0427
4.74,0.9989,0.0177,-0.041
4.76,0.8178,0.0169,-0.0385
4.78,0.7095,0.0166,-0.0356
4.8,0.7,0.0149,-0.0327
4.82,0.739,0.0124,-0.0302
4.84,0.8052,0.0108,-0.028
4.86,0.9034,0.0109,-0.0261
4.88,0.9162,0.0121,-0.0247
4.9,0.8531,0.0146,-0.023
4.92,0.7734,0.0203,-0.0209
4.94,0.7663,0.0253,-0.0175
4.96,0.8399,0.0273,-0.0144
4.98,1.0775,0.0206,-0.0111
5,1.5403,0.0198,-0.008
5.02,2.7361,0.0225,-0.0059
5.04,4.1033,0.0263,-0.0191
5.06,4.9365,0.0292,-0.0263
5.08,5.4343,0.0321,0.036
5.1,5.71,0.0347,0.0441
5.12,5.9225,0.0371,0.044
5.14,6.0454,0.0375,0.0397
5.16,6.1158,0.0367,0.0364
5.18,6.1528,0.0365,0.035
5.2,6.025,0.0379,0.0343
5.22,5.7724,0.0399,0.0324
5.24,5.4285,0.0423,0.0328
5.26,5.0894,0.0441,0.0333
5.28,4.7502,0.044,0.0338
5.3,4.3677,0.0416,0.0347
5.32,3.9666,0.0406,0.036
5.34,3.6188,0.0389,0.0285
5.36,3.3087,0.032,0.002
5.38,2.8829,0.0227,-0.0072
5.4,2.5618,0.0233,-0.0091
5.42,2.2042,0.0315,-0.0108
5.44,1.875,0.0367,-0.0138
5.46,1.5266,0.0379,-0.0131
5.48,1.3078,0.038,-0.011
5.5,1.4844,0.03,-0.0082
5.52,1.9369,0.0216,-0.0065
5.54,2.4388,0.0221,-0.012
5.56,2.523,0.0248,-0.0206
5.58,2.3177,0.0237,-0.024
5.6,2.0117,0.0317,-0.0237
5.62,1.8084,0.0376,-0.0227
