Depth,Qc,Fs,u
0.3,0.093,0.0006,0.001
0.32,1.461,0.0054,0.0015
0.34,2.175,0.0153,0.0373
0.36,2.474,0.0153,0.0373
0.38,2.878,0.0153,0.004
0.4,2.878,0.0203,-0.0277
0.42,2.985,0.0236,-0.0236
0.44,2.93,0.0307,-0.0206
0.46,2.881,0.0352,-0.02
0.48,2.788,0.0409,-0.0182
0.5,2.77,0.0453,-0.017
0.52,2.721,0.0535,-0.0163
0.54,2.731,0.0535,-0.0163
0.56,2.809,0.057,-0.0145
0.58,2.906,0.057,-0.0145
0.6,3.127,0.0563,-0.0142
0.62,3.268,0.0552,-0.0129
0.64,3.449,0.0544,-0.0121
0.66,3.449,0.0534,-0.0116
0.68,3.555,0.0532,-0.0107
0.7,3.791,0.0508,-0.0101
0.72,4.008,0.0491,-0.0097
0.74,4.423,0.0495,-0.0094
0.76,4.751,0.0518,-0.0092
0.78,5.091,0.0576,-0.0081
0.8,5.101,0.0576,-0.0081
0.82,5.026,0.0646,-0.0076
0.84,4.924,0.0646,-0.0076
0.86,4.814,0.0671,-0.0074
0.88,4.813,0.0719,-0.0074
0.9,4.91,0.074,-0.0076
0.92,4.91,0.0765,-0.0076
0.94,5.031,0.0774,-0.007
0.96,5.164,0.0775,-0.0067
0.98,5.21,0.0767,-0.0067
1,5.274,0.0759,-0.0064
1.02,5.263,0.0769,-0.0065
1.04,5.27,0.079,-0.0064
1.06,5.242,0.079,-0.0064
1.08,5.216,0.0787,-0.005
1.1,5.189,0.0787,-0.005
1.12,5.163,0.08,-0.0047
1.14,5.131,0.08,-0.0047
1.16,5.023,0.0865,-0.0052
1.18,4.909,0.0831,-0.0086
1.2,4.795,0.0771,-0.0046
1.22,4.838,0.0765,-0.0037
1.24,4.853,0.0765,-0.0035
1.26,4.946,0.0772,-0.0035
1.28,4.992,0.0781,-0.0029
1.3,5.116,0.0807,-0.0025
1.32,5.125,0.0834,-0.0025
1.34,5.106,0.0847,-0.0019
1.36,5.078,0.0854,-0.0018
1.38,5.083,0.0857,-0.0021
1.4,5.099,0.0857,-0.0021
1.42,5.173,0.0871,-0.0009
1.44,5.28,0.0871,-0.0009
1.46,5.533,0.089,-0.0002
1.48,5.61,0.089,-0.0002
1.5,5.367,0.0932,-0.0004
1.52,5.367,0.0932,-0.0009
1.54,4.783,0.0933,-0.0009
1.56,4.783,0.0916,-0.001
1.58,4.543,0.0904,-0.001
1.6,4.543,0.0882,-0.001
1.62,4.518,0.0867,-0.0008
1.64,4.468,0.0853,-0.0015
1.66,4.375,0.0853,-0.0015
1.68,4.21,0.0864,-0.0013
1.7,4.104,0.0864,-0.0013
1.72,4.056,0.0797,-0.001
1.74,4.118,0.0797,-0.001
1.76,4.52,0.0717,-0.0012
1.78,4.52,0.0717,-0.0009
1.8,5.283,0.0701,-0.0002
1.82,5.283,0.0716,0.001
1.84,6.232,0.0745,0.0019
1.86,6.232,0.077,0.0043
1.88,6.522,0.0789,0.0057
1.9,6.522,0.0804,0.0057
1.92,6.368,0.0804,0.0057
1.94,6.099,0.0982,0.0076
1.96,6.006,0.0982,0.0076
1.98,6.293,0.11,0.0088
2,6.665,0.11,0.0088
2.02,7.499,0.1111,0.0098
2.04,7.499,0.1111,0.0122
2.06,9.364,0.1094,0.0145
2.08,9.364,0.1087,0.0194
2.1,11.877,0.1114,0.0262
2.12,11.877,0.1217,0.0253
2.14,9.685,0.1305,0.0185
2.16,9.685,0.1533,0.0045
2.18,8.261,0.171,-0.0008
2.2,6.163,0.1038,0.23
2.22,5.191,0.145,0.1507
2.24,4.631,0.145,0.0485
2.26,3.949,0.1672,0.0211
2.28,3.657,0.1672,0.0211
2.3,3.387,0.1198,0.0033
2.32,3.314,0.1198,0.0033
2.34,3.39,0.0976,0.0016
2.36,3.39,0.0655,-0.0006
2.38,3.527,0.0537,-0.0008
2.4,3.843,0.0464,-0.0009
2.42,4.158,0.0421,-0.0013
2.44,4.671,0.0403,-0.0015
2.46,4.879,0.0409,-0.0016
2.48,4.613,0.0467,-0.0021
2.5,4.276,0.0467,-0.0021
2.52,3.799,0.0568,-0.002
2.54,3.537,0.0568,-0.002
2.56,3.211,0.0627,-0.0022
2.58,3.04,0.0627,-0.0022
2.6,2.805,0.0585,-0.0024
2.62,2.805,0.0585,-0.0024
2.64,2.745,0.0543,-0.002
2.66,2.745,0.0482,-0.0017
2.68,2.851,0.0454,-0.0015
2.7,2.851,0.0415,-0.0015
2.72,2.947,0.0398,-0.0016
2.74,2.947,0.0378,-0.002
2.76,2.99,0.0376,-0.0016
2.78,3.069,0.0381,-0.0013
2.8,3.109,0.0394,-0.0013
2.82,3.148,0.0428,-0.0014
2.84,3.164,0.0445,-0.0012
2.86,3.236,0.0466,-0.0017
2.88,3.281,0.0466,-0.0018
2.9,3.397,0.0474,-0.0015
2.92,3.397,0.0492,-0.0015
2.94,3.406,0.0507,-0.0015
2.96,3.406,0.0526,-0.0019
2.98,3.435,0.0536,-0.003
3,3.435,0.0532,-0.0046
3.02,3.427,0.0532,-0.0047
3.04,3.398,0.0554,-0.0049
3.06,3.364,0.0575,-0.0052
3.08,3.286,0.0597,-0.0055
3.1,3.298,0.0608,-0.0059
3.12,3.298,0.0623,-0.0075
3.14,3.303,0.0622,-0.0077
3.16,3.244,0.0631,-0.0083
3.18,3.241,0.0477,-0.0061
3.2,3.267,0.0462,-0.0095
3.22,3.17,0.0454,-0.0122
3.24,3.025,0.0466,-0.0141
3.26,2.974,0.0519,-0.0141
3.28,3.038,0.0639,-0.0143
3.3,3.038,0.0639,-0.0144
3.32,3.362,0.0647,-0.0139
3.34,3.362,0.0647,-0.0132
3.36,4.003,0.0656,-0.013
3.38,4.003,0.0665,-0.0126
3.4,4.663,0.0663,-0.0123
3.42,4.663,0.0673,-0.0122
3.44,4.636,0.0725,-0.0116
3.46,4.627,0.0826,-0.011
3.48,4.55,0.0923,-0.0106
3.5,4.465,0.1049,-0.01
3.52,4.412,0.1124,-0.0097
3.54,5.023,0.1197,-0.0093
3.56,5.379,0.1247,-0.0088
3.58,6.008,0.1279,-0.0082
3.6,6.299,0.1217,-0.0084
3.62,6.141,0.113,-0.0089
3.64,5.701,0.113,-0.0089
3.66,4.654,0.0974,-0.0101
3.68,4.654,0.0974,-0.0102
3.7,3.355,0.097,-0.0098
3.72,3.355,0.0934,-0.0096
3.74,2.799,0.0946,-0.0093
3.76,2.293,0.0968,-0.0088
3.78,2.063,0.0932,-0.0087
3.8,1.893,0.0839,-0.009
3.82,1.816,0.0839,-0.009
3.84,1.781,0.0742,-0.0079
3.86,1.796,0.0742,-0.0079
3.88,1.818,0.0615,-0.0066
3.9,1.894,0.0615,-0.0066
3.92,2.184,0.0526,-0.0062
3.94,2.184,0.0526,-0.0057
3.96,2.553,0.0525,-0.005
3.98,2.553,0.0542,-0.0044
4,2.59,0.0572,-0.0042
4.02,2.684,0.0602,-0.0035
4.04,2.942,0.0578,-0.0025
4.06,2.982,0.0597,-0.0028
4.08,3.004,0.0692,-0.0027
4.1,3.092,0.0813,-0.003
4.12,3.143,0.0813,-0.0029
4.14,3.297,0.0809,-0.0022
4.16,3.706,0.0706,-0.0013
4.18,3.725,0.0703,-0.0021
4.2,5.155,0.0593,0.0019
4.22,5.135,0.0593,-0.0083
4.24,5.074,0.0716,-0.022
4.26,5.114,0.0824,-0.022
4.28,5.324,0.0934,-0.0215
4.3,5.534,0.0979,-0.0214
4.32,5.963,0.0985,-0.0216
4.34,6.325,0.0985,-0.0213
4.36,6.946,0.096,-0.0206
4.38,7.455,0.0943,-0.0202
4.4,8.315,0.0968,-0.0201
4.42,8.951,0.1003,-0.0193
4.44,9.953,0.0996,-0.0191
4.46,9.953,0.1148,-0.0186
4.48,10.305,0.1305,-0.0176
4.5,10.472,0.1601,-0.017
4.52,10.293,0.187,-0.0167
4.54,9.645,0.2305,-0.0162
4.56,9.132,0.2566,-0.0162
4.58,8.117,0.2885,-0.0168
4.6,7.673,0.2885,-0.0168
4.62,6.905,0.2858,-0.0166
4.64,6.546,0.2858,-0.0166
4.66,6.485,0.247,-0.0163
4.68,6.456,0.247,-0.0163
4.7,6.073,0.1879,-0.0167
4.72,6.073,0.1879,-0.0167
4.74,5.373,0.1754,-0.0162
4.76,5.373,0.1619,-0.0158
4.78,4.271,0.1553,-0.0157
4.8,4.271,0.1476,-0.0152
4.82,3.785,0.1457,-0.0149
4.84,3.785,0.1417,-0.0141
4.86,3.848,0.1339,-0.0133
4.88,3.809,0.1275,-0.0122
4.9,3.697,0.1248,-0.0118
4.92,3.749,0.1218,-0.0109
4.94,3.769,0.1204,-0.0107
4.96,3.795,0.1118,-0.0103
4.98,3.834,0.1118,-0.0103
5,3.839,0.1101,-0.009
5.02,3.623,0.1101,-0.009
5.04,3.522,0.1107,-0.0077
5.06,3.575,0.1107,-0.0077
5.08,3.472,0.0968,-0.0075
5.1,3.472,0.0968,-0.007
5.12,2.961,0.0987,-0.0063
5.14,2.961,0.0942,-0.0051
5.16,2.914,0.0958,-0.0047
5.18,2.914,0.0917,-0.0041
5.2,3.486,0.0747,0.0068
5.22,3.188,0.0751,0.0069
5.24,3.198,0.0766,0.0083
5.26,3.493,0.0797,0.0092
5.28,3.493,0.0774,0.0107
5.3,3.66,0.0705,0.0116
5.32,3.89,0.0637,0.0122
5.34,3.895,0.0686,0.0124
5.36,3.833,0.0793,0.0134
5.38,3.877,0.0793,0.0137
5.4,4.43,0.093,0.0129
5.42,4.56,0.093,0.0129
5.44,4.558,0.0981,0.0114
5.46,4.526,0.0981,0.0114
5.48,4.543,0.1036,0.0106
5.5,4.669,0.1036,0.0106
5.52,4.64,0.1152,0.0104
5.54,4.64,0.1152,0.0106
5.56,4.683,0.1219,0.0113
5.58,4.683,0.1295,0.0126
5.6,5.248,0.1305,0.013
5.62,5.248,0.1268,0.0132
5.64,5.018,0.1266,0.0134
5.66,5.018,0.1273,0.0132
5.68,4.727,0.1338,0.0144
5.7,4.43,0.1381,0.0153
5.72,4.364,0.1409,0.0159
5.74,4.106,0.147,0.0168
5.76,4.031,0.1476,0.0175
5.78,3.929,0.1353,0.0178
5.8,4.261,0.1353,0.0182
5.82,4.804,0.1213,0.0186
5.84,5.128,0.1081,0.0179
5.86,5.976,0.1104,0.0169
5.88,6.483,0.1046,0.0139
5.9,6.798,0.0974,0.0112
5.92,6.798,0.0874,-0.0041
5.94,6.751,0.0855,-0.0134
5.96,6.627,0.0839,-0.024
5.98,6.514,0.082,-0.0267
6,6.39,0.0865,-0.0269
6.02,6.345,0.0907,-0.027
6.04,6.472,0.0877,-0.0275
6.06,6.597,0.0877,-0.0275
6.08,6.841,0.0907,-0.027
6.1,7.006,0.0955,-0.0271
6.12,7.299,0.1017,-0.0264
6.14,7.511,0.105,-0.0264
6.16,7.815,0.1131,-0.0268
6.18,7.965,0.1131,-0.0266
6.2,8.293,0.0933,-0.0215
6.22,9.323,0.0986,-0.0217
6.24,9.323,0.1111,-0.0216
6.26,9.776,0.1213,-0.0218
6.28,9.776,0.1478,-0.0218
6.3,9.804,0.1612,-0.021
6.32,9.765,0.1769,-0.0208
6.34,9.856,0.183,-0.0208
6.36,9.731,0.1977,-0.0204
6.38,9.582,0.1985,-0.0209
6.4,9.529,0.1888,-0.0213
6.42,9.455,0.1888,-0.0213
6.44,9.196,0.1856,-0.0206
6.46,8.983,0.1876,-0.0203
6.48,8.557,0.1867,-0.0204
6.5,8.557,0.1866,-0.0202
6.52,7.643,0.1906,-0.0202
6.54,7.643,0.2014,-0.0202
6.56,7.695,0.205,-0.0194
6.58,7.949,0.2002,-0.0193
6.6,8.097,0.1941,-0.0195
6.62,8.115,0.1866,-0.0194
6.64,7.963,0.1797,-0.0195
6.66,7.447,0.1696,-0.02
6.68,7.179,0.1696,-0.0196
6.7,6.744,0.1652,-0.0191
6.72,6.527,0.1633,-0.0189
6.74,6.329,0.1641,-0.0187
6.76,6.329,0.1627,-0.0184
6.78,6.373,0.1603,-0.0185
6.8,6.373,0.1541,-0.0187
6.82,6.436,0.1521,-0.0183
6.84,6.585,0.1534,-0.018
6.86,6.591,0.1541,-0.0178
6.88,6.722,0.1488,-0.0176
6.9,6.625,0.1471,-0.0177
6.92,6.297,0.1532,-0.018
6.94,6.277,0.1532,-0.0178
6.96,6.392,0.1573,-0.017
6.98,6.471,0.159,-0.0166
7,6.468,0.161,-0.0166
7.02,6.468,0.162,-0.0165
7.04,5.999,0.1658,-0.0163
7.06,5.999,0.1705,-0.0164
7.08,6.003,0.1705,-0.0159
7.1,6.076,0.1693,-0.0153
7.12,6.078,0.1685,-0.0152
7.14,5.948,0.1756,-0.0146
7.16,5.86,0.1775,-0.0145
7.18,7.29,0.1342,-0.0061
7.2,6.311,0.1645,-0.0054
7.22,6.221,0.1645,-0.0054
7.24,6.199,0.2109,-0.0051
7.26,6.199,0.2109,-0.0042
7.28,6.011,0.2149,-0.0034
7.3,6.011,0.2277,-0.0031
7.32,5.302,0.2262,-0.0033
7.34,5.302,0.2102,-0.0033
7.36,4.644,0.1937,-0.0032
7.38,4.644,0.1801,-0.0035
7.4,4.368,0.171,-0.0031
7.42,4.18,0.1617,-0.0025
7.44,4.088,0.1617,-0.0025
7.46,4.107,0.1373,-0.0014
7.48,4.1,0.1373,-0.0014
7.5,4.006,0.1205,-0.0013
7.52,4.006,0.1205,-0.0007
7.54,4.226,0.1158,0.0002
7.56,4.226,0.1041,0.0008
7.58,4.348,0.1033,0.0011
7.6,4.348,0.0976,0.0024
7.62,4.501,0.1056,0.0028
7.64,4.501,0.0982,0.0039
7.66,5.007,0.0982,0.0039
7.68,6.018,0.1034,0.0059
7.7,6.607,0.1034,0.0059
7.72,7.388,0.1438,0.0068
7.74,7.613,0.1438,0.0068
7.76,7.773,0.1865,0.0062
7.78,7.773,0.1865,0.0059
7.8,7.08,0.2025,0.0062
7.82,7.08,0.2238,0.0059
7.84,5.974,0.2258,0.0045
7.86,5.974,0.2176,0.0033
7.88,4.375,0.211,0.0026
7.9,4.375,0.1862,0.0001
7.92,3.887,0.1862,0.0001
7.94,3.211,0.1692,-0.0006
7.96,2.854,0.1692,-0.0006
7.98,2.401,0.1414,-0.0002
8,2.189,0.1414,-0.0002
8.02,1.934,0.109,-0.0004
8.04,1.934,0.109,-0.0002
8.06,1.925,0.0962,0.0002
8.08,1.925,0.0816,0.0011
8.1,2.254,0.0723,0.0014
8.12,2.254,0.0586,0.0018
8.14,2.21,0.0531,0.0013
8.16,2.21,0.0552,0.0008
8.18,2.987,0.0514,0.0125
8.2,2.396,0.0542,0.0073
8.22,2.158,0.0626,0.0065
8.24,1.962,0.0689,0.0073
8.26,2,0.0721,0.0089
8.28,2.443,0.0692,0.0095
8.3,2.443,0.0641,0.0104
8.32,2.608,0.0577,0.0114
8.34,2.663,0.0588,0.0123
8.36,2.608,0.0627,0.013
8.38,2.468,0.0633,0.0145
8.4,2.478,0.061,0.0151
8.42,2.487,0.062,0.0157
8.44,2.53,0.062,0.0157
8.46,2.544,0.0548,0.018
8.48,2.532,0.0548,0.018
8.5,2.708,0.0509,0.0187
8.52,2.68,0.0452,0.0195
8.54,2.73,0.0467,0.0202
8.56,2.73,0.0463,0.0211
8.58,2.811,0.0486,0.0216
8.6,2.668,0.0543,0.0226
8.62,2.542,0.0555,0.023
8.64,2.406,0.0562,0.0242
8.66,2.398,0.0505,0.0246
8.68,2.399,0.0459,0.0256
8.7,2.451,0.0459,0.0256
8.72,2.608,0.0458,0.0269
8.74,2.629,0.0404,0.0282
8.76,2.719,0.0394,0.0289
8.78,2.873,0.0431,0.0302
8.8,3.142,0.0472,0.0309
8.82,3.142,0.0508,0.0322
8.84,3.471,0.0538,0.0335
8.86,3.987,0.0675,0.0351
8.88,4.31,0.078,0.0359
8.9,4.723,0.0906,0.0372
8.92,4.872,0.1008,0.038
8.94,5.079,0.1181,0.0399
8.96,5.237,0.1181,0.0399
8.98,5.5,0.1352,0.0433
9,5.734,0.1352,0.0433
9.02,6.049,0.1529,0.0461
9.04,5.997,0.1529,0.0461
9.06,5.388,0.1709,0.0464
9.08,5.388,0.1709,0.0475
9.1,5.178,0.1694,0.0488
9.12,5.088,0.157,0.0509
9.14,5.114,0.1521,0.0521
9.16,5.13,0.1562,0.0535
9.18,5.5755,0.0995,0.0787
9.2,6.021,0.1106,0.0751
9.22,6.021,0.1013,0.0524
9.24,5.539,0.1102,0.048
9.26,5.348,0.1526,0.0459
9.28,5.242,0.1826,0.0463
9.3,5.247,0.1911,0.0481
9.32,5.567,0.1805,0.0478
9.34,6.35,0.1626,0.0475
9.36,6.654,0.1626,0.0475
9.38,6.777,0.1452,0.0405
9.4,6.723,0.1452,0.0405
9.42,6.817,0.1485,0.034
9.44,7.082,0.1485,0.034
9.46,8.182,0.1604,0.0307
9.48,8.182,0.1604,0.0255
9.5,9.771,0.1567,0.022
9.52,9.771,0.1606,0.0187
9.54,10.927,0.1675,0.0165
9.56,10.927,0.1833,0.012
9.58,11.968,0.1993,0.0093
9.6,11.968,0.222,0.0038
9.62,12.022,0.2302,0.0014
9.64,11.984,0.2423,-0.0029
9.66,11.866,0.2495,-0.006
9.68,11.511,0.2437,-0.0119
9.7,11.118,0.2331,-0.0159
9.72,10.06,0.2152,-0.0233
9.74,9.493,0.2152,-0.0233
9.76,8.592,0.2089,-0.0246
9.78,8.044,0.2051,-0.0248
9.8,7.412,0.2005,-0.0244
9.82,7.124,0.1864,-0.0251
9.84,6.59,0.1768,-0.0261
