Depth,Qc,Fs,u
0.02,0.693,0.0004,0.0035
0.04,1.356,0.0011,-0.0017
0.06,1.356,0.003,-0.0037
0.08,1.802,0.0049,-0.0007
0.1,1.802,0.0101,-0.0036
0.12,1.876,0.0103,-0.0007
0.14,1.858,0.0136,0.0006
0.16,1.81,0.0136,0.0006
0.18,1.781,0.0161,-0.0011
0.2,1.765,0.0188,0.0002
0.22,1.884,0.0188,0.0002
0.24,1.856,0.0181,0.0011
0.26,1.893,0.0181,0.0011
0.28,2.308,0.0286,0.0028
0.3,2.308,0.0213,0.0004
0.32,2.649,0.0211,0.001
0.34,3.716,0.0167,0.0138
0.36,2.977,0.0466,0.0113
0.38,3.658,0.0516,0.0074
0.4,3.684,0.0605,0.0059
0.42,4.178,0.0552,0.004
0.44,4.061,0.0552,0.004
0.46,3.334,0.0322,0.0026
0.48,1.976,0.0322,0.0026
0.5,1.925,0.0623,0.0019
0.52,1.931,0.0461,0.0036
0.54,1.513,0.0529,0.008
0.56,1.513,0.0543,0.0031
0.58,1.406,0.0509,0.0031
0.6,1.263,0.0432,0.0033
0.62,1.157,0.0333,0.0032
0.64,1.054,0.0272,0.0011
0.66,1.044,0.0242,0.0002
0.68,0.975,0.015,-0.0003
0.7,0.922,0.015,-0.0018
0.72,0.855,0.015,-0.0007
0.74,0.855,0.0126,-0.0001
0.76,0.872,0.0096,0
0.78,0.937,0.01,-0.0009
0.8,1.141,0.0099,-0.001
0.82,1.141,0.01,-0.0006
0.84,1.284,0.0108,0
0.86,1.545,0.0148,0.0027
0.88,1.764,0.02,0.0041
0.9,1.87,0.0285,0.0062
0.92,1.775,0.0326,-0.0029
0.94,1.542,0.0339,-0.0066
0.96,1.373,0.0339,-0.0132
0.98,1.4,0.0326,-0.0125
1,1.302,0.0341,-0.0091
1.02,1.381,0.0256,0.0007
1.04,1.463,0.023,-0.0005
1.06,1.597,0.0218,-0.0015
1.08,1.728,0.0226,-0.0019
1.1,2.274,0.0193,-0.0007
1.12,2.626,0.024,-0.0006
1.14,3.359,0.0295,-0.001
1.16,3.359,0.0295,-0.002
1.18,4.114,0.0305,-0.0029
1.2,4.114,0.0338,-0.0027
1.22,9.739,0.0608,-0.009
1.24,9.739,0.0341,0.0145
1.26,5.502,0.0562,0.0115
1.28,5.502,0.1379,0.0049
1.3,4.526,0.142,0.0026
1.32,4.002,0.1662,0.0029
1.34,3.437,0.1662,0.0029
1.36,2.876,0.1516,0.0027
1.38,2.472,0.1516,0.0027
1.4,2.154,0.0492,0.0016
1.42,2.154,0.0492,0.0028
1.44,2.082,0.0535,0.0053
1.46,2.082,0.0545,0.0069
1.48,2.079,0.0525,0.0075
1.5,2.079,0.0518,0.0089
1.52,2.083,0.0509,0.0093
1.54,2.18,0.049,0.0102
1.56,2.311,0.049,0.0102
