Depth,Qc,Fs,u,Hegazy Vs,Andrus-H Vs,Andrus-P Vs,Rob Vs,Mc15 Vs,Mc18 Vs
0.0,0.197,0.0,0.0011,,,,,,
0.01,1.4701,0.0,-0.0008,,,,,,
0.02,1.7023,0.0,-0.0008,,,,,,
0.03,1.6133,0.0025,-0.0008,1260.4557656160368,61.669548440906105,75.07597201501613,228.4038524365583,21.696892229469693,50.762233908861596
0.04,1.7023,0.005,-0.0008,,,,,,
0.05,1.6945,0.01,-0.001,2414.6240040720486,70.99348540118575,86.42685179274788,303.95952405306457,28.256181448596454,69.1980847238231
0.06,1.7874,0.0199,-0.0013,,,,,,
0.07,1.977,0.0296,-0.0013,3116.413240291236,82.55034652948885,100.49607403589948,365.6290883750251,34.71340782155969,86.8616212951694
0.08,2.2634,0.0345,-0.0014,,,,,,
0.09,2.5033,0.0369,-0.0015,2244.5071678717295,90.52860378189742,110.20873503883165,334.9327698994987,39.2234947988568,95.42134489938388
0.1,2.6194,0.0374,-0.0011,,,,,,
0.11,2.5807,0.0375,-0.0007,1870.0829055400357,93.43372781857181,113.7454077791309,318.51677185324564,41.71188225061823,100.62433592073951
0.12,2.5962,0.0373,0.0,,,,,,
0.13,2.542,0.0371,-0.0004,1662.3540591279818,95.04794242931405,115.71053860959971,308.5056181631848,43.56095457339267,104.81038851239478
0.14,2.3795,0.035,-0.0008,,,,,,
0.15,2.2247,0.0336,-0.0011,1581.8164438057217,93.68775898497456,114.05466311214295,303.4820493126533,44.10262530286688,107.17778040112076
0.16,2.0273,0.0326,-0.0011,,,,,,
0.17,1.8958,0.0325,-0.0015,1638.55502930378,92.153695341564,112.1871073723388,307.7765241759931,44.50113264849596,110.01802238669764
0.18,1.7603,0.0324,-0.0015,,,,,,
0.19,1.652,0.028,-0.0015,1530.898685894847,89.94096230064724,109.4933454094836,298.7653373122915,44.44458822596382,110.87362190468662
0.2,1.4817,0.0268,-0.0015,,,,,,
0.21,1.4159,0.0203,-0.0013,1295.7113766417067,86.22932092951802,104.97482547941325,277.4569104634374,43.51767153485579,108.93648625767428
0.22,1.2882,0.0201,-0.0013,,,,,,
0.23,1.2534,0.02,-0.0009,1330.8714858241874,85.0514305967848,103.54087203086846,279.728308266408,43.80145795557512,111.15696004987542
0.24,1.1528,0.0204,-0.0004,,,,,,
0.25,1.0947,0.0208,-0.0008,1436.1112427627377,83.86499461707595,102.0965151860055,287.19470171211054,44.10653075381275,113.99284558645923
0.26,1.0406,0.0217,-0.0007,,,,,,
0.27,1.0251,0.0227,-0.0006,1516.2672882135776,84.06521513465509,102.34026190305838,293.6843476932771,44.96115230756095,117.50539840092512
0.28,1.0096,0.0233,-0.0007,,,,,,
0.29,1.0173,0.0238,-0.0007,1490.8686492535182,84.97309803616444,103.44551065272194,292.8974767721385,45.993135334116246,120.3806201301547
