Depth,Qc,Fs,u
0.01,0.093,0.0047,0.0011
0.02,0.367,0.0057,0.0016
0.03,0.703,0.0039,0.003
0.04,0.833,0.0063,0.005
0.05,1.707,0.0111,0.0039
0.06,2.017,0.0143,0.0039
0.07,2.41,0.0161,0.0041
0.08,3.616,0.0158,0.0013
0.09,3.755,0.0238,0.0027
0.1,3.755,0.0319,-0.001
0.11,3.874,0.0399,0.0038
0.12,3.802,0.045,-0.0021
0.13,3.781,0.0469,0.0017
0.14,3.735,0.0487,-0.0039
0.15,4.091,0.0497,0.0028
0.16,3.805,0.0518,0.0026
0.17,3.519,0.0579,0.0023
0.18,3.233,0.0587,0.0021
0.19,3.238,0.0618,0.0005
0.2,2.868,0.063,0.0001
0.21,2.498,0.0659,-0.0003
0.22,2.291,0.0703,-0.0005
0.23,2.276,0.0705,-0.0029
0.24,2.235,0.0722,-0.0095
0.25,2.266,0.0719,-0.0006
0.26,2.152,0.0734,-0.0009
0.27,2.017,0.0692,-0.0029
0.28,2.038,0.0685,-0.0069
0.29,1.955,0.0653,-0.01
0.3,1.903,0.061,-0.0014
0.31,1.852,0.059,-0.0005
0.32,1.779,0.0571,0.004
0.33,1.722,0.0555,-0.0012
0.34,1.712,0.055,-0.003
0.35,1.619,0.0505,-0.0048
0.36,1.557,0.0511,0.004
0.37,1.485,0.0506,0.0014
0.38,1.466,0.051,0.0013
0.39,1.448,0.051,0.0012
0.4,1.397,0.0501,0.0013
0.41,1.386,0.0514,0.0016
0.42,1.412,0.0526,0.0018
0.43,1.34,0.0515,0.0022
0.44,1.319,0.0502,0.0008
0.45,1.278,0.0508,0.0013
0.46,1.293,0.0509,0.0012
0.47,1.221,0.0495,0.0015
0.48,1.21,0.0487,0.0013
0.49,1.21,0.0491,0.0014
0.5,1.21,0.0493,0.0015
0.51,1.205,0.0482,0.0013
0.52,1.19,0.0461,0.0007
0.53,1.179,0.0456,0.0007
0.54,1.159,0.0432,0.0005
0.55,1.143,0.0423,0.0004
0.56,1.117,0.0418,0.0002
0.57,1.076,0.0384,-0.0004
0.58,1.06,0.035,-0.001
0.59,1.019,0.0343,-0.0011
0.6,0.998,0.035,-0.001
0.61,0.983,0.0349,-0.0006
0.62,0.972,0.0351,-0.0004
0.63,0.962,0.0358,-0.0004
0.64,0.926,0.0363,0.0085
0.65,0.89,0.0374,0.0173
0.66,0.916,0.0389,0.0159
0.67,0.905,0.0404,0.0133
0.68,0.916,0.0421,0.0124
0.69,0.941,0.043,0.0114
0.7,0.962,0.0457,0.0112
0.71,0.998,0.0467,0.0114
0.72,1.097,0.0503,0.0126
0.73,1.234,0.0535,0.0128
0.74,1.371,0.0603,0.0129
0.75,1.433,0.0617,0.0127
0.76,1.448,0.0635,0.0123
0.77,1.552,0.0697,0.0112
0.78,1.557,0.0719,0.011
0.79,1.567,0.0769,0.0124
0.8,1.624,0.0784,0.0125
0.81,1.753,0.0799,0.0119
0.82,1.753,0.0787,0.0114
0.83,1.774,0.0783,0.0109
0.84,1.841,0.0734,0.0104
0.85,1.8,0.0706,0.0104
0.86,1.743,0.0685,0.0099
0.87,1.748,0.0663,0.0092
0.88,1.707,0.0642,0.0092
0.89,1.402,0.0593,0.008
0.9,1.36,0.0563,0.0086
0.91,1.474,0.0516,0.0086
0.92,1.428,0.0454,0.0075
0.93,1.23,0.0401,0.0081
0.94,1.031,0.0258,0.0088
0.95,0.833,0.0228,0.0094
0.96,0.817,0.0199,0.0082
0.97,0.719,0.0169,0.0076
0.98,0.724,0.0135,0.0072
0.99,0.838,0.0147,0.0039
1,1.071,0.0161,-0.0018
1.01,0.853,0.0206,0.0018
1.02,0.932,0.0226,0.0053
1.03,1.012,0.0275,0.0088
1.04,1.091,0.0318,0.0123
1.05,1.536,0.0382,0.0115
1.06,1.671,0.0403,0.0103
1.07,1.712,0.0412,0.0098
1.08,1.624,0.0433,0.0082
1.09,1.635,0.0442,0.0078
1.1,1.624,0.0427,0.0056
1.11,1.562,0.0419,0.0054
1.12,1.448,0.0432,0.003
1.13,1.407,0.0454,0.0029
1.14,1.324,0.0461,0.003
1.15,1.226,0.0455,0.003
1.16,1.195,0.0421,0.003
1.17,1.179,0.0356,0.0042
1.18,1.205,0.0355,0.0039
1.19,1.272,0.0347,0.0058
1.2,1.474,0.0378,0.0068
1.21,1.666,0.0381,0.0069
1.22,2.193,0.0395,0.0082
1.23,2.447,0.0415,0.0087
1.24,2.322,0.0458,0.0085
1.25,2.478,0.0501,0.0084
1.26,2.535,0.0541,0.0082
1.27,2.85,0.0566,0.0081
1.28,2.933,0.0566,0.0074
1.29,3.083,0.0672,0.0065
1.3,3.072,0.0728,0.0075
1.31,3.098,0.0751,0.0057
1.32,3.098,0.0803,0.0049
1.33,3.124,0.078,0.0058
1.34,3.14,0.0819,0.0044
1.35,3.119,0.086,0.0028
1.36,3.047,0.0957,0.0044
1.37,2.948,0.0967,0.0041
1.38,2.979,0.096,0.0034
1.39,3.052,0.0992,0.0042
1.4,3.103,0.0928,0.004
1.41,3.186,0.0943,0.0045
1.42,3.259,0.0996,0.003
1.43,3.305,0.1058,0.0043
1.44,3.383,0.1092,0.0041
1.45,3.512,0.1238,0.0029
1.46,3.719,0.1313,0.0053
1.47,3.874,0.1413,0.0026
1.48,4.278,0.1563,0.0029
1.49,4.293,0.1612,0.0046
1.5,4.593,0.178,0.0035
1.51,4.826,0.1947,0.0034
1.52,5.281,0.2283,0.0033
1.53,5.498,0.2426,0.0035
1.54,5.69,0.2725,0.0034
1.55,6.305,0.2864,0.0044
1.56,6.61,0.2854,0.0041
1.57,6.791,0.2871,0.0039
1.58,6.916,0.3222,0.004
1.59,7.226,0.3315,0.0045
1.6,7.51,0.364,0.0043
1.61,7.5,0.3764,0.0078
1.62,7.516,0.4101,0.0079
1.63,7.697,0.4329,0.0083
1.64,8.25,0.4715,0.009
1.65,9.745,0.5102,0.0097
1.66,10.195,0.5488,0.0095
1.67,10.624,0.5544,0.0082
1.68,10.966,0.5436,0.0093
1.69,11.136,0.5343,0.0084
1.7,11.017,0.5193,0.0071
1.71,10.519,0.5058,0.0071
1.72,10.021,0.5025,0.0071
1.73,9.523,0.4943,0.0071
1.74,9.3,0.4885,0.0081
1.75,8.762,0.4511,0.0066
1.76,8.56,0.4205,0.003
1.77,7.774,0.3962,0.0037
1.78,7.573,0.3449,0.0039
1.79,7.448,0.3149,0.0037
1.8,7.21,0.2558,0.0025
1.81,7.102,0.1967,0.0023
1.82,7.081,0.147,0.0025
1.83,7.143,0.1237,0.0017
1.84,6.957,0.1025,0.0015
1.85,6.16,0.0915,0.0022
1.86,5.829,0.0827,0.0026
1.87,5.387,0.0833,0.003
1.88,4.945,0.0799,0.0034
1.89,4.169,0.0798,0.0022
1.9,3.983,0.0793,0.0025
1.91,3.517,0.0785,0.0027
1.92,3.166,0.0766,0.0026
1.93,2.974,0.0787,0.003
1.94,2.731,0.0681,0.003
1.95,2.705,0.0682,0.0028
1.96,2.669,0.0669,0.0028
1.97,2.653,0.0655,0.0024
1.98,2.705,0.0707,0.0009
1.99,2.71,0.0745,-0.0004
2,2.736,0.0756,-0.0006
2.01,2.716,0.0799,-0.0005
2.02,2.778,0.09,-0.001
2.03,2.824,0.0968,-0.0011
2.04,2.855,0.1064,0.0009
2.05,2.788,0.1122,0.001
2.06,2.721,0.1177,0.001
2.07,2.535,0.1275,0.0015
2.08,2.41,0.1285,0
2.09,2.245,0.1298,-0.0006
2.1,2.178,0.129,-0.0012
2.11,2.028,0.1333,-0.0021
2.12,1.997,0.1331,-0.0026
2.13,1.935,0.1321,-0.003
2.14,1.914,0.1265,-0.0039
2.15,1.888,0.123,-0.0044
2.16,1.857,0.1157,-0.0052
2.17,1.857,0.1112,-0.0057
2.18,1.841,0.1046,-0.0073
2.19,1.883,0.1034,-0.0073
2.2,1.919,0.1024,-0.0074
2.21,1.935,0.1026,-0.003
2.22,1.976,0.1026,-0.0031
2.23,1.878,0.1016,-0.0004
