Depth,Qc,Fs,u
0.01,0,0,0
0.02,0,0,0
0.03,0,0,0
0.04,0,0,0
0.05,0,0,0
0.06,0,0,0
0.07,0,0,0
0.08,0,0,0
0.09,0,0,0
0.1,0,0,0
0.11,0,0,0
0.12,0,0,0
0.13,0,0,0
0.14,0.01,0,0
0.15,0.01,0,0.001
0.16,0.01,0,0
0.17,0.01,0,0
0.18,0.02,0,0
0.19,0.08,0,0
0.2,0.08,0,0
0.21,0.07,0,0
0.22,0.07,0,0
0.23,0.06,0,0
0.24,0.06,0,0
0.25,0.05,0,0
0.26,0.05,0,0
0.27,0.05,0,0
0.28,0.05,0,0
0.29,0.04,0,-0.001
0.3,0.04,0,-0.001
0.31,0.04,0,0
0.32,0.04,0,-0.001
0.33,0.04,0,0
0.34,0.05,0,0
0.35,0.06,0.001,0
0.36,0.07,0.001,0
0.37,0.08,0.001,0
0.38,0.13,0.002,0
0.39,0.18,0.002,0
0.4,0.23,0.002,0
0.41,0.28,0.003,0
0.42,0.32,0.003,0
0.43,0.4,0.003,0
0.44,0.45,0.0025,0
0.45,0.54,0.002,0
0.46,0.62,0.002,0
0.47,0.71,0.003,0
0.48,0.87,0.003,0
0.49,0.95,0.003,0
0.5,1,0.003,0
0.51,1.04,0.003,0
0.52,1.09,0.003,0
0.53,1.12,0.003,0
0.54,0.985,0.003,0
0.55,0.85,0.003,0
0.56,0.98,0.003,0
0.57,1.04,0.003,0
0.58,1.06,0.003,0
0.59,1.09,0.003,0
0.6,1.16,0.003,-0.001
0.61,1.23,0.003,0
0.62,1.31,0.003,0
0.63,1.4,0.003,0
0.64,1.49,0.004,0
0.65,1.61,0.004,0
0.66,1.67,0.003,0
0.67,1.74,0.004,0
0.68,1.75,0.003,0
0.69,1.8,0.004,0
0.7,1.79,0.004,0
0.71,1.8,0.004,-0.001
0.72,1.8,0.004,-0.001
0.73,1.75,0.003,0
0.74,1.75,0.004,0
0.75,1.74,0.005,-0.001
0.76,1.74,0.005,-0.001
0.77,1.73,0.005,-0.001
0.78,1.73,0.005,0
0.79,1.77,0.005,-0.001
0.8,1.86,0.005,-0.001
0.81,1.86,0.005,0
0.82,1.87,0.006,-0.001
0.83,1.95,0.008,-0.001
0.84,1.97,0.007,0
0.85,2.07,0.008,-0.001
0.86,2.15,0.008,-0.001
0.87,2.21,0.009,-0.001
0.88,2.29,0.01,-0.001
0.89,2.4,0.01,-0.001
0.9,2.58,0.012,0
0.91,2.78,0.012,0
0.92,2.92,0.012,0
0.93,3.12,0.013,0.002
0.94,3.48,0.016,-0.001
0.95,3.78,0.02,0
