Depth,Qc,Fs,u
0,0.0723,0,0
0.02,0.7338,0,0.0038
0.04,1.1777,0,0.0047
0.06,1.3466,0.0204,0.0059
0.08,1.6192,0.0196,0.003
0.1,1.9002,0.02,0.0001
0.12,2.1147,0.0213,-0.0007
0.14,2.1342,0.0235,-0.0007
0.16,2.2525,0.0248,-0.0006
0.18,2.5873,0.0265,-0.0006
0.2,3.0795,0.0283,-0.0006
0.22,3.6736,0.0307,-0.0007
0.24,4.2529,0.0339,-0.0005
0.26,4.947,0.0348,-0.0005
0.28,5.8083,0.0369,-0.0003
0.3,6.5488,0.0395,-0.0003
0.32,7.2686,0.0424,-0.0004
0.34,8.0213,0.0455,-0.0005
0.36,8.6772,0.0496,-0.0005
0.38,9.2989,0.0533,-0.0005
0.4,10.1294,0.0571,-0.0003
0.42,10.9784,0.0609,-0.0003
0.44,11.6619,0.0646,-0.0003
0.46,12.0989,0.0684,-0.0007
0.48,12.3262,0.0717,-0.0006
0.5,12.4957,0.073,-0.0007
0.52,12.5895,0.0692,-0.0008
0.54,12.6157,0.0655,-0.001
0.56,12.6195,0.0617,-0.0009
0.58,12.6597,0.0667,-0.0011
0.6,12.7131,0.0703,-0.001
0.62,12.6296,0.0731,-0.0008
0.64,12.5131,0.0751,-0.0006
0.66,12.3967,0.076,-0.0004
0.68,12.4488,0.0782,-0.0004
0.7,12.6008,0.0814,-0.0005
0.72,12.6865,0.0838,-0.0006
0.74,12.7034,0.0864,-0.0008
0.76,12.709,0.0887,-0.0008
0.78,12.6974,0.091,-0.0009
0.8,12.6795,0.0933,-0.0009
0.82,12.6707,0.0954,-0.0009
0.84,12.6705,0.0971,-0.0009
0.86,12.6661,0.0989,-0.001
0.88,12.664,0.0949,-0.0009
0.9,12.6514,0.09,-0.001
0.92,12.6542,0.0856,-0.0009
0.94,12.6591,0.0911,-0.0009
0.96,12.6267,0.0949,-0.0008
0.98,12.4784,0.098,-0.0008
1,12.2499,0.099,-0.0007
1.02,12.0215,0.0984,-0.0007
1.04,11.9141,0.0959,-0.0008
1.06,11.7474,0.0955,-0.001
1.08,11.4934,0.0956,-0.0011
1.1,11.2654,0.0945,-0.0012
1.12,11.0299,0.093,-0.0013
1.14,10.8102,0.0913,-0.0014
1.16,10.5928,0.0883,-0.0014
1.18,10.3706,0.0764,-0.0015
1.2,10.1714,0.0645,-0.0017
1.22,9.9909,0.061,-0.0015
1.24,9.8219,0.0653,-0.0016
1.26,9.662,0.0704,-0.0015
1.28,9.408,0.0744,-0.0011
