Depth,Qc,Fs,u
0,0.2039,0,0
0.02,0.6336,0,0.0046
0.04,0.9189,0,0.0078
0.06,1.193,0,-0.0019
0.08,1.4127,0.0473,-0.0125
0.1,1.5302,0.0543,-0.0178
0.12,1.5767,0.0594,-0.0281
0.14,1.6044,0.0629,-0.027
0.16,1.621,0.0664,-0.0318
0.18,1.6205,0.0682,-0.0313
0.2,1.6138,0.0695,-0.0322
0.22,1.6056,0.0686,-0.0325
0.24,1.6393,0.0674,-0.0322
0.26,1.6534,0.0665,-0.0326
0.28,1.6718,0.0655,-0.0319
0.3,1.7486,0.0637,-0.0311
0.32,1.8661,0.0609,-0.0306
0.34,2.005,0.0583,-0.031
0.36,2.1606,0.0564,-0.0311
0.38,2.2834,0.0521,-0.0301
0.4,2.3473,0.0426,-0.0265
0.42,2.4031,0.033,-0.0238
0.44,2.4844,0.0363,-0.0248
0.46,2.5523,0.0427,-0.0301
0.48,2.6353,0.0498,-0.033
0.5,2.6869,0.0536,-0.0408
0.52,2.736,0.058,-0.0485
0.54,2.6577,0.0638,-0.0494
0.56,2.4155,0.0672,-0.0453
0.58,2.2272,0.0677,-0.038
0.6,2.1541,0.0675,-0.0357
0.62,2.1759,0.0709,-0.0343
0.64,2.2464,0.076,-0.0342
0.66,2.3581,0.0813,-0.0331
0.68,2.4509,0.0878,-0.0309
0.7,2.4594,0.0928,-0.029
0.72,2.4692,0.0927,-0.0302
0.74,2.4332,0.0931,-0.0311
0.76,2.3894,0.0898,-0.0309
0.78,2.3304,0.0842,-0.0306
0.8,2.304,0.077,-0.0348
0.82,2.2239,0.0674,-0.0412
0.84,2.1882,0.0535,-0.0513
0.86,2.2764,0.0402,-0.0412
0.88,2.3909,0.03,-0.0438
0.9,2.46,0.0255,-0.0477
0.92,2.4639,0.0224,-0.0467
0.94,2.4761,0.02,-0.0464
0.96,2.4122,0.0185,-0.0286
0.98,2.312,0.018,-0.0324
1,2.2568,0.0197,-0.033
1.02,2.231,0.0225,-0.033
1.04,2.1703,0.0257,-0.0319
1.06,2.0186,0.0304,-0.0271
1.08,1.7903,0.0342,-0.0241
1.1,1.5363,0.0362,-0.0214
1.12,1.3528,0.0371,-0.0233
1.14,1.2178,0.0359,-0.0267
1.16,1.1021,0.032,-0.0279
1.18,1.0532,0.028,-0.025
1.2,1.0019,0.0241,-0.0237
1.22,0.987,0.0239,-0.0236
1.24,0.9103,0.0218,-0.0239
1.26,0.7475,0.0215,-0.0214
1.28,0.7158,0.0223,-0.0131
1.3,0.6841,0.0229,-0.0047
1.32,0.6511,0.0255,-0.0013
1.34,0.6368,0.0285,0.0025
1.36,0.6573,0.0353,0.0063
1.38,0.8064,0.0448,0.0096
1.4,0.9972,0.0551,-0.0055
1.42,1.1069,0.0591,-0.0463
1.44,1.128,0.0585,-0.0387
1.46,1.0123,0.0554,-0.0424
1.48,0.7827,0.0516,-0.0431
1.5,0.5866,0.0479,-0.0367
1.52,0.4924,0.0387,-0.0342
1.54,0.4265,0.0299,-0.0324
1.56,0.4006,0.0238,-0.0333
1.58,0.3913,0.0205,-0.0323
1.6,0.3791,0.018,-0.0319
1.62,0.3801,0.017,-0.0308
1.64,0.3887,0.0169,-0.03
1.66,0.4119,0.0185,-0.0288
1.68,0.4777,0.023,-0.0277
1.7,0.5804,0.0273,-0.0274
1.72,0.6889,0.0324,-0.0274
1.74,0.8226,0.0372,-0.0296
1.76,0.9059,0.0423,-0.0348
1.78,0.9732,0.047,-0.0385
1.8,0.9896,0.0519,-0.0411
1.82,0.9145,0.0549,-0.0485
1.84,0.8091,0.0536,-0.0504
1.86,0.7252,0.0468,-0.0506
1.88,0.724,0.0432,-0.0486
1.9,0.8057,0.0447,-0.0456
1.92,0.9918,0.0487,-0.0441
1.94,1.1907,0.0556,-0.0438
1.96,1.3484,0.064,-0.0514
1.98,1.3777,0.0711,-0.07
2,1.2648,0.0746,-0.0764
2.02,1.1345,0.0719,-0.0801
2.04,1.007,0.0628,-0.0795
2.06,0.9303,0.0532,-0.0784
2.08,0.9299,0.044,-0.0782
2.1,0.9192,0.0388,-0.0779
2.12,0.8669,0.0341,-0.0776
2.14,0.806,0.0296,-0.0775
2.16,0.7022,0.0256,-0.0773
2.18,0.5792,0.022,-0.0772
2.2,0.4783,0.0185,-0.0771
2.22,0.4238,0.0147,-0.0768
2.24,0.4046,0.0118,-0.0764
2.26,0.4261,0.0105,-0.076
2.28,0.4647,0.0103,-0.0723
2.3,0.5078,0.0124,-0.0684
2.32,0.5501,0.015,-0.0667
2.34,0.6079,0.0179,-0.0663
2.36,0.7081,0.0215,-0.0658
2.38,0.9443,0.0266,-0.0653
2.4,1.3285,0.0329,-0.0648
2.42,1.5792,0.0393,-0.0654
2.44,1.5277,0.0465,-0.0667
2.46,1.3903,0.0496,-0.067
2.48,1.4122,0.0482,-0.067
2.5,1.5853,0.0474,-0.0666
2.52,1.8296,0.0412,-0.0665
2.54,2.09,0.0383,-0.0667
2.56,2.3418,0.0366,-0.0679
2.58,2.508,0.0335,-0.0696
2.6,2.665,0.0305,-0.0698
2.62,2.7887,0.0305,-0.0696
2.64,3.1004,0.0287,-0.0697
2.66,3.3386,0.0285,-0.0719
2.68,3.4909,0.028,-0.0747
2.7,3.6889,0.0296,-0.0754
2.72,4.0102,0.03,-0.0755
2.74,4.2432,0.0244,-0.0763
2.76,4.3631,0.022,-0.0769
2.78,4.1691,0.0211,-0.0785
2.8,3.8012,0.0252,-0.0787
2.82,3.2623,0.0372,-0.0787
2.84,2.634,0.0389,-0.0787
2.86,2.1793,0.0376,-0.0783
2.88,1.934,0.0406,-0.0777
2.9,2.4654,0.0425,-0.0766
2.92,3.5149,0.0376,-0.0761
2.94,4.2724,0.0277,-0.0784
2.96,4.3998,0.0204,-0.0831
2.98,4.3118,0.0161,-0.0817
3,4.1211,0.0147,-0.0818
3.02,3.8603,0.0144,-0.0814
3.04,3.5437,0.01,-0.0814
3.06,3.3126,0.0086,-0.0812
3.08,3.1932,0.0096,-0.081
3.1,3.0371,0.0115,-0.0809
3.12,2.8585,0.0149,-0.0808
3.14,2.6696,0.019,-0.0807
3.16,2.4609,0.0233,-0.0805
3.18,2.2567,0.0263,-0.0803
3.2,2.0525,0.0283,-0.0802
3.22,1.8033,0.0298,-0.0803
3.24,1.5798,0.0269,-0.0802
3.26,1.3147,0.0303,-0.08
3.28,1.1845,0.0361,-0.0754
3.3,1.0872,0.0385,-0.0679
3.32,0.9899,0.0383,-0.0614
3.34,1.0154,0.0337,-0.0604
3.36,1.2417,0.0313,-0.0592
3.38,1.6393,0.0257,-0.0585
3.4,2.1001,0.0349,-0.0587
3.42,2.2555,0.0384,-0.0619
3.44,2.0286,0.0364,-0.0661
3.46,1.9584,0.0386,-0.0657
3.48,2.0886,0.0406,-0.0638
3.5,2.6125,0.0439,-0.0624
3.52,2.9939,0.0458,-0.0669
3.54,3.048,0.0466,-0.0694
3.56,3.183,0.0462,-0.0709
3.58,3.3731,0.0431,-0.072
3.6,3.4594,0.037,-0.0728
3.62,3.3315,0.0372,-0.0728
3.64,3.0871,0.0403,-0.0721
3.66,2.9565,0.0415,-0.0719
3.68,2.8477,0.0449,-0.0713
3.7,2.8265,0.0483,-0.0708
3.72,3.0389,0.0494,-0.0704
3.74,3.4233,0.0478,-0.0702
3.76,3.6513,0.0431,-0.0703
3.78,3.8341,0.0335,-0.0701
3.8,3.9595,0.0258,-0.0704
3.82,3.8044,0.0246,-0.0707
3.84,3.2727,0.0257,-0.0706
3.86,2.746,0.031,-0.0701
3.88,2.1466,0.0372,-0.0693
3.9,1.8081,0.0374,-0.068
3.92,1.8822,0.0422,-0.066
3.94,2.2763,0.0468,-0.0645
3.96,3.1382,0.0532,-0.0637
3.98,4.0628,0.0593,-0.065
4,4.3314,0.0633,-0.0678
4.02,4.3013,0.0622,-0.0698
4.04,4.1285,0.0569,-0.0705
4.06,4,0.0511,-0.0703
4.08,4.2253,0.0448,-0.07
4.1,4.9326,0.0366,-0.0702
4.12,5.773,0.0317,-0.0709
4.14,6.2172,0.0308,-0.0713
4.16,6.4944,0.0285,-0.0712
4.18,6.7664,0.0222,-0.0712
4.2,6.8983,0.016,-0.0713
4.22,6.8048,0.0161,-0.0719
4.24,6.4841,0.0203,-0.0722
4.26,5.9955,0.0284,-0.0695
4.28,5.4726,0.0353,-0.0579
4.3,4.9499,0.0426,-0.0463
4.32,4.4988,0.0462,-0.044
4.34,4.2413,0.0446,-0.043
4.36,4.136,0.0435,-0.0488
4.38,4.0429,0.0471,-0.0539
4.4,4.4957,0.0454,-0.0544
4.42,5.5136,0.0406,-0.0556
4.44,6.3552,0.0377,-0.0599
4.46,6.695,0.0356,-0.0614
4.48,7.0716,0.0264,-0.0617
4.5,7.5707,0.0227,-0.0621
4.52,7.815,0.0236,-0.0632
4.54,7.6432,0.0253,-0.0652
4.56,7.4895,0.0268,-0.0654
4.58,7.2299,0.027,-0.0658
4.6,6.9049,0.0271,-0.0655
4.62,6.602,0.0283,-0.065
4.64,6.2538,0.0289,-0.0644
4.66,5.8571,0.028,-0.0637
4.68,5.4788,0.0261,-0.063
4.7,5.1186,0.0243,-0.0622
4.72,4.7583,0.0221,-0.0614
4.74,4.4933,0.0207,-0.0605
4.76,4.2921,0.0196,-0.0596
4.78,4.0574,0.0191,-0.0588
4.8,3.8431,0.0194,-0.058
4.82,3.6241,0.0215,-0.0571
4.84,3.43,0.0229,-0.0564
4.86,3.2693,0.0253,-0.0556
4.88,3.1307,0.0232,-0.0549
4.9,3.1484,0.0185,-0.0549
4.92,3.1869,0.0207,-0.0557
4.94,3.0153,0.0225,-0.0603
4.96,2.7231,0.0232,-0.0619
4.98,2.3861,0.0216,-0.0626
5,1.9826,0.0205,-0.0627
5.02,1.6664,0.0272,-0.0627
5.04,1.4311,0.0321,-0.0614
5.06,1.3272,0.0343,-0.0601
5.08,1.2114,0.0366,-0.0585
5.1,1.2792,0.0392,-0.0561
5.12,1.5936,0.0362,-0.0543
5.14,2.0689,0.0302,-0.0541
5.16,2.394,0.0264,-0.0552
5.18,2.5831,0.0315,-0.0564
5.2,2.522,0.0366,-0.0576
5.22,2.2369,0.0402,-0.0584
5.24,1.9081,0.0391,-0.0585
5.26,1.6029,0.0382,-0.0505
5.28,1.6444,0.0331,-0.03
5.3,1.6859,0.0286,-0.0096
5.32,1.6524,0.0255,-0.0197
5.34,1.4616,0.0249,-0.0269
5.36,1.1951,0.0229,-0.0243
5.38,0.925,0.0239,-0.0204
5.4,0.7878,0.0243,-0.0163
5.42,0.7314,0.024,-0.0128
5.44,0.6977,0.0251,-0.0084
5.46,0.7103,0.0292,-0.0049
5.48,0.7713,0.0345,-0.0006
5.5,0.9468,0.0389,0.0044
5.52,1.2985,0.0425,0.0096
5.54,1.8315,0.0406,0.0116
5.56,2.4615,0.0345,-0.004
5.58,2.8609,0.0325,-0.0316
5.6,3.1241,0.0241,-0.0354
5.62,3.3622,0.0153,-0.0356
5.64,3.5653,0.0088,-0.0365
5.66,3.68,0.0087,-0.0435
5.68,3.762,0.012,-0.0461
5.7,3.6331,0.018,-0.048
5.72,3.4151,0.0224,-0.0471
5.74,3.2152,0.0262,-0.0445
5.76,3.1237,0.0262,-0.0413
5.78,3.1532,0.0192,-0.0379
5.8,3.4605,0.014,-0.04
5.82,4.1474,0.0136,-0.0567
5.84,4.9629,0.016,-0.0667
5.86,5.3337,0.0194,-0.0696
5.88,5.4666,0.0218,-0.0696
5.9,5.5663,0.0245,-0.0688
5.92,5.7706,0.028,-0.0673
5.94,6.02,0.0322,-0.0658
5.96,6.2318,0.0363,-0.0637
5.98,6.2397,0.0397,-0.0614
6,6.0552,0.042,-0.0589
6.02,5.7202,0.0459,-0.0562
6.04,5.2095,0.0477,-0.0529
6.06,4.7613,0.0464,-0.0495
6.08,4.4566,0.0413,-0.0453
6.1,4.4165,0.038,-0.0399
6.12,4.4379,0.0394,-0.0364
6.14,4.2775,0.042,-0.0462
6.16,4.0681,0.037,-0.0453
6.18,3.9615,0.0319,-0.0454
6.2,3.896,0.0298,-0.0491
6.22,3.9284,0.0332,-0.0536
6.24,3.9822,0.0296,-0.0576
6.26,3.9847,0.0242,-0.0497
6.28,4.0108,0.0223,-0.0412
6.3,4.0368,0.0235,-0.039
6.32,3.9618,0.0274,-0.0444
6.34,3.9185,0.0288,-0.0442
6.36,3.8982,0.0283,-0.0434
6.38,4.1895,0.0164,-0.0405
6.4,5.1907,0.0159,-0.0391
6.42,6.5131,0.0209,-0.0496
6.44,7.6296,0.0258,-0.055
6.46,8.3227,0.028,-0.056
6.48,8.6285,0.0306,-0.0555
6.5,8.7821,0.0323,-0.0538
6.52,9.3359,0.0346,-0.0507
6.54,10.4923,0.038,-0.0462
6.56,11.6575,0.0411,-0.0432
6.58,12.7547,0.0451,-0.0434
6.6,13.4808,0.0497,-0.0462
6.62,13.8753,0.0538,-0.0465
6.64,14.1689,0.0585,-0.045
6.66,14.2836,0.0644,-0.043
6.68,14.2699,0.0691,-0.0406
6.7,14.2336,0.0735,-0.0373
6.72,14.2201,0.0754,-0.0337
6.74,14.3162,0.0748,-0.0308
6.76,14.3982,0.0732,-0.0274
6.78,14.3524,0.0724,-0.0246
6.8,14.2808,0.0724,-0.0212
6.82,14.4363,0.0721,-0.0187
6.84,14.8361,0.072,-0.0162
6.86,15.1657,0.0726,-0.0137
6.88,15.1669,0.0755,-0.0142
6.9,15.119,0.0778,-0.0179
