Depth,Qc,Fs,u
0.01,0.2528,0,0
0.02,0.1912,0,0.0001
0.03,0.183,0,0.0021
0.04,0.2241,0,0.0011
0.05,0.2487,0,0.0013
0.06,0.2528,0,0.0001
0.07,0.2775,0,0.0001
0.08,0.2487,0,0.0001
0.09,0.2898,0,0.0007
0.1,0.3062,0,0.0005
0.11,0.3637,0,-0.0007
0.12,0.4704,0.0001,0.0003
0.13,0.6756,0,0
0.14,0.7085,0.0003,0.0003
0.15,0.6962,0,-0.0005
0.16,0.5607,0,0.0017
0.17,0.7495,0.0001,0.0022
0.18,0.8316,0.0006,0.0007
0.19,0.8111,0.0005,0.0003
0.2,0.8357,0.0001,0.0021
0.21,0.8891,0.0002,0.0009
0.22,0.8563,0.0003,0.0013
0.23,0.8809,0.0001,0.0001
0.24,0.9958,0.0007,0.0013
0.25,1.0041,0.0002,0.0011
0.26,1.041,0.0006,0.0024
0.27,1.0451,0.0005,0.0017
0.28,1.0656,0.0005,0.0013
0.29,1.1313,0.0004,0.0015
0.3,1.2545,0.0008,0.0015
0.31,1.3119,0.0014,0.0015
0.32,1.2339,0.0008,0.0011
0.33,1.2298,0.0007,0.0019
0.34,1.2175,0.0007,0.0028
0.35,1.2216,0.0009,0.0021
0.36,1.1929,0.0011,0.0021
0.37,1.2216,-0.0001,0.0021
0.38,1.2257,0,0.0021
0.39,1.2504,0,0.0026
0.4,1.2873,0.0001,0.0028
0.41,1.3037,0.0002,0.0026
0.42,1.2996,0.0001,0.0019
0.43,1.3735,0.0001,0.0032
0.44,1.3899,0.0002,0.0026
0.45,1.4926,0.0006,0.0026
0.46,1.5623,0.0008,0.003
0.47,1.4515,0.0005,0.0033
0.48,1.3406,0.0007,0.0035
0.49,1.2298,0.0012,0.0038
0.5,1.472,0.0012,0.003
0.51,1.3571,0.0015,0.0032
0.52,1.5665,0.0027,0.003
0.53,1.7717,0.0013,0.0042
0.54,1.8866,0.0016,0.0036
0.55,1.9564,0.0036,0.0034
0.56,2.0221,0.002,0.0038
0.57,1.9934,0.0018,0.0049
0.58,2.1699,0.0015,0.0036
0.59,2.2068,0.0013,0.0038
0.6,2.2972,0.0013,0.0051
0.61,2.33,0.0013,0.0034
0.62,2.252,0.002,0.004
0.63,2.3136,0.0051,0.003
0.64,2.3095,0.0026,0.0038
0.65,2.3423,0.0038,0.0034
0.66,2.4299,0.0041,0.0037
0.67,2.5174,0.0027,0.0039
0.68,2.605,0.0026,0.0042
0.69,2.7446,0.002,0.0066
0.7,2.8103,0.002,0.0053
0.71,2.7569,0.002,0.0053
0.72,2.798,0.0018,0.0055
0.73,2.8185,0.0014,0.0053
0.74,2.7898,0.0011,0.0026
0.75,2.8185,0.0011,0.0061
0.76,2.876,0.0013,0.0053
0.77,2.917,0.0012,0.0059
0.78,3.0935,0.0018,0.0068
0.79,3.1223,0.0026,0.0053
0.8,3.073,0.0022,0.0059
0.81,3.1715,0.0021,0.0063
0.82,3.2536,0.0026,0.0089
0.83,3.3111,0.0026,0.0059
0.84,3.2947,0.0021,0.0065
0.85,3.2331,0.0024,0.0061
0.86,3.2167,0.0023,0.0066
0.87,2.8637,0.0028,0.0072
0.88,2.9909,0.002,0.0065
0.89,2.954,0.0062,0.0065
0.9,2.8719,0.0054,0.0072
0.91,2.8103,0.0027,0.0076
0.92,2.6912,0.0024,0.0063
0.93,2.6338,0.0048,0.0072
0.94,2.605,0.0046,0.0095
0.95,2.6215,0.0034,0.008
0.96,2.5763,0.0027,0.0065
0.97,2.5188,0.0027,0.0076
0.98,2.5353,0.0028,0.0074
0.99,2.4942,0.0033,0.0072
1,2.5435,0.0032,0.0078
1.01,2.5558,0.0038,0.008
1.02,2.5065,0.0058,0.0078
1.03,2.5024,0.0039,0.0072
1.04,2.564,0.004,0.0086
1.05,2.5886,0.0027,0.0086
1.06,2.6543,0.0038,0.0082
1.07,2.6543,0.0041,0.0088
1.08,2.7364,0.0037,0.0088
1.09,2.8185,0.0031,0.0099
1.1,2.761,0.0021,0.0095
1.11,2.8472,0.0018,0.0089
1.12,3.0114,0.0026,0.0072
1.13,3.0935,0.0021,0.0072
1.14,3.1223,0.002,0.0101
1.15,3.2044,0.0061,0.0084
1.16,3.1633,0.0055,0.0107
1.17,3.2044,0.0046,0.0103
1.18,3.1592,0.0063,0.0103
1.19,3.2906,0.0032,0.0097
1.2,3.1305,0.0028,0.0099
1.21,3.11,0.0048,0.0105
1.22,3.2988,0.0041,0.0101
1.23,3.2454,0.004,0.0107
1.24,3.1715,0.0034,0.0107
1.25,2.9622,0.0037,0.011
1.26,2.9499,0.0041,0.0107
1.27,2.9909,0.0056,0.0112
1.28,2.954,0.0036,0.0101
1.29,2.9047,0.0067,0.011
1.3,2.8431,0.0055,0.0128
1.31,2.8349,0.0046,0.0112
1.32,2.6748,0.0052,0.0118
1.33,2.7939,0.005,0.0118
1.34,2.7898,0.0043,0.0118
1.35,2.6666,0.0038,0.0118
1.36,2.6461,0.0037,0.0132
1.37,2.527,0.0046,0.0124
1.38,2.5188,0.0034,0.0126
1.39,2.4326,0.0042,0.0141
1.4,2.3464,0.0026,0.0137
1.41,2.2602,0.0025,0.0128
1.42,2.174,0.0024,0.0135
1.43,2.0837,0.0026,0.013
1.44,2.1124,0.0026,0.0145
1.45,2.0303,0.0027,0.013
1.46,2.0262,0.0024,0.0133
1.47,1.899,0.0033,0.0132
1.48,1.8579,0.0028,0.0143
1.49,1.8538,0.0058,0.0132
