Depth,Qc,Fs,u
0.02,2.717,0.0017,0.0238
0.04,3.088,0.003,-0.0082
0.06,3.088,0.0045,-0.0065
0.08,3.141,0.0058,-0.0056
0.1,3.052,0.0079,-0.0053
0.12,2.976,0.0094,-0.0049
0.14,2.861,0.0137,-0.004
0.16,2.708,0.0157,-0.004
0.18,2.567,0.0168,-0.0043
0.2,2.523,0.0168,-0.0045
0.22,2.54,0.0176,-0.0039
0.24,2.643,0.0176,-0.0036
0.26,2.794,0.0178,-0.0034
0.28,2.92,0.0168,-0.0032
0.3,3.128,0.0166,-0.0034
0.32,3.128,0.0171,-0.0042
0.34,3.218,0.0176,-0.0038
0.36,3.299,0.0174,-0.0036
0.38,3.355,0.0174,-0.0037
0.4,3.416,0.0163,-0.0036
0.42,3.544,0.0161,-0.0035
0.44,3.657,0.0152,-0.004
0.46,3.572,0.0152,-0.0041
0.48,3.459,0.0162,-0.0038
0.5,3.536,0.0156,-0.0035
0.52,3.697,0.0159,-0.0036
0.54,3.646,0.0156,-0.0034
0.56,3.678,0.0169,-0.0037
0.58,3.678,0.0177,-0.004
0.6,4.071,0.0162,-0.0036
0.62,5.164,0.0159,-0.0031
0.64,5.562,0.02,-0.0034
0.66,5.902,0.0229,-0.0033
0.68,6.036,0.0231,-0.0031
0.7,6.256,0.0277,-0.0037
0.72,6.079,0.0277,-0.0037
0.74,5.959,0.0302,-0.0037
0.76,5.952,0.0345,-0.0034
0.78,6.12,0.0349,-0.0035
0.8,6.267,0.0363,-0.0029
0.82,6.492,0.0414,-0.0032
0.84,6.492,0.0482,-0.0039
0.86,6.574,0.0489,-0.0037
0.88,6.442,0.0505,-0.0039
0.9,6.528,0.0516,-0.0037
0.92,6.457,0.054,-0.0038
0.94,6.347,0.0505,-0.0039
0.96,6.024,0.0484,-0.0049
0.98,5.907,0.0484,-0.0049
1,5.744,0.0478,-0.0048
1.02,5.585,0.045,-0.0042
1.04,5.423,0.0422,-0.0042
1.06,5.445,0.04,-0.004
1.08,4.431,0.0354,-0.0041
1.1,5.233,0.0256,-0.0041
1.12,5.366,0.0243,-0.004
1.14,5.837,0.0228,-0.0044
1.16,6.066,0.0228,-0.0043
1.18,6.381,0.0252,-0.0042
1.2,6.381,0.0337,-0.004
1.22,6.268,0.0373,-0.0041
1.24,6.268,0.0424,-0.0046
1.26,5.55,0.0449,-0.0046
1.28,5.55,0.045,-0.0049
1.3,5.122,0.0468,-0.0048
1.32,4.789,0.0417,-0.0046
1.34,4.66,0.0381,-0.0045
1.36,4.62,0.0357,-0.0043
1.38,4.633,0.0335,-0.0045
1.4,4.438,0.0259,-0.0051
1.42,4.438,0.0259,-0.0053
1.44,4.138,0.0199,-0.0049
1.46,4.138,0.0188,-0.0046
1.48,3.982,0.0176,-0.0048
1.5,3.982,0.0153,-0.0046
