Depth,Qc,Fs,u
0.01,0.042,0.005,0
0.02,0.238,0.009,0.008
0.03,0.416,0.009,0.018
0.04,0.594,0.014,0.019
0.05,0.679,0.017,0.011
0.06,0.841,0.02,0.008
0.07,0.925,0.021,0.003
0.08,1.027,0.024,0.002
0.09,1.095,0.025,0.001
0.1,1.146,0.03,0.001
0.11,1.231,0.035,-0.005
0.12,1.282,0.036,-0.001
0.13,1.316,0.04,-0.001
0.14,1.35,0.042,-0.003
0.15,1.35,0.045,-0.011
0.16,1.316,0.047,-0.026
0.17,1.316,0.048,-0.029
0.18,1.299,0.05,-0.033
0.19,1.282,0.053,-0.023
0.2,1.274,0.053,-0.018
0.21,1.282,0.056,-0.013
0.22,1.274,0.057,-0.006
0.23,1.274,0.057,-0.003
0.24,1.282,0.057,0.001
0.25,1.299,0.057,0.017
0.26,1.308,0.056,0.022
0.27,1.325,0.057,0.025
0.28,1.341,0.058,0.028
0.29,1.358,0.058,0.029
0.3,1.358,0.059,0.029
0.31,1.375,0.059,0.029
0.32,1.384,0.06,0.03
0.33,1.401,0.06,0.031
0.34,1.409,0.062,0.028
0.35,1.418,0.063,0.028
0.36,1.443,0.063,0.026
0.37,1.443,0.064,0.027
0.38,1.443,0.065,0.03
0.39,1.452,0.065,0.031
0.4,1.452,0.067,0.032
0.41,1.452,0.068,0.033
0.42,1.452,0.069,0.035
0.43,1.443,0.069,0.034
0.44,1.443,0.07,0.034
0.45,1.452,0.07,0.033
0.46,1.452,0.07,0.032
0.47,1.46,0.07,0.033
0.48,1.469,0.07,0.033
0.49,1.452,0.07,0.032
0.5,1.46,0.072,0.033
0.51,1.46,0.072,0.036
0.52,1.477,0.072,0.037
0.53,1.477,0.072,0.037
0.54,1.486,0.072,0.038
0.55,1.494,0.071,0.038
0.56,1.503,0.069,0.038
0.57,1.511,0.069,0.038
0.58,1.511,0.068,0.038
0.59,1.528,0.068,0.039
0.6,1.537,0.069,0.038
0.61,1.537,0.068,0.039
0.62,1.528,0.067,0.04
0.63,1.537,0.068,0.041
0.64,1.545,0.068,0.041
0.65,1.562,0.068,0.042
0.66,1.579,0.068,0.041
0.67,1.579,0.068,0.041
0.68,1.579,0.068,0.04
0.69,1.571,0.067,0.041
0.7,1.579,0.066,0.041
0.71,1.588,0.066,0.041
0.72,1.588,0.066,0.042
0.73,1.588,0.065,0.043
0.74,1.588,0.065,0.043
0.75,1.588,0.064,0.043
0.76,1.588,0.064,0.044
0.77,1.588,0.064,0.045
0.78,1.605,0.061,0.046
0.79,1.605,0.061,0.048
0.8,1.622,0.059,0.049
0.81,1.647,0.057,0.05
0.82,1.656,0.056,0.052
0.83,1.664,0.055,0.053
0.84,1.664,0.055,0.053
0.85,1.664,0.054,0.054
0.86,1.664,0.054,0.055
0.87,1.673,0.054,0.055
0.88,1.673,0.053,0.056
0.89,1.681,0.051,0.056
0.9,1.673,0.051,0.058
0.91,1.681,0.042,0.057
0.92,1.673,0.042,0.056
0.93,1.664,0.042,0.056
0.94,1.656,0.042,0.057
0.95,1.647,0.042,0.058
0.96,1.656,0.043,0.059
0.97,1.664,0.042,0.062
0.98,1.673,0.043,0.063
0.99,1.673,0.044,0.065
1,1.647,0.045,0.108
1.01,1.639,0.046,0.109
1.02,1.613,0.048,0.111
1.03,1.605,0.047,0.113
1.04,1.588,0.046,0.114
1.05,1.571,0.046,0.116
1.06,1.571,0.047,0.115
1.07,1.562,0.047,0.114
1.08,1.545,0.047,0.116
