Depth,Qc,Fs,u
0,0.0134,0,0
0.02,0.5318,0,0.0065
0.04,1.3445,0,0.0036
0.06,1.8988,0.0287,0.0064
0.08,2.1704,0.0304,0.0013
0.1,2.2511,0.0309,0.001
0.12,2.2534,0.0303,-0.0001
0.14,2.2875,0.0299,-0.0003
0.16,2.4073,0.029,0.0006
0.18,2.6954,0.0291,0.0015
0.2,2.9723,0.0296,0.0004
0.22,3.1463,0.0299,-0.0012
0.24,3.282,0.0287,-0.0011
0.26,3.4743,0.0258,-0.0008
0.28,3.7091,0.0241,-0.0008
0.3,3.8822,0.0252,-0.0011
0.32,4.0309,0.0273,-0.0012
0.34,4.1698,0.0291,-0.0013
0.36,4.2533,0.0309,-0.0014
0.38,4.281,0.0332,-0.0015
0.4,4.2389,0.0357,-0.0014
0.42,4.1532,0.0379,-0.0017
0.44,4.0352,0.0404,-0.0016
0.46,3.882,0.0442,-0.0018
0.48,3.6881,0.0487,-0.002
0.5,3.4345,0.0531,-0.0018
0.52,3.0669,0.0578,-0.0021
0.54,2.6672,0.0627,-0.0021
0.56,2.38,0.066,-0.0016
0.58,2.1936,0.0656,-0.0002
0.6,2.0848,0.0652,-0.0004
0.62,1.896,0.0648,0.0002
0.64,1.7228,0.0633,0.0044
0.66,1.6886,0.0609,0.0044
0.68,1.7089,0.0598,-0.0042
0.7,1.7384,0.0615,-0.0129
0.72,1.7679,0.0623,-0.0216
0.74,1.755,0.061,-0.0305
0.76,1.6944,0.0589,-0.0334
0.78,1.6362,0.0566,-0.0345
0.8,1.5715,0.0538,-0.0342
0.82,1.4814,0.0513,-0.0344
0.84,1.3832,0.0485,-0.0342
0.86,1.2778,0.0454,-0.0337
0.88,1.1563,0.0411,-0.0336
0.9,1.0428,0.0368,-0.0334
0.92,0.9565,0.0309,-0.0331
0.94,0.9054,0.0279,-0.0327
0.96,0.8726,0.0248,-0.0324
0.98,0.8125,0.023,-0.032
1,0.7522,0.0242,-0.0299
1.02,0.7193,0.028,-0.0298
