Depth,Qc,Fs,u,Hegazy Vs,Andrus-H Vs,Andrus-P Vs,Rob Vs,Mc15 Vs,Mc18 Vs
0.01,0.0126,0.0,-0.0006,,,,,,
0.02,0.0329,0.0,-0.0004,,,,,,
0.03,0.0288,0.0003,-0.0008,3756.1721585864034,21.817598165823682,26.560554288828833,234.9954724050931,10.19086654262379,37.402161434089464
0.04,0.1509,0.0009,-0.0008,,,,,,
0.05,0.2242,0.0017,-0.0008,5933.404874990904,41.99302585987834,51.12194452506928,372.14937706313765,18.2284722851284,54.14423597356261
0.06,0.3097,0.0018,-0.0004,,,,,,
0.07,0.3911,0.0023,-0.0012,3775.346996263884,50.5498060350516,61.53889430354108,347.67284561564946,22.23657696572592,61.5711277156647
0.08,0.5172,0.0033,-0.0049,,,,,,
0.09,0.5946,0.0024,-0.0012,1957.3168302850167,57.39276307859896,69.86945070438135,279.52547338062425,25.418104449675813,66.18199218942257
0.1,0.7655,0.0027,-0.001,,,,,,
0.11,0.7452,0.0035,-0.0006,1548.5894965631976,62.80150552812958,76.45400672989689,263.17899296275766,28.64771101229191,73.25137303446851
0.12,0.8347,0.006,-0.0004,,,,,,
0.13,0.9324,0.0073,-0.0008,1602.0321687843539,69.8339464422078,85.01523914703559,276.70178779179207,32.943716996679825,84.21596939862303
0.14,1.14,0.0109,0.0,,,,,,
0.15,1.2702,0.0127,-0.002,1489.5013875970626,78.30924795234789,95.33299750720613,279.1586573097285,37.527055149518056,94.05328771093993
0.16,1.8074,0.0148,-0.0016,,,,,,
0.17,2.1086,0.019,-0.0028,1097.6360868723887,89.95857247097756,109.51478387771182,259.1186528991935,43.21896250021117,102.68307309399272
0.18,2.1045,0.0218,-0.0004,,,,,,
0.19,2.2836,0.0246,-0.0012,1125.6418100890742,94.41216708302957,114.93655123151426,266.8970194560526,46.068091728146065,109.28480171539952
0.2,2.4301,0.0303,-0.0006,,,,,,
0.21,2.6174,0.0333,-0.002,1154.5078637688728,100.42271031273692,122.2537342937667,275.80508556667513,49.53714265005706,116.7054737888222
0.22,2.6499,0.038,-0.0014,,,,,,
0.23,2.6418,0.0401,-0.0022,1234.5664916480246,103.4220964768075,125.9051609282874,286.6241776625554,51.66456000344709,122.35105707909749
0.24,2.6011,0.0427,-0.0006,,,,,,
0.25,2.6092,0.0458,-0.0024,1301.8629845897706,105.53553749802514,128.47804564976974,295.230691981717,53.367153789191576,127.12566691149571
0.26,2.5075,0.0478,-0.0016,,,,,,
