Depth,Qc,Fs,u
0,0.2685,0,0
0.02,13.056,0,0.0001
0.04,35.0535,0,0.0002
0.06,34.1755,0.0178,-0.0016
0.08,20.1656,0.0415,-0.0007
0.1,18.4992,0.0213,-0.0002
0.12,20.761,0.0237,0.0002
0.14,20.5132,0.0377,-0.0002
0.16,19.981,0.094,0.0003
0.18,17.9073,0.1644,-0.0003
0.2,19.3483,0.1969,-0.0007
0.22,21.3564,0.1767,-0.0001
0.24,22.93,0.1347,-0.0001
0.26,25.2166,0.137,-0.0002
0.28,26.7032,0.0262,-0.0002
0.3,27.4123,0.0136,-0.0004
0.32,26.7318,0.1406,-0.001
0.34,24.0391,0.2682,-0.0013
0.36,20.5338,0.258,-0.0011
0.38,7.6,0.217,-0.0011
0.4,0.7705,0.2344,-0.0012
0.42,2.3789,0.0825,-0.0012
0.44,8.8409,0.0883,-0.0012
0.46,9.0146,0.0958,-0.0009
0.48,8.2419,0.0987,-0.0009
0.5,6.5466,0.0935,-0.0007
0.52,5.0797,0.0812,-0.0006
0.54,4.3469,0.0767,-0.0006
0.56,3.6087,0.0773,-0.0005
0.58,3.0667,0.0892,0.0096
0.6,2.9778,0.092,0.0137
0.62,2.8765,0.0883,-0.0109
0.64,3.2326,0.0836,-0.0465
0.66,3.4128,0.0807,-0.0578
0.68,2.5933,0.071,-0.0537
0.7,2.3139,0.0593,-0.0547
0.72,2.2441,0.0522,-0.0583
0.74,2.1083,0.0414,-0.0599
0.76,2.0704,0.0302,-0.0631
0.78,2.0853,0.0188,-0.0658
0.8,2.1397,0.0156,-0.0669
0.82,2.2354,0.0156,-0.0627
0.84,2.3576,0.0147,-0.0622
0.86,2.3729,0.0132,-0.0622
0.88,2.2825,0.0116,-0.062
0.9,2.202,0.0116,-0.0616
0.92,2.1851,0.0151,-0.0627
0.94,2.0567,0.0163,-0.0625
0.96,2.0137,0.015,-0.0622
0.98,1.9296,0.0139,-0.0619
1,1.8863,0.0137,-0.0614
1.02,1.8488,0.0158,-0.0618
1.04,1.7774,0.0192,-0.0579
1.06,1.6434,0.0215,-0.0473
1.08,1.5094,0.0218,-0.0383
1.1,1.4208,0.0205,-0.0383
1.12,1.3562,0.0188,-0.0416
1.14,1.3123,0.0192,-0.0456
1.16,1.3034,0.0211,-0.0482
1.18,1.2829,0.0217,-0.0498
1.2,1.2419,0.0182,-0.0499
1.22,1.2135,0.0147,-0.0498
1.24,1.2005,0.018,-0.05
1.26,1.1837,0.0204,-0.0517
1.28,1.1488,0.021,-0.0537
1.3,1.1574,0.0213,-0.0501
1.32,1.1875,0.0225,-0.0465
1.34,1.1891,0.0221,-0.0513
1.36,1.159,0.02,-0.0536
1.38,1.1207,0.0165,-0.0544
1.4,1.1592,0.0146,-0.0557
1.42,1.2357,0.0148,-0.0564
1.44,1.2823,0.0156,-0.0577
1.46,1.2715,0.0167,-0.0583
1.48,1.2396,0.0176,-0.0577
1.5,1.1857,0.0185,-0.0572
1.52,1.0901,0.0186,-0.0568
1.54,0.9913,0.0198,-0.0567
1.56,0.9046,0.019,-0.0566
1.58,0.8252,0.0173,-0.0561
1.6,0.7653,0.0149,-0.0553
1.62,0.6992,0.0125,-0.0545
1.64,0.6976,0.0097,-0.0535
1.66,0.7001,0.0087,-0.0526
1.68,0.6484,0.0103,-0.0517
1.7,0.5372,0.0152,-0.051
1.72,0.442,0.0262,-0.0485
1.74,0.4533,0.0384,-0.0438
1.76,0.7177,0.0503,-0.0378
1.78,1.0844,0.0622,-0.0309
1.8,1.3326,0.0752,-0.025
1.82,1.2877,0.0871,-0.0309
1.84,1.1137,0.0966,-0.0398
1.86,0.9781,0.1033,-0.0406
1.88,0.8386,0.105,-0.0379
1.9,0.7759,0.106,-0.0336
1.92,0.9477,0.1065,-0.0308
1.94,1.2249,0.1053,-0.0352
1.96,1.0454,0.1019,-0.0603
1.98,0.8327,0.0927,-0.0599
2,0.7783,0.0847,-0.055
2.02,0.7305,0.0771,-0.0528
2.04,0.7361,0.073,-0.0532
2.06,0.7359,0.0723,-0.0531
2.08,0.6255,0.0698,-0.0521
2.1,0.5872,0.0654,-0.0445
2.12,0.5831,0.0637,-0.0347
2.14,0.5514,0.0574,-0.0312
2.16,0.4752,0.0578,-0.026
2.18,0.5131,0.0591,-0.0194
2.2,0.5947,0.0624,-0.015
2.22,0.5978,0.0645,-0.0146
2.24,0.4007,0.0622,0.0032
2.26,0.3716,0.0597,0.012
2.28,0.401,0.059,0.0143
2.3,0.4253,0.0582,-0.0006
2.32,0.4429,0.0552,-0.0125
2.34,0.3858,0.0525,-0.0032
2.36,0.3161,0.0503,0.0008
2.38,0.3208,0.0482,0.0073
2.4,0.3128,0.0451,0.0149
2.42,0.2937,0.043,0.0222
2.44,0.2834,0.0413,0.0256
2.46,0.256,0.0385,0.0325
2.48,0.2264,0.0346,0.0394
2.5,0.2018,0.0299,0.0466
2.52,0.1753,0.0255,0.0513
2.54,0.1572,0.0215,0.055
2.56,0.1427,0.0183,0.057
2.58,0.1239,0.016,0.0589
2.6,0.122,0.015,0.0696
2.62,0.1386,0.0146,0.0809
2.64,0.147,0.0146,0.0937
2.66,0.148,0.0148,0.0991
2.68,0.1525,0.016,0.1028
2.7,0.1601,0.0199,0.1079
2.72,0.1686,0.0245,0.1191
2.74,0.1806,0.0278,0.1272
2.76,0.199,0.0305,0.1143
2.78,0.2231,0.0317,0.0769
2.8,0.2326,0.0329,0.0613
2.82,0.2133,0.0337,0.0583
2.84,0.1861,0.0318,0.0576
2.86,0.1613,0.0287,0.0615
2.88,0.1443,0.0257,0.0696
2.9,0.139,0.024,0.0793
2.92,0.141,0.0257,0.0966
2.94,0.157,0.0285,0.1122
2.96,0.2051,0.0327,0.1241
2.98,0.2881,0.0374,0.114
3,0.3698,0.0438,0.0859
3.02,0.3798,0.0495,0.0708
3.04,0.3646,0.0534,0.0604
3.06,0.3818,0.0556,0.0615
3.08,0.4113,0.0575,0.0623
3.1,0.4489,0.0584,0.0568
3.12,0.5145,0.0601,0.0349
3.14,0.5366,0.0589,0.0191
3.16,0.5077,0.0582,0.0156
3.18,0.4586,0.0558,0.0149
3.2,0.5666,0.0535,0.0198
3.22,0.9143,0.0555,0.0095
3.24,1.0443,0.0556,-0.0262
3.26,0.9846,0.0551,-0.0084
3.28,0.7465,0.054,-0.0036
3.3,0.5028,0.0522,0.0011
3.32,0.3417,0.0487,0.002
3.34,0.2811,0.0414,0.0108
3.36,0.2376,0.037,0.0175
3.38,0.2306,0.0331,0.0245
3.4,0.2394,0.0292,0.0298
3.42,0.227,0.0262,0.0343
3.44,0.2143,0.0238,0.0373
3.46,0.1893,0.0216,0.043
3.48,0.1674,0.0192,0.0625
3.5,0.1455,0.0167,0.0819
3.52,0.1294,0.0142,0.088
3.54,0.1252,0.0136,0.0896
3.56,0.1252,0.0131,0.0916
3.58,0.132,0.0129,0.0937
3.6,0.1478,0.013,0.0957
3.62,0.173,0.0129,0.0958
3.64,0.1889,0.0131,0.0922
3.66,0.2143,0.0128,0.0869
3.68,0.2244,0.0127,0.0807
3.7,0.2184,0.0134,0.0756
3.72,0.2218,0.0151,0.0724
3.74,0.2344,0.0155,0.0734
3.76,0.2626,0.0159,0.0732
3.78,0.2981,0.0177,0.0726
3.8,0.3441,0.0192,0.071
3.82,0.3858,0.019,0.0697
3.84,0.42,0.0184,0.0431
3.86,0.4014,0.0176,0.0306
3.88,0.3171,0.0155,0.0343
3.9,0.2298,0.014,0.0362
3.92,0.2105,0.0138,0.036
3.94,0.1696,0.0123,0.0388
3.96,0.1316,0.0109,0.0438
3.98,0.1108,0.0105,0.0695
4,0.1002,0.0107,0.0926
4.02,0.1108,0.0108,0.0966
4.04,0.1447,0.0107,0.1001
4.06,0.1558,0.0105,0.1028
4.08,0.1618,0.0102,0.1009
4.1,0.1501,0.0105,0.0978
4.12,0.133,0.0114,0.0985
4.14,0.1236,0.0122,0.0989
4.16,0.1299,0.0117,0.1015
4.18,0.1311,0.0107,0.1025
4.2,0.1423,0.0109,0.0993
4.22,0.1495,0.0127,0.0992
4.24,0.1666,0.0136,0.1032
4.26,0.2151,0.014,0.1051
4.28,0.312,0.014,0.0742
4.3,0.3759,0.0152,0.058
