Depth,Qc,Fs,u
0.02,0.581,0.0001,0.0083
0.04,0.536,0.0005,0.0046
0.06,0.648,0.0019,0.0187
0.08,0.736,0.0019,0.0187
0.1,0.826,0.0072,-0.02
0.12,0.862,0.0072,-0.02
0.14,0.884,0.0132,-0.0284
0.16,0.907,0.0132,-0.0284
0.18,1.01,0.0151,-0.028
0.2,1.01,0.0151,-0.0267
0.22,1.052,0.0151,-0.0264
0.24,1.052,0.0145,-0.0294
0.26,0.989,0.0135,-0.0312
0.28,0.989,0.0125,-0.0175
0.3,1.078,0.0117,-0.0174
0.32,1.078,0.0111,-0.0157
0.34,1.124,0.0104,-0.0154
0.36,1.183,0.01,-0.0152
0.38,1.225,0.01,-0.0152
0.4,1.291,0.009,-0.0119
0.42,1.322,0.009,-0.0119
0.44,1.356,0.0097,-0.0093
0.46,1.356,0.0097,-0.0092
0.48,1.364,0.0095,-0.0095
0.5,1.364,0.0091,-0.01
0.52,1.309,0.0087,-0.0108
0.54,1.309,0.0086,-0.0079
0.56,1.293,0.0086,-0.0085
0.58,1.293,0.0085,-0.01
0.6,1.291,0.0085,-0.0104
0.62,1.278,0.0082,-0.0114
0.64,1.255,0.0081,-0.0122
0.66,1.208,0.0079,-0.0147
0.68,1.169,0.0077,-0.0158
0.7,1.074,0.007,-0.0166
0.72,1.013,0.007,-0.0182
0.74,0.921,0.0069,-0.019
0.76,0.921,0.007,-0.0196
0.78,0.792,0.0069,-0.0199
0.8,0.792,0.0065,-0.0193
0.82,0.63,0.0062,-0.0189
0.84,0.63,0.0044,-0.0177
0.86,0.586,0.0038,-0.0157
0.88,0.572,0.0028,-0.0123
0.9,0.592,0.0027,-0.0098
0.92,0.633,0.0032,-0.0058
0.94,0.671,0.0033,-0.004
0.96,0.791,0.0031,-0.0038
0.98,0.845,0.0031,-0.0036
1,0.848,0.003,-0.0105
1.02,0.811,0.0025,-0.0189
1.04,0.75,0.0027,-0.0272
1.06,0.697,0.0056,-0.0319
1.08,0.661,0.0081,-0.0322
1.1,0.661,0.0105,-0.034
1.12,0.632,0.0114,-0.015
1.14,0.555,0.0108,-0.0132
1.16,0.507,0.0088,-0.0163
1.18,0.571,0.0087,-0.0121
1.2,0.69,0.0084,-0.0121
1.22,0.743,0.0098,-0.0083
1.24,0.699,0.0098,-0.0083
1.26,0.665,0.0095,-0.002
1.28,0.691,0.0095,-0.002
1.3,0.824,0.0085,0.0089
1.32,0.904,0.0085,0.0089
1.34,1.027,0.008,0.0084
1.36,1.027,0.008,0.0105
1.38,1.169,0.009,0.0131
1.4,1.169,0.0108,0.0222
1.42,1.34,0.0116,0.0289
1.44,1.34,0.0133,0.0425
1.46,1.412,0.0157,0.0588
1.48,1.608,0.0173,0.091
