d,vs
1,268.2
2,208.7
3,163.4
4,173.5
5,190.1
6,197
7,174.4
8,182
9,130.1
10,140.5
11,166.7
12,193.6
13,189.4
14,154.7
15,145.9
16,170.1
17,267.3
18,187.2
19,177.9
20,208.3
21,201.5
22,183.8
23,224.4
24,193.8
25,213.3
26,235.8
26.53,238.4
