Depth,Qc,Fc,u,Hegazy Vs,Andrus-H Vs,Andrus-P Vs,Rob Vs,Mc15 Vs,Mc18 Vs,Ic
0.01,0.19,0.009,0.0,9060.357746901484,35.78082374528619,43.55926368991362,423.3488495259137,13.066536014921455,44.69655574463539,3.7117289477582904
0.02,0.4,0.011,0.0019,,,,,,,3.7117289477582904
0.03,0.94,0.0096,0.0013,5087.865754432836,59.2909162574184,72.18024587859632,403.80884833009225,22.444836963196916,60.22375619682212,2.783013467931931
0.04,1.09,0.0115,0.0032,,,,,,,2.783013467931931
0.05,1.23,0.0135,0.0059,2986.1535424101426,68.15847342113926,82.97553286051736,346.0007369033444,27.662760904149376,71.78072727307732,2.6932382141354134
0.06,1.26,0.013,0.0038,,,,,,,2.6932382141354134
0.07,1.39,0.0138,0.0035,2053.856740067121,72.89120163631243,88.7371150355108,307.4492512869143,30.97128135680319,78.45346874946634,2.625951029767479
0.08,1.58,0.0153,0.0044,,,,,,,2.625951029767479
0.09,1.78,0.0192,0.0053,1686.2211028431611,80.68689602494707,98.22752559558774,295.0210990718282,35.37298606092106,87.43098638018932,2.548773574408411
0.1,2.3,0.0214,0.0046,,,,,,,2.548773574408411
0.11,2.45,0.0251,0.005,1307.4742446473217,89.43198583187298,108.87372188228017,276.80761888947666,40.044034282883416,95.47057045619964,2.4174405534492216
0.12,2.38,0.0291,0.0037,,,,,,,2.4174405534492216
0.13,2.77,0.0376,0.0037,1426.258804941194,96.56512452343519,117.55754289809502,294.7219232416288,44.152139459271936,105.05970903334489,2.4373463901051298
0.14,2.92,0.0388,0.0069,,,,,,,2.4373463901051298
0.15,3.0,0.04,0.0031,1273.8799388202922,100.18565918809149,121.96515031593748,286.7620545458447,46.71406201915789,109.87764435821249,2.404251629638558
0.16,3.02,0.0488,0.0053,,,,,,,2.404251629638558
0.17,3.01,0.0546,0.0031,1510.3558058756078,104.82364326945246,127.61139180628994,311.6792489396972,49.65730980499882,118.09724546987414,2.480351322976524
0.18,2.94,0.0629,0.0036,,,,,,,2.480351322976524
0.19,2.82,0.0668,0.0027,1764.3384849066335,107.1120959838677,130.39733424123025,334.0882800675744,51.5945277965745,124.63419127079736,2.5733074335564843
0.2,2.67,0.0714,-0.0003,,,,,,,2.5733074335564843
0.21,2.79,0.0759,0.0015,1855.8998369592275,109.57446844222248,133.39500506009693,343.8347876240632,53.53303421835855,129.96013055260025,2.6145752692427044
0.22,2.85,0.0819,0.0003,,,,,,,2.6145752692427044
0.23,2.8,0.0839,0.0,1894.1804453350444,111.96828141434624,136.30921215659544,349.512134596739,55.391249338825595,134.73329232080647,2.6401428983508177
0.24,2.71,0.0859,-0.0002,,,,,,,2.6401428983508177
0.25,2.63,0.0876,-0.0011,1956.4607396451152,112.29185445301759,136.70312716019532,354.6914773761155,56.3827967085809,138.31579712016384,2.6905680091753137
0.26,2.58,0.0896,-0.0014,,,,,,,2.6905680091753137
0.27,2.55,0.0902,-0.0005,1949.6094253647675,113.02232300081651,137.59239321838533,355.3465844805265,57.48583950525095,141.54027496480163,2.7177282994679897
0.28,2.5,0.0942,-0.0025,,,,,,,2.7177282994679897
0.29,2.31,0.0966,-0.0036,2125.341900191179,112.61563424104214,137.09729385866,366.9740760591927,58.14035684948328,145.30621959574472,2.797766268665924
0.3,2.2,0.0969,-0.0035,,,,,,,2.797766268665924
0.31,2.08,0.0954,-0.0037,2174.985353542251,111.09821353662089,135.24999908806024,368.7658557953833,58.28006255253753,147.4243499007573,2.858464161941171
0.32,1.92,0.0952,-0.0023,,,,,,,2.858464161941171
0.33,1.82,0.0948,-0.005,2287.424426601984,108.92731887983237,132.6071708102307,373.54022042619977,58.14201383971161,149.5042003163896,2.9384918718947217
0.34,1.73,0.0946,-0.0057,,,,,,,2.9384918718947217
0.35,1.58,0.0925,-0.0034,2361.900203378358,106.32064439059108,129.43382795376306,374.7425680458795,57.79165393397758,151.10452094464802,3.0181275396960854
0.36,1.54,0.0915,-0.0058,,,,,,,3.0181275396960854
0.37,1.49,0.0912,-0.0079,2255.8781557683174,105.63815935774022,128.60297660942288,365.9106798207096,58.129461068632686,152.89585045840178,3.050021959576489
0.38,1.45,0.0904,-0.0057,,,,,,,3.050021959576489
0.39,1.41,0.0908,-0.0023,2167.146655717633,105.01928171782846,127.84956035213901,358.1106217411733,58.49819440240306,154.79412825192293,3.08258400679794
0.4,1.39,0.09,-0.003,,,,,,,3.08258400679794
0.41,1.37,0.0881,-0.0025,2056.1301660790045,104.75847400167422,127.53205530638601,350.3024451403092,58.92403750195284,156.1178894523303,3.091603571136338
0.42,1.36,0.0847,-0.003,,,,,,,3.091603571136338
0.43,1.36,0.0834,-0.0026,1927.0403930594343,104.73167721215552,127.49943312784151,342.2338920121107,59.37565843277745,156.87980801237995,3.0805222244075905
0.44,1.35,0.0823,-0.0028,,,,,,,3.0805222244075905
0.45,1.33,0.0808,-0.0043,1833.8037588681125,104.55634790854664,127.2859887582307,335.42619421826817,59.780656639347015,158.01652267277137,3.0852331635433887
0.46,1.31,0.0805,-0.0074,,,,,,,3.0852331635433887
0.47,1.28,0.0795,-0.0067,1764.3818038615923,104.13697503775781,126.775447872053,329.2600834779835,60.093809348013735,159.38285204940368,3.1041228188328844
0.48,1.26,0.0775,-0.0062,,,,,,,3.1041228188328844
0.49,1.19,0.0766,-0.0113,1688.2616284709693,102.76042262800262,125.09964493843796,320.9553223099875,59.97387133080438,160.20945801817572,3.138304515686895
0.5,1.15,0.0761,-0.0143,,,,,,,3.138304515686895
0.51,1.11,0.0745,-0.0158,1624.9665338659988,101.52469235120391,123.59527764494389,313.6573860595603,59.901515697228334,161.17241576187362,3.1731034005323324
0.52,1.02,0.0715,-0.0126,,,,,,,3.1731034005323324
0.53,0.99,0.0702,-0.0127,1545.4878043457497,98.98691694921772,120.5058119381781,303.16228017812773,59.26304511531857,161.35895604716455,3.226497733066934
0.54,0.97,0.0682,-0.0119,,,,,,,3.226497733066934
0.55,0.98,0.065,-0.0115,1446.6456536592123,98.61214220257263,120.0495644205232,295.851668408479,59.40828484369744,161.24465417947187,3.211355962988424
0.56,0.98,0.0633,-0.0124,,,,,,,3.211355962988424
0.57,0.98,0.0618,-0.0155,1374.081340429508,98.69068229304072,120.14517844370175,290.6890516928693,59.75023685704713,161.64402969224815,3.1974615428245596
0.58,0.99,0.0583,-0.0159,,,,,,,3.1974615428245596
0.59,0.98,0.0573,-0.0167,1290.1725924699751,98.53950607887525,119.96113783515248,284.41940274566616,59.948465475355576,161.46577750152383,3.176823132601011
0.6,0.97,0.0557,-0.0179,,,,,,,3.176823132601011
0.61,0.99,0.0534,-0.0185,1215.1446626952998,98.6377010627431,120.0806795546438,279.0045846217701,60.241657067633376,161.36014204769708,3.151573966571183
0.62,0.98,0.0526,-0.0149,,,,,,,3.151573966571183
0.63,1.0,0.0522,-0.014,1170.7754189160098,99.03844473844963,120.56854142072129,275.84600345016673,60.75767514624149,162.2146522309256,3.1393418065264953
0.64,1.0,0.0522,-0.0139,,,,,,,3.1393418065264953
0.65,1.0,0.0522,-0.0139,1143.2078058040604,99.42221133942482,121.03573554364762,273.64665155087056,61.28785021083392,163.50235034846855,3.1393418065264953
0.66,1.01,0.0532,-0.0136,,,,,,,3.1393418065264953
0.67,1.02,0.0539,-0.0145,1132.6790590477945,100.4813140951999,122.32507802893902,273.66718683861643,62.14796470256884,165.4728935343182,3.135872093792958
0.68,1.01,0.0544,-0.0156,,,,,,,3.135872093792958
0.69,1.02,0.0557,-0.0171,1125.6946488766976,101.12858153319343,123.11305577953982,273.20271899773746,62.8293079610779,167.4223339865739,3.1447315213100837
0.7,1.03,0.0569,-0.0176,,,,,,,3.1447315213100837
0.71,1.03,0.0565,-0.0176,1108.1447226504083,101.82003577385554,123.95482615947633,272.1887064443191,63.49451723345105,168.96214382958286,3.1426354419613296
0.72,1.03,0.0562,-0.0176,,,,,,,3.1426354419613296
0.73,0.96,0.0563,-0.0249,1090.8033636830996,100.65049980746876,122.53104324387502,268.05338160183,63.32290530958964,169.98685444306503,3.18463207130303
0.74,0.93,0.0565,-0.0262,,,,,,,3.18463207130303
0.75,0.9,0.0557,-0.0285,1069.3981597168345,99.51945215537081,121.15411566740795,263.79783895438084,63.15413000554705,170.83341593136385,3.221121132264313
0.76,0.85,0.0548,-0.0303,,,,,,,3.221121132264313
0.77,0.81,0.0542,-0.0312,1043.9217975964746,97.36909715370669,118.5362921871212,257.6561291491554,62.518137037869224,171.23187224404828,3.2780310580756646
0.78,0.79,0.0523,-0.0326,,,,,,,3.2780310580756646
0.79,0.77,0.0501,-0.0352,990.711373087003,96.05645994292716,116.9382990609548,251.17078118576254,62.10110816987226,170.52903923351613,3.2877074380720375
0.8,0.75,0.0492,-0.0375,,,,,,,3.2877074380720375
0.81,0.68,0.0492,-0.0417,975.0797891881615,93.6558972294133,114.01587488798141,245.3880810439262,61.33255334114351,171.04976997898098,3.3586451557045387
0.82,0.65,0.0465,-0.0423,,,,,,,3.3586451557045387
0.83,0.66,0.0457,-0.043,926.587475560946,92.82687385313454,113.00662903859859,240.02361740558646,61.1095244401358,170.42772389050162,3.3570896946699307
0.84,0.63,0.0449,-0.0425,,,,,,,3.3570896946699307
0.85,0.57,0.0429,-0.0419,892.9500697304146,89.65055130973595,109.13980159446116,231.90269664099625,59.915090387352826,169.86960054653974,3.4295966544423835
0.86,0.53,0.0429,-0.0433,,,,,,,3.4295966544423835
0.87,0.51,0.0414,-0.0441,870.7228230658778,87.46619392447334,106.48058390805451,226.19388473069733,59.170509504416735,169.94335585411693,3.4879064436554645
0.88,0.51,0.0377,-0.0441,,,,,,,3.4879064436554645
0.89,0.47,0.0359,-0.0452,805.7139192560383,85.26369444621673,103.79928019539427,217.49032479633382,58.15715802485208,167.68384721608473,3.500121577434462
0.9,0.44,0.0341,-0.0458,,,,,,,3.500121577434462
0.91,0.42,0.0324,-0.0468,762.1675165244814,82.76989891576837,100.76335520180498,209.80578687300584,57.089266584436984,166.25707046532918,3.5418476609453684
0.92,0.37,0.03,-0.0476,,,,,,,3.5418476609453684
0.93,0.37,0.0275,-0.0476,701.9250421450479,79.75578014128517,97.0939932154776,200.0362380945688,55.634186822357655,163.49477741108996,3.5767669712899703
0.94,0.35,0.0246,-0.0474,,,,,,,3.5767669712899703
0.95,0.31,0.0234,-0.0473,649.3514330157228,75.97127530418703,92.48676993553205,189.572007156596,53.830199004253785,160.7525850634335,3.643251055114161
0.96,0.3,0.0219,-0.0463,,,,,,,3.643251055114161
0.97,0.29,0.0198,-0.0457,595.3852403139393,74.19659050261181,90.32628409013613,182.00707854405152,52.88699453681603,158.0524470124594,3.642208602024248
0.98,0.28,0.0179,-0.0452,,,,,,,3.642208602024248
