Depth,Qc,Fc,u,Hegazy Vs,Andrus-H Vs,Andrus-P Vs,Rob Vs,Mc15 Vs,Mc18 Vs,Ic
0.0,0.1704,0.0,0.0,,,,,,,
0.01,0.2511,0.0,0.0,,,,,,,
0.02,0.3165,0.0,0.0,,,,,,,
0.03,0.3972,0.0011,0.0,4285.957308501077,44.448423692286134,54.11112449495703,352.8768885458236,16.563436810932483,45.152848188541775,2.9464113381660484
0.04,0.8239,0.0023,0.0,,,,,,,2.9464113381660484
0.05,1.0507,0.0046,0.0,2780.914159002279,61.948094401831966,75.41507144570849,311.3688284649696,24.730524183914717,62.33279875579869,2.595584343783092
0.06,1.4159,0.0091,0.0,,,,,,,2.595584343783092
0.07,1.662,0.0183,0.0,2660.2024292244114,76.96482834722894,93.69631277053958,335.9477423566301,32.53189675889391,81.49310601366707,2.579118202106381
0.08,1.7658,0.0228,0.0,,,,,,,2.579118202106381
0.09,2.0002,0.0249,0.0,2139.2607178917406,84.13958340166204,102.43079718463206,321.55588718780444,36.75668693611457,90.51425240561002,2.536493385179194
0.1,2.1271,0.0289,0.0,,,,,,,2.536493385179194
0.11,2.3155,0.0311,-0.0001,1837.8991130541829,90.19391775591662,109.80129118111589,312.6152406398856,40.432719308956024,98.12718193486917,2.49998725214143
0.12,2.4616,0.0365,-0.0002,,,,,,,2.49998725214143
0.13,2.5769,0.0373,-0.0002,1673.2107820022031,95.31815961530182,116.03949866210658,308.9304651318246,43.66605499684568,104.89425279847946,2.478944675338995
0.14,2.7422,0.0403,-0.0004,,,,,,,2.478944675338995
0.15,2.8268,0.0413,-0.0005,1493.715543919945,99.48997231666579,121.11822716811487,301.43236868718515,46.438858851044955,110.28690120689177,2.447945858587763
0.16,2.9267,0.0433,-0.0005,,,,,,,2.447945858587763
0.17,3.0651,0.0436,-0.0006,1325.7770899988939,102.94684120663072,125.32658929502871,292.49512488991405,48.86613957151256,114.70867586183746,2.4124128443627173
0.18,3.1305,0.0438,-0.0006,,,,,,,2.4124128443627173
0.19,3.0997,0.0439,-0.0009,1227.4896962880512,104.6394573288184,127.38716544377893,286.7842579455689,50.510993504862455,118.09746340842554,2.407325090956131
0.2,3.142,0.0443,-0.0009,,,,,,,2.407325090956131
0.21,3.1843,0.0446,-0.001,1139.1654333967058,106.57780591693502,129.746894159747,281.449941020611,52.20638152532096,121.39954863725099,2.394966965851216
0.22,3.2496,0.0446,-0.001,,,,,,,2.394966965851216
0.23,3.3342,0.045,-0.0012,1042.872458403022,108.69346825642728,132.32248309478103,274.8252890976591,53.939336164931724,124.41268500959113,2.3693750050620355
0.24,3.3995,0.0452,-0.0015,,,,,,,2.3693750050620355
0.25,3.5226,0.0452,-0.0014,951.4570340403944,110.84563568401015,134.94251300662106,267.994196814338,55.66342883866384,127.19011581502214,2.3372568110093788
0.26,3.5418,0.0451,-0.0017,,,,,,,2.3372568110093788
0.27,3.5533,0.0449,-0.002,899.8837901550161,111.99255296089189,136.33876012630316,264.0477657549627,56.906828952821115,129.58701554397166,2.3303731010753768
0.28,3.5456,0.0447,-0.0021,,,,,,,2.3303731010753768
0.29,3.5303,0.0442,-0.0022,859.2160724077565,112.7029283996412,137.20356500825886,260.68009965607746,57.91877755875843,131.67555266040142,2.330430440668103
0.3,3.5072,0.0424,-0.0021,,,,,,,2.330430440668103
0.31,3.4572,0.0411,-0.0021,799.0156292501346,112.4782960449396,136.93009953296996,254.11046429172023,58.47114167793187,132.6356475791228,2.325328773828723
0.32,3.4149,0.0398,-0.0021,,,,,,,2.325328773828723
