Depth,Qc,Fc,u,Hegazy Vs,Andrus-H Vs,Andrus-P Vs,Rob Vs,Mc15 Vs,Mc18 Vs,Ic
0.01,0.496,0.0,0.0176,,,,,,,
0.02,1.433,0.001,0.0993,1268.2764708145241,55.99477799088777,68.1675558149938,223.65825771563925,17.66052513739732,40.63278274722453,2.3146319879604302
0.03,2.698,0.001,0.07,,,,,,,2.3146319879604302
0.04,3.674,0.001,0.0403,712.4224851153575,75.54923729531602,91.97298453342819,184.96089262567847,24.52282723328893,48.7599175901789,1.9358759992780528
0.05,4.217,0.002,0.0152,,,,,,,1.9358759992780528
0.06,4.621,0.005,0.0038,455.0514589350295,82.40939770854709,100.3244841669269,167.44102258718146,32.42502804927429,66.71402886000224,1.8230779380838489
0.07,4.736,0.01,0.002,,,,,,,1.8230779380838489
0.08,4.853,0.01,0.0005,482.40771909344033,88.77801107772233,108.07757870331413,180.43677413308455,37.46815613634612,78.54490129557,1.8621934082350735
0.09,4.906,0.011,-0.0004,,,,,,,1.8621934082350735
0.1,5.04,0.01,0.0014,424.65447424222776,91.7145038522693,111.65243947232784,176.8601928503217,40.083701586891706,83.1299925113176,1.841787164168086
0.11,5.257,0.009,0.0031,,,,,,,1.841787164168086
0.12,5.545,0.009,0.0058,352.338072319246,94.37539320011683,114.89178302622919,168.6058702473069,42.379337275176724,85.93083034162677,1.7789348493891066
0.13,5.93,0.011,0.0094,,,,,,,1.7789348493891066
0.14,6.234,0.018,0.008,413.0226054567869,102.2588707630553,124.48906005937167,185.71362764485815,47.65137684927761,97.85811557069314,1.8081742998843238
0.15,6.312,0.031,0.0071,,,,,,,1.8081742998843238
0.16,6.879,0.06,0.0239,812.2296537962605,118.64163538119992,144.43329524667817,253.1508017276143,55.43108462191412,118.45665392735073,2.0030042910729504
0.17,8.112,0.071,-0.0105,,,,,,,2.0030042910729504
0.18,8.454,0.075,-0.0047,762.3405636796789,126.60159619530414,154.1236823247181,254.4530658233111,60.10500357954918,125.82354704115153,1.9351688895130519
0.19,7.908,0.073,0.0011,,,,,,,1.9351688895130519
0.2,6.773,0.076,0.0117,899.5990249974573,125.13496627467316,152.3382198126456,271.1040256301022,60.012837981264404,129.2331384188813,2.0736492653051593
0.21,5.399,0.066,0.0039,,,,,,,2.0736492653051593
0.22,4.518,0.069,0.0049,1132.430736941149,118.3552170246816,144.08461203004717,291.37789527112034,57.6697487652371,130.3435897331359,2.294637978498386
0.23,4.063,0.077,0.0082,,,,,,,2.294637978498386
0.24,3.809,0.082,0.0203,1436.0670926736818,118.48863307286632,144.2470315669677,319.64567216671657,58.47899198900407,136.0965141000041,2.4455782803757273
0.25,3.542,0.091,0.033,,,,,,,2.4455782803757273
0.26,3.466,0.099,0.0516,1727.9051382809248,119.94575805787217,146.0209228530618,344.77785815807607,59.91746726821131,142.22479585758595,2.5561474284656134
0.27,3.4,0.107,0.0375,,,,,,,2.5561474284656134
0.28,3.606,0.115,0.0151,1812.0652599112211,123.89213349779664,150.82520599731765,355.23000545378784,62.28412684497298,147.80987405053355,2.574978865363553
0.29,3.271,0.116,0.0032,,,,,,,2.574978865363553
0.3,3.14,0.135,0.0105,2218.5730903430444,123.84002595539697,150.76177072830936,383.68143812480315,63.07149189491914,153.4235763816503,2.707048844636713
0.31,3.112,0.144,0.0196,,,,,,,2.707048844636713
0.32,3.142,0.152,0.0226,2342.781687438901,126.30511007266114,153.7627426971527,394.4066960074764,64.85451632849473,158.3732000635728,2.74218145032631
0.33,3.172,0.158,0.0099,,,,,,,2.74218145032631
0.34,3.31,0.162,0.001,2277.315877947606,129.42538339886426,157.56133631166082,393.6043374669573,66.80576465323122,162.22119655571862,2.7294826196820603
0.35,3.435,0.175,0.0023,,,,,,,2.7294826196820603
0.36,3.529,0.185,0.0269,2332.7222251238554,133.667197161386,162.72528350081777,401.5584509226199,69.26391100912723,167.52870641367744,2.730780336956079
0.37,3.625,0.187,0.0287,,,,,,,2.730780336956079
0.38,3.68,0.187,0.0046,2196.8496008889233,135.8558737171243,165.3897593078035,395.0397309359307,70.80152337049309,170.12639057872343,2.7083662234892083
0.39,3.738,0.181,-0.009,,,,,,,2.7083662234892083
0.4,3.764,0.175,-0.0158,1969.237968335095,136.41300740377517,166.06800901329152,380.1369132010315,71.65660090387703,170.89749097654928,2.6740976950391784
0.41,3.6,0.176,-0.016,,,,,,,2.6740976950391784
0.42,3.498,0.179,-0.0055,2043.0302616336744,135.6567426760232,165.14733890994134,384.6575057339546,72.0075408155453,173.4350965658975,2.726048299176792
0.43,3.484,0.179,0.0009,,,,,,,2.726048299176792
0.44,3.511,0.172,-0.0049,1905.4429065391419,135.97624592680347,165.53629938915205,375.3313624587429,72.74255776699734,174.58549910065585,2.711538198206101
0.45,3.462,0.172,-0.0049,,,,,,,2.711538198206101
