Depth,Qc,Fc,u,Hegazy Vs,Andrus-H Vs,Andrus-P Vs,Rob Vs,Mc15 Vs,Mc18 Vs,Ic
0.0,0.0976,0.0,-0.0002,,,,,,,
0.01,0.1707,0.0,-0.0004,,,,,,,
0.02,0.163,0.0,-0.0003,,,,,,,
0.03,0.2553,0.0007,-0.0002,4655.8134837898915,39.47841438814693,48.060678385570185,348.48701029775987,14.969799599046645,42.43716409883722,3.1328395844182473
0.04,0.5051,0.0014,-0.0002,,,,,,,3.1328395844182473
0.05,0.8934,0.0028,-0.0002,2663.3939975004823,58.57829434125176,71.31270615456737,301.23582800726854,23.184419019783544,58.36701061381259,2.618768036905365
0.06,1.0702,0.0056,-0.0003,,,,,,,2.618768036905365
0.07,2.6079,0.0112,-0.0003,1130.3254979697122,80.32823116604843,97.7908901151894,239.16668641054238,33.32622089114657,76.70937696176952,2.223781811319028
0.08,2.4426,0.014,-0.0004,,,,,,,2.223781811319028
0.09,2.0351,0.015,-0.0004,1462.101440124148,81.14926534498649,98.79040998520095,272.88094388549194,35.330449570666616,84.75366911633107,2.419582559959413
0.1,2.0178,0.0159,-0.0004,,,,,,,2.419582559959413
0.11,2.0372,0.0163,-0.0004,1320.6788484790623,83.72430209156663,101.92523732886372,268.23451433876585,37.62161274773617,90.13705042810246,2.4354158281809215
0.12,2.0566,0.0167,-0.0004,,,,,,,2.4354158281809215
0.13,2.2081,0.0178,-0.0004,1146.5486382242773,87.26587120549732,106.2367127719098,259.30787632337314,40.1622128413579,95.16730316068988,2.4059459961238874
0.14,2.5733,0.0176,-0.0004,,,,,,,2.4059459961238874
0.15,2.6617,0.0182,-0.0004,887.1536271673815,91.81654054105185,111.77665804997618,240.04600967322256,43.011048461751315,99.09832222443693,2.300915950907121
0.16,2.6848,0.0188,-0.0004,,,,,,,2.300915950907121
0.17,2.7502,0.0195,-0.0004,835.0083346928996,94.26650500968834,114.75922349005539,237.93336356437177,45.001185191021946,103.23313770663793,2.2956080675604795
0.18,2.8924,0.0203,-0.0004,,,,,,,2.2956080675604795
0.19,2.9039,0.0292,-0.0004,979.8596434724165,99.75780732258653,121.44428717532274,258.68313675514884,48.373494206983246,111.94643077934833,2.349976023514796
0.2,3.3268,0.0298,-0.0004,,,,,,,2.349976023514796
0.21,3.2384,0.0305,-0.0004,864.593060259894,103.18566692412857,125.61733364676522,250.3842856932002,50.70832489991626,115.5624290120869,2.2947477836154477
0.22,3.5344,0.0305,-0.0004,,,,,,,2.2947477836154477
0.23,3.5344,0.0304,-0.0004,760.6508274355086,105.75099454191493,128.74034118146167,241.435868885785,52.65190990078928,118.27909692044908,2.241846217859292
0.24,3.8458,0.0285,-0.0004,,,,,,,2.241846217859292
0.25,4.0534,0.0238,-0.0004,555.6364049410494,106.65254317346294,129.8378786459549,216.28505757910082,53.855124666141904,117.13628496530033,2.108401701176548
0.26,3.7631,0.0235,-0.0005,,,,,,,2.108401701176548
0.27,3.6622,0.0231,-0.0005,569.060071580773,105.83690331884304,128.8449257794611,218.2899755639847,54.08733709611342,118.88745665909784,2.161932930802389
0.28,3.5613,0.0213,-0.0006,,,,,,,2.161932930802389
0.29,3.6036,0.0196,-0.0006,504.75663258330167,105.05594155361754,127.89418971744745,208.95028828119092,54.29899451840754,118.48396763362305,2.1385963674177626
0.3,3.2845,0.0155,-0.0006,,,,,,,2.1385963674177626
0.31,2.977,0.0092,-0.0006,381.7711691785033,97.39760097888552,118.57099249603455,184.29247792559244,50.539962547847686,109.06179590644872,2.1187287959334475
0.32,2.8578,0.0082,-0.0006,,,,,,,2.1187287959334475
0.33,2.9116,0.0089,-0.0006,371.6008984976619,97.61270773758041,118.83286159357614,182.9753751246812,51.12096404339571,110.30598007809444,2.1262400753384574
0.34,2.4772,0.0096,-0.0006,,,,,,,2.1262400753384574
0.35,2.0428,0.011,-0.0007,500.8776266532467,94.01369492878499,114.45145469591216,201.48682087963874,50.254719639055,114.78514600716322,2.3599454935216806
0.36,2.044,0.018,-0.0007,,,,,,,2.3599454935216806
0.37,2.0451,0.0218,-0.0008,715.4362500307989,99.5956271976267,121.2468505014586,234.37063681691845,54.02722808981771,127.23700078723793,2.4938672019870487
0.38,2.0544,0.0223,-0.0008,,,,,,,2.4938672019870487
0.39,2.1851,0.0223,-0.0008,671.2393219814112,101.61050524538258,123.69974551611793,230.7249121401965,55.45324396275386,129.38705291425472,2.4595089657861107
0.4,1.816,0.0224,-0.0008,,,,,,,2.4595089657861107
0.41,1.6853,0.0229,-0.0008,791.94052818101,97.74485516243168,118.99373671948206,242.0410287271399,54.284969731133934,131.23512682816894,2.6198347987158197
0.42,1.3278,0.023,-0.0008,,,,,,,2.6198347987158197
0.43,1.224,0.023,-0.0008,957.196777390775,92.43249319585146,112.52651345581918,254.785165626491,52.55160544565899,132.5871623407456,2.811910609142861
0.44,0.978,0.023,-0.0008,,,,,,,2.811910609142861
0.45,0.8011,0.0233,-0.0008,1169.725393144327,85.16478138547458,103.67886429536037,265.0421072546754,50.1224547748136,133.9263623704309,3.0693168180929273
0.46,0.8011,0.0236,-0.0008,,,,,,,3.0693168180929273
0.47,0.7358,0.0238,-0.0008,1145.9088842418503,84.18038204209674,102.48046509472647,260.02778258042696,50.20307554845338,135.69677938680493,3.125560282377609
0.48,0.7435,0.0237,-0.0006,,,,,,,3.125560282377609
0.49,0.6858,0.0236,-0.0012,1109.1951172096103,83.26944450603216,101.37149765951742,254.5641969290162,50.24079080833249,136.91334636869678,3.165906129804336
0.5,0.6746,0.0233,-0.0012,,,,,,,3.165906129804336
0.51,0.6693,0.0227,-0.0014,1058.0349988885257,83.01158297083612,101.05757926884397,249.59450985291792,50.461699950470475,137.58401073860426,3.1712235805552917
0.52,0.6679,0.0225,-0.0013,,,,,,,3.1712235805552917
0.53,0.7038,0.0225,-0.0013,1018.7305152194407,84.28724641907354,102.61056085800257,248.23637587435502,51.3369848124616,138.82139437743538,3.138865587084091
