Depth,Qc,Fc,u,Hegazy Vs,Andrus-H Vs,Andrus-P Vs,Rob Vs,Mc15 Vs,Mc18 Vs,Ic
0.0,0.7144,0.0,-0.001,,,,,,,
0.01,1.168,0.0,-0.0024,,,,,,,
0.02,1.241,0.0,-0.0037,,,,,,,
0.03,1.3794,0.0017,-0.0043,1345.981403021099,59.170991645926875,72.03425069938925,231.94322638696445,20.544717989069348,48.22402994059359,2.350939095875305
0.04,1.414,0.0034,-0.0044,,,,,,,2.350939095875305
0.05,1.464,0.0068,-0.004,2289.8938820571125,67.49392951166014,82.16652288376018,293.3731320488403,26.795856232961274,65.7431227835482,2.4692595795387287
0.06,1.4832,0.0137,-0.0035,,,,,,,2.4692595795387287
0.07,1.4563,0.0273,-0.0024,4277.906326147026,77.40383613439313,94.23075703317424,409.34786351552475,32.99625871754702,85.7588127386081,2.7477040012477434
0.08,1.4102,0.0284,-0.0028,,,,,,,2.7477040012477434
0.09,1.3756,0.0284,-0.0022,3590.966319586288,79.20575209794582,96.42439385836883,390.91535852338626,35.209960262157274,91.82043301940716,2.7913473728024
0.1,1.3487,0.0283,-0.0018,,,,,,,2.7913473728024
0.11,1.3179,0.0282,-0.0018,3072.204422618691,80.46520292700329,97.95763834591705,372.8482129930097,36.979304555783656,96.48318222874374,2.815437659007165
0.12,1.2795,0.0261,-0.0016,,,,,,,2.815437659007165
0.13,1.2179,0.0253,-0.0016,2622.679412905664,80.18700931105747,97.61896785693953,352.3730329356706,37.956062491733135,99.18057398919088,2.8371185180983285
0.14,1.0911,0.0243,-0.0015,,,,,,,2.8371185180983285
0.15,1.0219,0.0228,-0.0014,2533.5958864551867,78.13524523025156,95.12116810639321,346.95358155516215,38.17988314207218,101.32392300279456,2.918010665464553
0.16,0.9604,0.02,-0.0014,,,,,,,2.918010665464553
0.17,0.9104,0.0196,-0.0014,2261.174166494417,76.62936745331636,93.28792559534168,331.1106011178545,38.39452693422518,102.4601389343436,2.9522597602267058
0.18,0.8412,0.0191,-0.0013,,,,,,,2.9522597602267058
0.19,0.8028,0.0173,-0.0012,2103.1798940733065,74.99586548567268,91.29931450429717,320.66952343415966,38.48864403213459,103.59159127791516,2.9990684044531846
0.2,0.7528,0.0162,-0.0012,,,,,,,2.9990684044531846
0.21,0.7105,0.0145,-0.0012,1853.0252544206126,73.094062278909,88.98407581780228,302.6648943925165,38.31894636172842,103.74344165528181,3.032574267656569
0.22,0.6452,0.0139,-0.0012,,,,,,,3.032574267656569
0.23,0.6221,0.0122,-0.0012,1618.2194404674472,71.01796370271767,86.45665146417802,283.3576909611511,38.00685170700546,103.69987703181872,3.0739842795120755
0.24,0.5952,0.0121,-0.0012,,,,,,,3.0739842795120755
0.25,0.5683,0.0121,-0.0014,1512.848600936234,70.30362403109393,85.58702055959262,273.4160111181099,38.36856119366278,105.72666918459996,3.125774405260558
