Depth,Qc,Fc,u,Hegazy Vs,Andrus-H Vs,Andrus-P Vs,Rob Vs,Mc15 Vs,Mc18 Vs,Ic
0.0,-0.0023,0.0,-0.0002,,,,,,,
0.01,0.8233,0.0,-0.0008,,,,,,,
0.02,0.8233,0.0,-0.0006,,,,,,,
0.03,1.4899,0.0,-0.0004,,,,,,,
0.04,1.6605,0.0,0.0,,,,,,,
0.05,1.614,0.0029,-0.0002,1319.6311380244993,66.02811109009573,80.38204828359481,233.13791912224278,25.319121124956023,58.89106284159434,2.3113254720052394
0.06,1.4202,0.0057,-0.0008,,,,,,,2.3113254720052394
0.07,1.4202,0.0115,-0.0008,3348.4559264856157,72.29806052304131,88.01503020196334,346.5391028099989,30.600697665696117,76.6280308022451,2.577726471144235
0.08,1.414,0.0229,-0.0009,,,,,,,2.577726471144235
0.09,1.4113,0.0458,-0.001,6979.904797287743,82.7124739622333,100.69344656271882,505.4939401313007,36.77005339213732,97.72435339800849,2.8950612403249463
0.1,1.4868,0.0458,-0.001,,,,,,,2.8950612403249463
0.11,1.5623,0.0523,-0.001,5211.387120485294,87.51676937916527,106.5421540268099,463.86133382054,39.88987799270982,104.68179985501898,2.867988223543095
0.12,1.7147,0.0533,-0.001,,,,,,,2.867988223543095
0.13,1.8581,0.0543,-0.001,3635.66495944584,92.76682241931941,112.93352294525842,412.3061927605541,42.97623925794744,109.87591699589588,2.772324845477525
0.14,1.8814,0.0534,-0.0006,,,,,,,2.772324845477525
0.15,1.9279,0.0545,-0.0008,3020.987334260667,95.1349127420384,115.81641551204675,388.9659128644222,44.972214270453335,114.01238077135976,2.750843420729629
0.16,1.8814,0.0577,-0.0001,,,,,,,2.750843420729629
0.17,1.8078,0.0632,0.0005,3241.8510129111787,96.65153274096286,117.66273551073742,404.1687493702357,46.70590543383109,119.91112168521545,2.829641483238786
0.18,1.8078,0.0683,0.0021,,,,,,,2.829641483238786
0.19,1.7147,0.0691,0.0061,3307.1160465837656,97.69305551413439,118.93067627807665,410.33208293360155,48.162729923270014,124.72386339126074,2.886267114369955
0.2,1.6527,0.0692,0.004,,,,,,,2.886267114369955
0.21,1.6527,0.0691,0.004,3109.807625672293,98.18636447529352,119.53122631774863,402.4202714771424,49.25965941617376,127.88747681389867,2.9087724185578123
0.22,1.5946,0.0691,0.003,,,,,,,2.9087724185578123
0.23,1.5403,0.0691,0.002,3042.335334929817,97.8869257480318,119.16669221499524,399.57110656631085,50.011514301557796,130.79686158870675,2.951818595518379
0.24,1.4744,0.0658,0.0022,,,,,,,2.951818595518379
0.25,1.393,0.0637,0.0005,2870.718020236643,96.2091174595691,117.12414299425804,389.37226710067245,50.1092242115167,132.08148469205992,2.990921515532466
0.26,1.3,0.0602,-0.0079,,,,,,,2.990921515532466
0.27,1.2225,0.0571,-0.0135,2644.2322667527915,93.73947685068927,114.11762399214348,373.30203726929466,49.785352149299925,132.64873827763995,3.040935234824487
0.28,1.145,0.0543,-0.0161,,,,,,,3.040935234824487
0.29,1.145,0.0543,-0.0162,2432.9156961692693,92.91116483014714,113.10924414104869,359.5041391049733,50.09805236498763,134.12371907033324,3.067352853755512
0.3,1.0054,0.0481,-0.0148,,,,,,,3.067352853755512
0.31,1.0054,0.0455,-0.0135,2131.0187430301494,89.8405104388398,109.37105618641367,336.9538356951053,49.35920073951947,133.17817315002324,3.099596551997289
0.32,0.955,0.0455,-0.0107,,,,,,,3.099596551997289
0.33,0.9163,0.0434,-0.0039,1984.5163869046173,88.34810608991776,107.5542161094651,324.3953828842806,49.3639351052728,134.38058454833507,3.1436624202868884
0.34,0.8891,0.0433,0.0011,,,,,,,3.1436624202868884
0.35,0.8814,0.0431,0.0076,1880.5799922432616,88.10495384780695,107.25820468428672,316.66734395878524,49.86952956619681,136.23393351566986,3.165468964703451
0.36,0.8659,0.0432,0.0175,,,,,,,3.165468964703451
0.37,0.8591,0.043,0.0175,1790.1812127536919,88.11761481147664,107.27361803136287,310.20647004914434,50.44964094343289,138.09489187679281,3.180450530698506
0.38,0.8594,0.0427,0.0232,,,,,,,3.180450530698506
0.39,0.8597,0.0421,0.0252,1691.4505818964203,88.50467471307394,107.74482138982914,304.25010983501693,51.108737749934576,139.56288571849115,3.174490330446274
0.4,0.8626,0.0421,0.0252,,,,,,,3.174490330446274
0.41,0.8698,0.0403,0.0227,1588.2460493901654,89.01465277719869,108.36566425050276,298.3200070852171,51.72356470128877,140.55148248411552,3.1560105852182745
0.42,0.8736,0.0403,0.0213,,,,,,,3.1560105852182745
