Depth,Qc,Fc,u,Hegazy Vs,Andrus-H Vs,Andrus-P Vs,Rob Vs,Mc15 Vs,Mc18 Vs,Ic
0.0,0.1052,0.0,-0.0004,,,,,,,
0.01,0.2487,0.0,-0.0002,,,,,,,
0.02,0.2914,0.0,-0.0003,,,,,,,
0.03,0.2526,0.0011,-0.0002,5022.66527622441,39.915871212176,48.593234519170785,357.4900033823075,15.518277958421656,45.001862532790994,3.1855574584894284
0.04,0.2836,0.0023,-0.0001,,,,,,,3.1855574584894284
0.05,0.3147,0.0045,0.0002,7331.084590919486,47.562860711002685,57.90261303948153,421.99002587809457,20.75129736393852,61.602910188740886,3.2748879737126773
0.06,0.4077,0.009,-0.0004,,,,,,,3.2748879737126773
0.07,0.4931,0.0181,0.0014,6836.763696879567,59.63653412459822,72.60099806472827,444.71200702959237,27.285067983694148,80.64835125949845,3.3011209640315675
0.08,0.528,0.0208,0.0001,,,,,,,3.3011209640315675
0.09,0.5784,0.0225,-0.0012,5365.903870180289,64.75222556345336,78.82879633811713,420.60638185533037,30.48521502109708,88.51305426879529,3.256986643042739
0.1,0.6521,0.0238,-0.0012,,,,,,,3.256986643042739
0.11,0.7336,0.0252,-0.0021,4406.242799323245,70.5543961580801,85.89230836635838,407.99464236100374,33.671880917180935,94.6713508511166,3.141172026712282
0.12,0.7685,0.0255,-0.0021,,,,,,,3.141172026712282
0.13,0.8577,0.0267,-0.002,3743.7864810439373,74.82921401710682,91.0964344556083,395.40709163675757,36.24889804517179,99.6186310848621,3.0609865630542377
0.14,0.9159,0.0291,-0.0019,,,,,,,3.0609865630542377
0.15,0.9895,0.0306,0.0008,3361.397754869241,79.30297982526226,96.54275804814536,389.07433498059834,38.94268990386492,105.24966114950323,3.0081077625417367
0.16,0.9488,0.033,0.0012,,,,,,,3.0081077625417367
0.17,1.0252,0.0379,-0.0001,3302.0797573538566,82.48382947519248,100.41509675240825,390.2875873631494,41.25400487999203,111.7291290667134,3.040388240489066
0.18,1.1015,0.0539,0.0022,,,,,,,3.040388240489066
0.19,1.2727,0.0658,0.0044,3769.82369997067,91.45999541643357,111.34260311565828,423.07273120098444,45.95202172987741,123.65986138512362,3.054986506425776
0.2,1.6877,0.0806,0.0095,,,,,,,3.054986506425776
0.21,1.9864,0.0977,0.02,3398.0593655892503,105.01563985890111,127.84512678474918,425.81183258908476,52.056820800994664,133.95940931778208,2.8935065209312434
0.22,2.3199,0.1145,0.0257,,,,,,,2.8935065209312434
0.23,2.6535,0.1327,0.0245,3186.3855977891476,115.76830086820527,140.93532279607598,428.2071910516575,57.096093804662175,142.9507305539734,2.805283628812282
0.24,2.9444,0.1471,0.0439,,,,,,,2.805283628812282
0.25,3.3711,0.1768,0.0665,3130.509413771478,125.94129662062565,153.31983936423993,437.0230414979193,61.94200923024457,151.81573328164788,2.744945960969765
0.26,3.4874,0.1867,0.0898,,,,,,,2.744945960969765
0.27,3.5107,0.1986,0.1056,3156.2509726688922,129.56854533424035,157.73562040690132,442.9853887387728,64.2696481430026,157.20559657084195,2.7559395836742095
0.28,3.4603,0.214,0.1116,,,,,,,2.7559395836742095
0.29,3.3711,0.2243,0.1207,3441.2464705197026,131.26215577882655,159.7974070350932,460.2058278019757,65.8388765542854,162.57724677098378,2.8189245345931746
0.3,3.3051,0.2326,0.1242,,,,,,,2.8189245345931746
0.31,3.2392,0.2332,0.1349,3479.503674030813,131.76980306827127,160.41541243093894,463.12851515895085,66.90227424152732,166.13311737689335,2.855699765737927
0.32,3.0336,0.2327,0.1452,,,,,,,2.855699765737927
0.33,2.8397,0.2322,0.1699,3631.475561051784,129.0748803572604,157.13463695666488,467.90964193575894,66.77324720370049,168.52335105924934,2.9351540033601644
0.34,2.7117,0.2309,0.1814,,,,,,,2.9351540033601644
0.35,2.669,0.2262,0.1814,3528.9767640826967,127.96630250791704,155.78506392268162,461.7628945142355,67.12523510405534,170.3915243301266,2.9649677758358792
0.36,2.5333,0.2175,0.1845,,,,,,,2.9649677758358792
0.37,2.3975,0.2077,0.1944,3369.2649186767085,124.85990568970004,152.0033634483305,450.30367718423315,66.65156821543059,170.7622033585506,3.004110996763112
0.38,2.2773,0.1971,0.2057,,,,,,,3.004110996763112
0.39,2.2268,0.1831,0.1794,3042.3879185880864,122.30199407247581,148.88938408823142,430.47467878622024,66.22210948581814,170.1458758435879,3.0103973969346547
0.4,2.0911,0.1727,0.1548,,,,,,,3.0103973969346547
0.41,1.9747,0.1615,0.1507,2754.5495819307694,118.65632354342483,144.45117648764761,408.7574605135323,65.31338868665344,169.3726209136438,3.0457729158276954
0.42,1.8739,0.1508,0.1044,,,,,,,3.0457729158276954
0.43,1.8235,0.1426,0.0995,2503.437541816151,116.25591833505534,141.52894406006737,391.13940239743755,64.7566546432104,168.57513481512652,3.0570851662715017
0.44,1.7575,0.1336,0.0995,,,,,,,3.0570851662715017
0.45,1.6993,0.1251,0.0996,2260.840751550617,113.80853939409923,138.54952621890342,373.63115915596524,64.21583688419132,167.55985276692266,3.0613568898312526
0.46,1.6528,0.1168,0.1011,,,,,,,3.0613568898312526
0.47,1.6351,0.1059,0.105,2003.915591506814,111.79843402440855,136.1024414210191,356.1758132609794,63.749645498924856,165.7361386051758,3.0361129317125277
0.48,1.6373,0.0933,0.1128,,,,,,,3.0361129317125277
0.49,1.6394,0.081,0.113,1610.911793370442,109.80634818445138,133.67729344194083,327.7173399176357,63.09736452624173,161.7599800176687,2.9578838447279074
0.5,1.6489,0.0721,0.1044,,,,,,,2.9578838447279074
0.51,1.6838,0.0645,0.0861,1298.8442250125086,108.946863988099,132.63096485507705,301.976100496176,62.849470192132145,158.6690869404537,2.878543405767437
0.52,1.7265,0.058,0.0453,,,,,,,2.878543405767437
0.53,1.773,0.0521,0.0132,1057.0217334649249,108.96071999805423,132.6478330411095,280.1497557721194,62.87501529620335,155.89453792700817,2.7899667310568415
0.54,1.8235,0.0476,-0.0029,,,,,,,2.7899667310568415
0.55,1.8312,0.0433,-0.003,890.1302239160786,108.49834278957672,132.08493904818036,262.869878874984,62.84939455367192,153.65941914075086,2.7225100822234656
0.56,1.8506,0.038,-0.0029,,,,,,,2.7225100822234656
0.57,1.8661,0.0325,-0.0028,711.5890182097129,106.76031087354052,129.9690741069189,241.19488732934414,62.15155218978283,149.39836656336954,2.640124547332993
0.58,1.8933,0.0217,-0.0019,,,,,,,2.640124547332993
0.59,1.9359,0.0181,-0.0014,481.29662117358805,102.99995567168826,125.39125038292484,207.28567862989706,60.09151375867048,139.70323494904875,2.4867638564632277
