Depth,Qc,Fc,u,Hegazy Vs,Andrus-H Vs,Andrus-P Vs,Rob Vs,Mc15 Vs,Mc18 Vs,Ic
0.0,0.1461,0.0,-0.0002,,,,,,,
0.01,0.3229,0.0,-0.0002,,,,,,,
0.02,0.3729,0.0,-0.0002,,,,,,,
0.03,0.4767,0.001,-0.0003,3453.187798863376,46.253147160339466,56.30817915171762,324.5732299860667,16.870378782321303,44.65709281222075,2.8438342861618047
0.04,0.5959,0.002,-0.0004,,,,,,,2.8438342861618047
0.05,0.8073,0.004,-0.0004,3577.165085133881,58.28932105902017,70.96091259358978,341.02392611820136,23.535070124249472,61.09125177523991,2.7214078445731253
0.06,1.4108,0.0081,-0.0008,,,,,,,2.7214078445731253
0.07,1.63,0.012,-0.0075,2015.5493708441218,74.4217383509803,90.60037712293256,297.1356922256496,31.324354956139846,77.13177217328017,2.505847559346119
0.08,1.63,0.0133,-0.0095,,,,,,,2.505847559346119
0.09,1.7261,0.0147,-0.0083,1720.653726877448,78.70556147609716,95.81546614481394,289.16305649921645,34.44467382851703,84.42841804330536,2.5117867549761645
0.1,1.7107,0.0141,-0.007,,,,,,,2.5117867549761645
0.11,1.6261,0.0158,-0.0037,1627.5745789143693,80.20956123191588,97.64642236928891,288.22544544423295,36.326096446945414,89.62311112913414,2.5613464728166577
0.12,1.5492,0.0161,-0.0029,,,,,,,2.5613464728166577
0.13,1.4531,0.0162,-0.0019,1619.8607668161694,80.31237517966858,97.77158717524871,290.48889015846186,37.519269455017906,93.71850716883695,2.6327448295520695
0.14,1.3378,0.0162,-0.0021,,,,,,,2.6327448295520695
0.15,1.234,0.0162,-0.0014,1689.5012611778911,79.19675799580462,96.41344451663171,296.13328015407893,38.13382087446728,97.05625463132247,2.7292710420539987
0.16,1.1264,0.0158,-0.0012,,,,,,,2.7292710420539987
0.17,1.0303,0.0149,-0.0012,1702.051647380876,77.12487423044556,93.89115123706415,296.144045864475,38.20532128516231,98.96314278626537,2.8181628269511574
0.18,0.9495,0.0149,-0.0008,,,,,,,2.8181628269511574
0.19,0.8919,0.0149,-0.0008,1766.0004469821406,75.90206428104074,92.40251303778872,300.02287545007295,38.595023700442724,101.67893084450496,2.903563461025764
0.2,0.8573,0.0149,-0.0006,,,,,,,2.903563461025764
0.21,0.8227,0.0155,-0.0006,1788.6649948288562,75.75629762195413,92.22505797455287,301.97329552224977,39.35383799898968,104.76039923379597,2.960082045451805
0.22,0.8227,0.0162,-0.0004,,,,,,,2.960082045451805
0.23,0.7881,0.0179,-0.0006,1886.3647116212835,76.66493863062283,93.33122963727998,309.5973163491479,40.59501200322085,109.18990641724693,3.0177998852003904
0.24,0.789,0.0268,-0.0006,,,,,,,3.0177998852003904
0.25,0.79,0.0259,-0.0006,2044.2013813351568,79.5333128191655,96.82316343202757,319.13800451448043,42.855575050320674,117.00649969344501,3.10316967124514
0.26,0.7938,0.0286,-0.0006,,,,,,,3.10316967124514
0.27,0.8265,0.0308,0.0004,2052.1830630991526,82.10269192938907,99.95110321838669,322.13030532819084,44.70639288760827,122.06579332945216,3.1185498025142073
0.28,0.865,0.0344,0.0004,,,,,,,3.1185498025142073
0.29,0.8919,0.0388,0.0014,2124.065035880659,85.66529384262198,104.28818380840937,330.15130709506883,46.99839502889025,128.15244983452735,3.1309562000685567
0.3,0.8957,0.0409,0.0023,,,,,,,3.1309562000685567
0.31,0.9303,0.0445,0.0019,2125.3440940754635,88.08055915848078,107.22850680162878,332.65707211149794,48.720526158588314,132.71770885645458,3.141001022373532
0.32,1.0033,0.0462,0.0022,,,,,,,3.141001022373532
0.33,0.988,0.0505,0.0025,2123.1709431896543,90.81445056110815,110.55672242221863,335.8461538251547,50.53390769062188,137.13012211288736,3.137845318794736
0.34,0.9687,0.0523,0.0149,,,,,,,3.137845318794736
0.35,0.9534,0.0525,0.0213,2051.234324981979,90.89973931401248,110.66055220836303,330.19444797682905,51.26932300689802,139.85445853709913,3.1699805934632734
0.36,0.9226,0.0525,0.0279,,,,,,,3.1699805934632734
0.37,0.8726,0.0522,0.031,1957.7243084931417,89.62128260617965,109.10417012926219,320.78080841787556,51.38329426024567,141.63610969699295,3.22245353346973
0.38,0.8342,0.0518,0.0273,,,,,,,3.22245353346973
0.39,0.7573,0.0503,0.0268,1859.1797928621604,87.14223923054156,106.0862042806593,308.76493085114214,50.930567139204555,142.69525172300524,3.298921327471958
0.4,0.7189,0.0491,0.0263,,,,,,,3.298921327471958
0.41,0.6343,0.0467,0.0269,1741.3628639333597,83.69901616367957,101.89445446013166,294.1142660350482,50.032876795003354,142.93620474673082,3.3870803122216264
0.42,0.6074,0.0433,0.025,,,,,,,3.3870803122216264
0.43,0.5882,0.0392,0.0226,1550.4110342747445,81.73930931464731,99.50872438304891,279.37797754112876,49.428382652123624,141.3347478826882,3.3866686187610906
0.44,0.542,0.0353,0.0151,,,,,,,3.3866686187610906
0.45,0.4921,0.0305,0.0083,1353.423912147182,77.63860509893505,94.51656272913831,259.6749536242188,47.78190638368786,138.1982983031169,3.4301783306560587
0.46,0.4575,0.0264,0.0015,,,,,,,3.4301783306560587
0.47,0.4229,0.0232,0.0007,1171.4495471324212,74.06484004818293,90.16589223257053,241.5098444503745,46.25671175794316,134.6939565942175,3.4533528404183684
0.48,0.396,0.0177,0.0006,,,,,,,3.4533528404183684
0.49,0.3767,0.0154,0.0006,957.9131244127492,70.58828723983567,85.93356707458256,221.17845601326016,44.48359954023071,128.94942946693124,3.424871609934029
