Depth,Qc,Fc,u,Hegazy Vs,Andrus-H Vs,Andrus-P Vs,Rob Vs,Mc15 Vs,Mc18 Vs,Ic
0.0,0.1561,0.0,0.0001,,,,,,,
0.01,0.2603,0.0,0.0016,,,,,,,
0.02,0.1792,0.0,0.0007,,,,,,,
0.03,0.1059,0.0003,0.0003,4239.048140882788,30.925549563698713,37.64849512102452,295.8499842057542,12.292596158118497,37.76429887454506,3.510075311499763
0.04,0.0692,0.0006,0.0002,,,,,,,3.510075311499763
0.05,0.0509,0.0013,0.0001,5816.663641108959,28.42550710432915,34.60496517048766,297.31304639081435,14.39978948690066,51.71797523926869,4.100019037192975
0.06,0.0417,0.0014,0.0001,,,,,,,4.100019037192975
0.07,0.0371,0.0013,-0.0001,3471.282569793435,27.218442109580206,33.13549474209764,238.802968146249,15.107834524078266,56.18178873007983,4.281190163386046
0.08,0.0366,0.0012,-0.0002,,,,,,,4.281190163386046
0.09,0.0365,0.0007,-0.0002,2150.472425679224,27.343712808957743,33.28799820220943,202.09506819151423,15.353611612920181,55.23404159978875,4.186716906223902
0.1,0.0403,0.0002,-0.0002,,,,,,,4.186716906223902
0.11,0.0441,0.0002,-0.0001,1349.5553560578937,28.47115827626154,34.66054051023144,176.7485467288364,15.035214765215756,49.44641957842389,3.9247079635521613
0.12,0.0441,0.0001,0.0001,,,,,,,3.9247079635521613
0.13,0.048,0.0002,0.0,1166.5483162351436,29.743752357358616,36.209785478523536,170.39327780346582,15.94330310638305,51.61340466461509,3.8807136096226986
0.14,0.0518,0.0003,0.0,,,,,,,3.8807136096226986
0.15,0.0634,0.0005,0.0,1238.6392751325852,33.42410273769124,40.69021202849369,181.82952358773863,18.633161858730688,60.41049648769589,3.8341872429430026
0.16,0.075,0.001,0.0,,,,,,,3.8341872429430026
0.17,0.0866,0.002,0.0002,1586.8480848275733,38.72728063290075,47.14625468353135,208.38670727929184,22.639701123436403,74.84018706421541,3.8711678374378145
0.18,0.081,0.002,0.0005,,,,,,,3.8711678374378145
0.19,0.0785,0.0052,0.0001,1965.5729880764409,39.95396235552123,48.63960634585193,222.02379488475898,24.923029536402407,87.09372918172883,4.11676859915834
0.2,0.0787,0.0079,0.0001,,,,,,,4.11676859915834
0.21,0.0789,0.0133,0.0002,2577.1111941283007,42.4441225736312,51.67110574181189,245.02144019393074,27.72385135196751,100.93001089331077,4.330413937370091
0.22,0.1329,0.0147,0.0002,,,,,,,4.330413937370091
0.23,0.2449,0.0161,0.0007,2361.01256282901,58.083092635584286,70.70985190418958,281.3956733280698,34.006277479496966,106.768410879423,3.6939694253288216
0.24,0.3105,0.0168,0.0007,,,,,,,3.6939694253288216
0.25,0.3298,0.0169,0.0035,2154.817103291499,63.23502384168885,76.98176815509947,285.025894661379,36.4743730545932,109.9762492695343,3.526516626320633
0.26,0.3298,0.017,0.0039,,,,,,,3.526516626320633
0.27,0.3163,0.017,0.0036,1996.5600675496084,63.22299067851132,76.96711908688336,276.14798946994404,37.05770276344947,112.18993116071184,3.553051488097842
0.28,0.3095,0.0187,0.0045,,,,,,,3.553051488097842
0.29,0.3379,0.0205,0.0054,1998.2366768475824,65.53888389126051,79.78646734588236,279.2819020859588,38.760157802731776,117.10824791344199,3.5584544922143517
0.3,0.3664,0.0245,0.0054,,,,,,,3.5584544922143517
0.31,0.4299,0.0316,0.0054,2224.103308580291,72.00362138537243,87.65658255610556,300.9651342312345,42.37359524330508,126.21777027271573,3.521251749200273
0.32,0.5629,0.0393,0.0054,,,,,,,3.521251749200273
0.33,0.8317,0.0398,0.0048,2202.5416565364685,85.859066958689,104.52408151492574,330.8544497814891,48.331491578594544,132.78112231970312,3.179992458918816
0.34,2.2408,0.0392,0.0054,,,,,,,3.179992458918816
