d,vs
0.0,132.0
0.1,132.0
1.1,132.0
2.0,133.0
2.1,133.0
2.5,154.0
3.0,134.0
3.1,134.0
3.5,142.0
4.0,156.0
4.1,156.0
4.5,182.0
5.0,182.0
5.1,182.0
5.5,215.0
6.0,203.0
6.1,203.0
6.5,205.0
7.0,205.0
7.1,205.0
7.5,187.0
8.0,208.0
8.1,208.0
8.5,210.0
9.0,201.0
9.1,201.0
9.5,202.0
10.0,217.0
10.1,217.0
10.5,149.0
11.0,134.0
11.1,134.0
11.5,160.0
12.0,173.0
12.1,173.0
12.5,153.0
13.0,163.0
13.1,163.0
13.5,177.0
14.0,171.0
14.1,171.0
14.5,197.0
15.0,186.0
15.1,186.0
15.5,184.0
16.0,147.0
16.1,147.0
16.5,185.0
17.0,169.0
17.1,169.0
17.5,162.0
18.0,164.0
18.1,164.0
18.5,163.0
19.0,164.0
19.1,164.0
19.5,176.0
20.0,201.0
20.1,201.0
20.5,217.0
21.0,195.0
21.1,195.0
21.5,209.0
22.0,178.0
22.1,178.0
22.5,206.0
23.0,196.0
23.1,196.0
23.5,194.0
24.0,204.0
24.1,204.0
24.5,223.0
25.0,198.0
25.1,198.0
25.5,218.0
26.0,229.0
26.1,229.0
26.5,222.0
27.0,222.0
