d,vs
0.0,259.0
0.1,259.0
1.1,259.0
2.0,165.0
2.1,165.0
2.5,245.0
3.0,234.0
3.1,234.0
3.5,185.0
4.0,155.0
4.1,155.0
4.5,349.0
5.0,298.0
5.1,298.0
5.5,307.0
6.0,261.0
6.1,261.0
6.5,259.0
7.0,198.0
7.1,198.0
7.5,168.0
8.0,182.0
8.1,182.0
8.5,314.0
9.0,156.0
9.1,156.0
9.5,246.0
10.0,111.0
10.1,111.0
10.5,165.0
11.0,201.0
11.1,201.0
11.5,112.0
12.0,102.0
12.1,102.0
12.5,202.0
13.0,210.0
13.1,210.0
13.5,50.0
14.0,40.0
14.1,40.0
15.0,50.0
15.1,50.0
15.5,265.0
16.0,233.0
16.1,233.0
16.5,112.0
17.0,108.0
17.1,108.0
17.5,244.0
18.0,284.0
18.1,284.0
18.5,253.0
19.0,194.0
19.1,194.0
19.5,215.0
20.0,250.0
20.1,250.0
20.5,272.0
21.0,325.0
21.1,325.0
21.5,241.0
22.0,269.0
22.1,269.0
22.5,282.0
23.0,260.0
23.1,260.0
23.5,598.0
24.0,210.0
24.1,210.0
24.5,281.0
25.0,314.0
25.1,314.0
25.5,402.0
26.0,509.0
26.1,509.0
26.5,413.0
27.0,438.0
27.1,438.0
27.5,498.0
28.0,540.0
28.1,540.0
28.5,547.0
29.0,547.0
