d,vs
0.0,412.0
0.1,412.0
1.0,221.0
1.1,221.0
1.5,222.0
2.0,118.0
2.1,118.0
2.5,95.0
3.0,77.0
3.1,77.0
3.5,173.0
4.0,118.0
4.1,118.0
4.5,80.0
5.0,129.0
5.1,129.0
5.5,150.0
6.0,234.0
6.1,234.0
6.5,186.0
7.0,68.0
7.1,68.0
7.5,147.0
8.0,85.0
8.1,85.0
8.5,164.0
9.0,168.0
9.1,168.0
9.5,238.0
10.0,270.0
10.1,270.0
10.5,225.0
11.0,270.0
11.1,270.0
11.5,316.0
12.0,287.0
12.1,287.0
12.5,293.0
13.0,326.0
13.1,326.0
13.5,292.0
14.0,303.0
14.1,303.0
14.5,303.0
15.0,362.0
15.1,362.0
15.5,294.0
16.0,299.0
16.1,299.0
16.5,222.0
17.0,290.0
17.1,290.0
17.5,332.0
18.0,286.0
18.1,286.0
18.5,299.0
19.0,290.0
19.1,290.0
19.5,290.0
