File Name, Hegazy Depth, Hegazy Vs, Andrus Depth, Andrus Vs, Rob Depth, Rob Vs, Mc15 Depth, Mc15 Vs, Mc18 Depth, Mc18 Vs
CPT_6457, 7.64, 215.66, 7.64, 199.87, 7.64, 230.05, 7.64, 187.75, 7.64, 323.59
CPT_6457, 7.66, 233.01, 7.66, 205.05, 7.66, 236.09, 7.66, 189.87, 7.66, 330.49
CPT_6457, 7.68, 248.56, 7.68, 209.30, 7.68, 241.22, 7.68, 191.55, 7.68, 336.13
CPT_6457, 7.70, 258.70, 7.70, 212.30, 7.70, 245.18, 7.70, 193.31, 7.70, 340.00
CPT_6457, 7.72, 258.23, 7.72, 212.37, 7.72, 245.33, 7.72, 193.66, 7.72, 340.24
CPT_6457, 7.74, 260.21, 7.74, 213.18, 7.74, 246.49, 7.74, 194.45, 7.74, 341.37
CPT_6457, 7.76, 268.98, 7.76, 215.63, 7.76, 249.68, 7.76, 195.78, 7.76, 344.53
CPT_6457, 7.78, 267.35, 7.78, 215.34, 7.78, 249.32, 7.78, 195.88, 7.78, 344.36
CPT_6457, 7.80, 268.92, 7.80, 215.61, 7.80, 249.54, 7.80, 195.86, 7.80, 344.96
CPT_6457, 7.82, 270.89, 7.82, 215.80, 7.82, 249.55, 7.82, 195.57, 7.82, 345.54
CPT_6457, 7.84, 276.84, 7.84, 216.90, 7.84, 250.79, 7.84, 195.63, 7.84, 347.30
CPT_6457, 7.86, 278.03, 7.86, 216.59, 7.86, 250.11, 7.86, 194.85, 7.86, 347.44
CPT_6457, 7.88, 278.37, 7.88, 216.47, 7.88, 249.84, 7.88, 194.63, 7.88, 347.63
CPT_6457, 7.90, 283.72, 7.90, 216.96, 7.90, 250.27, 7.90, 194.09, 7.90, 348.92
CPT_6457, 7.92, 270.05, 7.92, 213.96, 7.92, 246.22, 7.92, 193.08, 7.92, 345.17
CPT_6457, 7.94, 257.81, 7.94, 210.98, 7.94, 242.25, 7.94, 191.90, 7.94, 341.51
CPT_6457, 7.96, 244.22, 7.96, 207.35, 7.96, 237.46, 7.96, 190.23, 7.96, 337.02
CPT_6457, 7.98, 233.52, 7.98, 204.13, 7.98, 233.14, 7.98, 188.43, 7.98, 333.09
CPT_6457, 8.00, 232.42, 8.00, 202.86, 8.00, 230.92, 8.00, 186.60, 8.00, 332.08
CPT_6457, 8.02, 227.39, 8.02, 201.00, 8.02, 228.26, 8.02, 185.18, 8.02, 329.98
CPT_6457, 8.04, 217.32, 8.04, 197.94, 8.04, 224.20, 8.04, 183.48, 8.04, 325.98
CPT_6457, 8.06, 208.81, 8.06, 195.06, 8.06, 220.30, 8.06, 181.59, 8.06, 322.24
CPT_6457, 8.08, 232.36, 8.08, 201.90, 8.08, 229.10, 8.08, 185.25, 8.08, 332.21
CPT_6457, 8.10, 210.26, 8.10, 195.48, 8.10, 220.72, 8.10, 181.89, 8.10, 323.29
CPT_6457, 8.12, 193.57, 8.12, 190.03, 8.12, 213.66, 8.12, 178.62, 8.12, 315.48
CPT_6457, 8.14, 195.32, 8.14, 190.45, 8.14, 214.03, 8.14, 178.71, 8.14, 316.43
CPT_6457, 8.16, 205.12, 8.16, 193.18, 8.16, 217.23, 8.16, 179.86, 8.16, 321.02
CPT_6457, 8.18, 216.19, 8.18, 196.16, 8.18, 220.91, 8.18, 181.21, 8.18, 325.89
CPT_6457, 8.20, 227.39, 8.20, 198.73, 8.20, 224.13, 8.20, 182.10, 8.20, 330.32
CPT_6457, 8.22, 234.85, 8.22, 200.59, 8.22, 226.58, 8.22, 183.03, 8.22, 333.37
CPT_6457, 8.24, 239.15, 8.24, 201.68, 8.24, 228.02, 8.24, 183.65, 8.24, 335.21
CPT_6457, 8.26, 241.65, 8.26, 202.45, 8.26, 229.03, 8.26, 184.25, 8.26, 336.49
CPT_6457, 8.28, 231.97, 8.28, 200.57, 8.28, 226.53, 8.28, 183.91, 8.28, 333.49
CPT_6457, 8.30, 233.23, 8.30, 201.96, 8.30, 228.59, 8.30, 185.74, 8.30, 334.93
CPT_6457, 8.32, 273.94, 8.32, 213.19, 8.32, 243.92, 8.32, 192.32, 8.32, 349.99
CPT_6457, 8.34, 248.21, 8.34, 208.65, 8.34, 238.22, 8.34, 192.11, 8.34, 342.86
CPT_6457, 8.36, 244.45, 8.36, 208.21, 8.36, 237.88, 8.36, 192.66, 8.36, 342.17
CPT_6457, 8.38, 282.08, 8.38, 218.42, 8.38, 251.48, 8.38, 198.14, 8.38, 355.36
CPT_6457, 8.40, 253.07, 8.40, 212.88, 8.40, 245.22, 8.40, 198.11, 8.40, 347.58
CPT_6457, 8.42, 243.89, 8.42, 211.49, 8.42, 244.76, 8.42, 199.71, 8.42, 345.70
CPT_6457, 8.44, 237.16, 8.44, 210.09, 8.44, 243.98, 8.44, 200.52, 8.44, 344.12
CPT_6457, 8.46, 231.93, 8.46, 209.30, 8.46, 244.99, 8.46, 202.76, 8.46, 343.56
CPT_6457, 8.48, 217.24, 8.48, 204.44, 8.48, 240.21, 8.48, 201.48, 8.48, 338.06
CPT_6457, 8.50, 216.28, 8.50, 204.30, 8.50, 241.00, 8.50, 202.57, 8.50, 338.34
CPT_6457, 8.52, 191.61, 8.52, 194.73, 8.52, 231.23, 8.52, 198.55, 8.52, 326.69
CPT_6457, 8.54, 174.44, 8.54, 187.23, 8.54, 223.98, 8.54, 195.05, 8.54, 316.70
CPT_6457, 8.56, 164.05, 8.56, 182.33, 8.56, 219.05, 8.56, 192.11, 8.56, 309.28
CPT_6457, 8.58, 160.30, 8.58, 180.62, 8.58, 216.69, 8.58, 190.43, 8.58, 306.22
CPT_6457, 8.60, 157.79, 8.60, 179.49, 8.60, 215.06, 8.60, 189.24, 8.60, 304.10
CPT_6457, 8.62, 152.86, 8.62, 177.41, 8.62, 210.52, 8.62, 185.48, 8.62, 299.21
CPT_6457, 8.64, 158.11, 8.64, 180.04, 8.64, 213.16, 8.64, 187.55, 8.64, 304.29
CPT_6457, 8.66, 167.53, 8.66, 184.54, 8.66, 217.66, 8.66, 190.56, 8.66, 311.97
CPT_6457, 8.68, 172.98, 8.68, 187.04, 8.68, 220.08, 8.68, 192.03, 8.68, 315.94
CPT_6457, 8.70, 190.48, 8.70, 194.49, 8.70, 227.88, 8.70, 196.20, 8.70, 326.72
CPT_6457, 8.72, 195.72, 8.72, 196.62, 8.72, 230.18, 8.72, 197.43, 8.72, 329.76
CPT_6457, 8.74, 212.65, 8.74, 203.03, 8.74, 237.15, 8.74, 200.64, 8.74, 338.22
CPT_6457, 8.76, 225.52, 8.76, 207.52, 8.76, 241.93, 8.76, 202.57, 8.76, 343.94
CPT_6457, 8.78, 228.38, 8.78, 208.38, 8.78, 242.53, 8.78, 202.61, 8.78, 345.14
CPT_6457, 8.80, 242.42, 8.80, 212.78, 8.80, 247.24, 8.80, 204.24, 8.80, 350.68
CPT_6457, 8.82, 252.70, 8.82, 215.69, 8.82, 250.26, 8.82, 205.07, 8.82, 354.42
CPT_6457, 8.84, 259.17, 8.84, 217.38, 8.84, 251.96, 8.84, 205.45, 8.84, 356.70
CPT_6457, 8.86, 263.00, 8.86, 218.35, 8.86, 252.93, 8.86, 205.68, 8.86, 358.12
CPT_6457, 8.88, 265.83, 8.88, 218.92, 8.88, 253.31, 8.88, 205.57, 8.88, 359.08
CPT_6457, 8.90, 272.17, 8.90, 220.42, 8.90, 254.90, 8.90, 205.92, 8.90, 361.22
CPT_6457, 8.92, 278.19, 8.92, 221.92, 8.92, 256.65, 8.92, 206.47, 8.92, 363.31
CPT_6457, 8.94, 285.50, 8.94, 223.61, 8.94, 258.58, 8.94, 206.98, 8.94, 365.68
CPT_6457, 8.96, 285.32, 8.96, 223.62, 8.96, 258.58, 8.96, 207.11, 8.96, 365.89
CPT_6457, 8.98, 285.33, 8.98, 222.94, 8.98, 257.22, 8.98, 205.96, 8.98, 365.63
CPT_6457, 9.00, 286.94, 9.00, 223.04, 9.00, 257.13, 9.00, 205.68, 9.00, 366.15
CPT_6457, 9.02, 284.54, 9.02, 222.43, 9.02, 256.27, 9.02, 205.43, 9.02, 365.62
CPT_6457, 9.04, 280.77, 9.04, 221.59, 9.04, 255.16, 9.04, 205.22, 9.04, 364.72
CPT_6457, 9.06, 276.67, 9.06, 220.82, 9.06, 254.28, 9.06, 205.27, 9.06, 363.82
CPT_6457, 9.08, 273.95, 9.08, 220.29, 9.08, 253.63, 9.08, 205.29, 9.08, 363.27
CPT_6457, 9.10, 269.97, 9.10, 219.44, 9.10, 252.63, 9.10, 205.23, 9.10, 362.32
CPT_6457, 9.12, 270.90, 9.12, 219.80, 9.12, 253.08, 9.12, 205.57, 9.12, 362.92
CPT_6457, 9.14, 270.30, 9.14, 219.94, 9.14, 253.42, 9.14, 206.10, 9.14, 363.16
CPT_6457, 9.16, 272.44, 9.16, 220.59, 9.16, 254.23, 9.16, 206.54, 9.16, 364.14
CPT_6457, 9.18, 274.58, 9.18, 221.22, 9.18, 255.01, 9.18, 206.95, 9.18, 365.12
CPT_6457, 9.20, 275.63, 9.20, 221.52, 9.20, 255.34, 9.20, 207.16, 9.20, 365.69
CPT_6457, 9.22, 277.37, 9.22, 221.61, 9.22, 255.11, 9.22, 206.72, 9.22, 366.21
CPT_6457, 9.24, 279.85, 9.24, 222.10, 9.24, 255.59, 9.24, 206.81, 9.24, 367.13
CPT_6457, 9.26, 279.51, 9.26, 221.42, 9.26, 254.31, 9.26, 205.81, 9.26, 366.87
CPT_6457, 9.28, 274.47, 9.28, 220.31, 9.28, 252.92, 9.28, 205.56, 9.28, 365.56
CPT_6457, 9.30, 274.15, 9.30, 220.38, 9.30, 253.02, 9.30, 205.82, 9.30, 365.77
CPT_6457, 9.32, 272.52, 9.32, 220.19, 9.32, 252.86, 9.32, 206.08, 9.32, 365.61
CPT_6457, 9.34, 271.07, 9.34, 219.94, 9.34, 252.56, 9.34, 206.17, 9.34, 365.43
CPT_6457, 9.36, 268.23, 9.36, 219.45, 9.36, 252.06, 9.36, 206.34, 9.36, 364.86
CPT_6457, 9.38, 267.88, 9.38, 219.53, 9.38, 252.21, 9.38, 206.64, 9.38, 365.08
CPT_6457, 9.40, 268.59, 9.40, 219.95, 9.40, 252.86, 9.40, 207.21, 9.40, 365.70
CPT_6457, 9.42, 270.54, 9.42, 220.66, 9.42, 253.82, 9.42, 207.82, 9.42, 366.70
CPT_6457, 9.44, 272.58, 9.44, 221.32, 9.44, 254.67, 9.44, 208.33, 9.44, 367.68
CPT_6457, 9.46, 273.74, 9.46, 221.59, 9.46, 254.89, 9.46, 208.41, 9.46, 368.25
CPT_6457, 9.48, 276.73, 9.48, 221.89, 9.48, 254.87, 9.48, 207.94, 9.48, 369.13
CPT_6457, 9.50, 278.21, 9.50, 222.01, 9.50, 254.77, 9.50, 207.68, 9.50, 369.65
CPT_6457, 9.52, 281.99, 9.52, 222.67, 9.52, 255.39, 9.52, 207.67, 9.52, 370.92
CPT_6457, 9.54, 284.33, 9.54, 223.15, 9.54, 255.89, 9.54, 207.80, 9.54, 371.82
CPT_6457, 9.56, 283.20, 9.56, 222.79, 9.56, 255.33, 9.56, 207.59, 9.56, 371.64
CPT_6457, 9.58, 283.07, 9.58, 222.78, 9.58, 255.26, 9.58, 207.66, 9.58, 371.83
CPT_6457, 9.60, 279.56, 9.60, 221.91, 9.60, 254.07, 9.60, 207.30, 9.60, 370.91
CPT_6457, 9.62, 275.13, 9.62, 220.62, 9.62, 252.24, 9.62, 206.53, 9.62, 369.55
CPT_6457, 9.64, 271.33, 9.64, 218.99, 9.64, 249.74, 9.64, 205.04, 9.64, 368.09
CPT_6457, 9.66, 268.43, 9.66, 217.72, 9.66, 247.80, 9.66, 203.89, 9.66, 367.01
CPT_6457, 9.68, 265.80, 9.68, 216.27, 9.68, 245.52, 9.68, 202.38, 9.68, 365.86
CPT_6457, 9.70, 265.74, 9.70, 215.24, 9.70, 243.78, 9.70, 200.90, 9.70, 365.50
CPT_6457, 9.72, 265.66, 9.72, 214.15, 9.72, 242.02, 9.72, 199.42, 9.72, 365.14
CPT_6457, 9.74, 263.20, 9.74, 212.37, 9.74, 239.38, 9.74, 197.56, 9.74, 363.91
CPT_6457, 9.76, 261.98, 9.76, 210.77, 9.76, 237.03, 9.76, 195.74, 9.76, 363.07
CPT_6457, 9.78, 257.80, 9.78, 208.84, 9.78, 234.29, 9.78, 194.08, 9.78, 361.37
CPT_6457, 9.80, 257.60, 9.80, 208.85, 9.80, 234.26, 9.80, 194.19, 9.80, 361.56
CPT_6457, 9.82, 249.92, 9.82, 210.65, 9.82, 237.22, 9.82, 198.33, 9.82, 360.80
CPT_6457, 9.84, 245.25, 9.84, 209.18, 9.84, 235.17, 9.84, 197.35, 9.84, 359.05
CPT_6457, 9.86, 211.90, 9.86, 199.28, 9.86, 222.26, 9.86, 191.55, 9.86, 344.88
CPT_6457, 9.88, 201.36, 9.88, 195.39, 9.88, 216.95, 9.88, 188.62, 9.88, 339.63
CPT_6457, 9.90, 192.30, 9.90, 191.25, 9.90, 210.99, 9.90, 184.76, 9.90, 334.44
CPT_6457, 9.92, 189.81, 9.92, 189.73, 9.92, 208.66, 9.92, 183.11, 9.92, 332.92
CPT_6457, 9.94, 197.72, 9.94, 191.38, 9.94, 210.38, 9.94, 183.39, 9.94, 336.84
CPT_6457, 9.96, 202.43, 9.96, 192.19, 9.96, 211.24, 9.96, 183.45, 9.96, 339.11
CPT_6457, 9.98, 210.33, 9.98, 195.26, 9.98, 215.38, 9.98, 185.99, 9.98, 343.48
CPT_6457, 10.00, 219.31, 10.00, 198.53, 10.00, 219.79, 10.00, 188.59, 10.00, 348.15
