File Name, Depth, Hegazy Vs, Andrus Vs,  Rob Vs, Mc15 Vs,  Mc18 Vs
CPT_6458, 12.96, 358.19,  191.62,  225.94, 193.02,  364.21
CPT_6458, 12.98, 369.49,  190.01,  226.89, 190.93,  364.14
CPT_6458, 13.00, 377.18,  187.99,  226.95, 188.67,  363.35
CPT_6458, 13.02, 397.39,  184.14,  227.91, 184.43,  362.34
CPT_6458, 13.04, 406.06,  179.95,  226.71, 180.39,  359.84
CPT_6458, 13.06, 402.95,  176.31,  223.94, 177.16,  356.53
CPT_6458, 13.08, 395.77,  174.12,  221.40, 175.31,  354.01
CPT_6458, 13.10, 381.04,  171.90,  217.58, 173.53,  350.48
CPT_6458, 13.12, 376.23,  170.20,  215.73, 172.09,  348.63
CPT_6458, 13.14, 373.42,  168.10,  213.96, 170.26,  346.66
CPT_6458, 13.16, 368.16,  165.06,  211.17, 167.62,  343.52
CPT_6458, 13.18, 364.12,  162.95,  209.17, 165.80,  341.35
CPT_6458, 13.20, 357.41,  161.23,  206.95, 164.34,  339.12
CPT_6458, 13.22, 360.69,  160.40,  207.02, 163.65,  339.17
CPT_6458, 13.24, 351.98,  158.95,  204.62, 162.44,  336.87
CPT_6458, 13.26, 346.32,  158.34,  203.26, 161.97,  335.75
CPT_6458, 13.28, 338.05,  158.22,  201.76, 161.96,  334.64
CPT_6458, 13.30, 333.66,  158.89,  201.43, 162.64,  334.84
CPT_6458, 13.32, 326.10,  158.67,  199.96, 162.54,  333.69
CPT_6458, 13.34, 317.81,  158.62,  198.45, 162.60,  332.53
CPT_6458, 13.36, 306.27,  159.28,  196.77, 163.35,  331.40
CPT_6458, 13.38, 298.26,  160.84,  196.29, 164.95,  331.68
CPT_6458, 13.40, 287.04,  161.52,  194.63, 165.80,  330.53
CPT_6458, 13.42, 282.96,  162.28,  194.37, 166.65,  330.73
CPT_6458, 13.44, 279.15,  162.98,  194.12, 167.46,  330.93
CPT_6458, 13.46, 273.51,  164.11,  193.80, 168.75,  331.18
CPT_6458, 13.48, 266.69,  165.52,  193.43, 170.40,  331.46
CPT_6458, 13.50, 270.57,  167.57,  195.58, 172.46,  334.49
CPT_6458, 13.52, 283.68,  168.93,  199.03, 173.53,  338.50
CPT_6458, 13.54, 299.48,  169.58,  202.46, 173.83,  342.17
CPT_6458, 13.56, 306.62,  169.28,  203.62, 173.43,  343.37
CPT_6458, 13.58, 291.02,  166.90,  199.18, 171.45,  338.65
CPT_6458, 13.60, 274.80,  167.45,  196.49, 172.42,  336.37
CPT_6458, 13.62, 254.93,  170.35,  194.64, 176.22,  335.57
CPT_6458, 13.64, 244.04,  175.38,  196.10, 182.56,  338.87
CPT_6458, 13.66, 227.91,  178.51,  195.47, 187.89,  339.49
CPT_6458, 13.68, 218.34,  181.24,  196.04, 192.95,  341.31
CPT_6458, 13.70, 210.18,  184.27,  197.51, 199.26,  344.39
CPT_6458, 13.72, 215.27,  186.34,  200.19, 201.54,  348.11
CPT_6458, 13.74, 227.01,  189.30,  204.57, 203.73,  353.62
CPT_6458, 13.76, 237.31,  192.19,  208.69, 206.17,  358.68
CPT_6458, 13.78, 245.90,  194.34,  211.88, 207.79,  362.44
CPT_6458, 13.80, 255.45,  196.30,  215.03, 208.95,  365.94
CPT_6458, 13.82, 258.28,  197.41,  216.48, 210.11,  367.74
CPT_6458, 13.84, 250.53,  198.70,  216.75, 213.75,  368.96
CPT_6458, 13.86, 246.80,  199.54,  217.23, 216.10,  370.05
CPT_6458, 13.88, 252.15,  201.63,  219.97, 218.29,  373.29
CPT_6458, 13.90, 253.13,  202.70,  221.26, 219.92,  374.97
CPT_6458, 13.92, 253.42,  203.24,  221.92, 220.79,  375.86
CPT_6458, 13.94, 259.18,  204.63,  223.98, 221.64,  378.08
CPT_6458, 13.96, 263.78,  205.50,  225.38, 221.91,  379.54
CPT_6458, 13.98, 262.51,  205.01,  224.82, 221.39,  378.97
CPT_6458, 14.00, 261.22,  204.52,  224.25, 220.88,  378.40
CPT_6458, 14.02, 259.42,  204.05,  223.65, 220.53,  377.84
CPT_6458, 14.04, 258.79,  204.08,  223.68, 220.74,  377.98
CPT_6458, 14.06, 259.17,  204.60,  224.34, 221.55,  378.85
CPT_6458, 14.08, 263.31,  206.02,  226.28, 222.92,  381.05
CPT_6458, 14.10, 273.92,  208.67,  230.09, 224.69,  385.04
CPT_6458, 14.12, 286.76,  211.58,  234.39, 226.41,  389.36
CPT_6458, 14.14, 308.26,  216.22,  241.33, 229.14,  396.04
CPT_6458, 14.16, 320.94,  219.19,  245.67, 231.20,  400.21
CPT_6458, 14.18, 326.77,  221.09,  248.23, 232.97,  402.79
CPT_6458, 14.20, 325.96,  222.01,  249.14, 234.55,  403.96
CPT_6458, 14.22, 318.88,  222.74,  249.36, 237.31,  404.78
CPT_6458, 14.24, 317.06,  223.20,  249.79, 238.53,  405.46
CPT_6458, 14.26, 311.71,  222.55,  248.76, 238.79,  404.74
CPT_6458, 14.28, 312.42,  222.93,  249.30, 239.26,  405.35
CPT_6458, 14.30, 316.56,  224.00,  250.86, 240.02,  406.86
CPT_6458, 14.32, 318.57,  224.34,  251.44, 240.06,  407.43
CPT_6458, 14.34, 322.78,  225.00,  252.53, 240.10,  408.41
CPT_6458, 14.36, 218.39,  199.24,  217.62, 226.76,  373.35
CPT_6458, 14.38, 265.63,  212.14,  234.52, 233.66,  391.69
CPT_6458, 14.40, 291.40,  218.19,  242.95, 236.63,  399.91
CPT_6458, 14.42, 300.41,  221.62,  247.57, 240.30,  404.60
CPT_6458, 14.44, 302.76,  222.73,  249.10, 241.67,  406.20
CPT_6458, 14.46, 305.15,  223.82,  250.62, 243.00,  407.77
CPT_6458, 14.48, 306.46,  224.54,  251.63, 243.96,  408.85
CPT_6458, 14.50, 312.03,  225.95,  253.64, 244.86,  410.75
CPT_6458, 14.52, 316.42,  227.00,  255.14, 245.44,  412.17
CPT_6458, 14.54, 320.49,  228.02,  256.62, 246.09,  413.58
CPT_6458, 14.56, 322.60,  228.71,  257.61, 246.72,  414.56
CPT_6458, 14.58, 321.92,  228.72,  257.67, 246.94,  414.72
CPT_6458, 14.60, 322.80,  229.07,  258.19, 247.31,  415.28
CPT_6458, 14.62, 323.86,  229.41,  258.71, 247.60,  415.83
CPT_6458, 14.64, 324.87,  229.75,  259.23, 247.92,  416.38
CPT_6458, 14.66, 326.22,  230.09,  259.75, 248.12,  416.92
CPT_6458, 14.68, 327.00,  230.43,  260.26, 248.50,  417.47
CPT_6458, 14.70, 328.76,  230.75,  260.78, 248.56,  418.00
CPT_6458, 14.72, 333.30,  231.38,  261.75, 248.34,  418.87
CPT_6458, 14.74, 339.97,  232.28,  263.16, 248.06,  420.10
CPT_6458, 14.76, 343.63,  232.51,  263.66, 247.49,  420.56
CPT_6458, 14.78, 348.59,  233.03,  264.59, 247.14,  421.39
CPT_6458, 14.80, 349.73,  232.97,  264.63, 246.75,  421.49
CPT_6458, 14.82, 351.56,  232.86,  264.67, 246.15,  421.58
CPT_6458, 14.84, 352.55,  232.79,  264.70, 245.80,  421.68
CPT_6458, 14.86, 348.18,  231.88,  263.41, 245.27,  420.67
CPT_6458, 14.88, 342.07,  230.66,  261.65, 244.65,  419.25
CPT_6458, 14.90, 340.50,  230.34,  261.24, 244.48,  418.99
CPT_6458, 14.92, 336.71,  229.76,  260.37, 244.39,  418.35
CPT_6458, 14.94, 333.46,  229.92,  260.43, 245.46,  418.58
CPT_6458, 14.96, 327.43,  229.40,  259.59, 246.18,  417.99
CPT_6458, 14.98, 323.11,  229.17,  259.21, 247.00,  417.80
CPT_6458, 15.00, 318.15,  228.56,  258.37, 247.39,  417.18
CPT_6458, 15.02, 317.26,  228.58,  258.42, 247.70,  417.34
CPT_6458, 15.04, 316.61,  228.60,  258.48, 247.93,  417.49
CPT_6458, 15.06, 313.61,  228.63,  258.59, 249.04,  417.72
CPT_6458, 15.08, 312.98,  228.98,  259.14, 249.99,  418.33
CPT_6458, 15.10, 329.63,  233.22,  264.99, 252.70,  423.67
CPT_6458, 15.12, 221.07,  204.12,  228.23, 238.85,  386.97
