d,vs
0.0,261.0
0.01,261.0
0.02,261.0
0.03,261.0
0.04,261.0
0.05,261.0
0.06,261.0
0.07,261.0
0.08,261.0
0.09,261.0
0.1,261.0
0.11,261.0
0.12,261.0
0.13,261.0
0.14,261.0
0.15,261.0
0.16,261.0
0.17,261.0
0.18,261.0
0.19,261.0
0.2,261.0
0.21,261.0
0.22,261.0
0.23,261.0
0.24,261.0
0.25,261.0
0.26,261.0
0.27,261.0
0.28,261.0
0.29,261.0
0.3,261.0
0.31,261.0
0.32,261.0
0.33,261.0
0.34,261.0
0.35,261.0
0.36,261.0
0.37,261.0
0.38,261.0
0.39,261.0
0.4,261.0
0.41,261.0
0.42,261.0
0.43,261.0
0.44,261.0
0.45,261.0
0.46,261.0
0.47,261.0
0.48,261.0
0.49,261.0
0.5,261.0
0.51,261.0
0.52,261.0
0.53,261.0
0.54,261.0
0.55,261.0
0.56,261.0
0.57,261.0
0.58,261.0
0.59,261.0
0.6,261.0
0.61,261.0
0.62,261.0
0.63,261.0
0.64,261.0
0.65,261.0
0.66,261.0
0.67,261.0
0.68,261.0
0.69,261.0
0.7,261.0
0.71,261.0
0.72,261.0
0.73,261.0
0.74,261.0
0.75,261.0
0.76,261.0
0.77,261.0
0.78,261.0
0.79,261.0
0.8,261.0
0.81,261.0
0.82,261.0
0.83,261.0
0.84,261.0
0.85,261.0
0.86,261.0
0.87,261.0
0.88,261.0
0.89,261.0
0.9,261.0
0.91,261.0
0.92,261.0
0.93,261.0
0.94,261.0
0.95,261.0
0.96,261.0
0.97,261.0
0.98,261.0
0.99,261.0
1.0,261.0
1.01,261.0
1.02,261.0
1.03,261.0
1.04,261.0
1.05,261.0
1.06,261.0
1.07,261.0
1.08,261.0
1.09,261.0
1.1,261.0
1.11,261.0
1.12,261.0
1.13,261.0
1.14,261.0
1.15,261.0
1.16,261.0
1.17,261.0
1.18,261.0
1.19,261.0
1.2,261.0
1.21,261.0
1.22,261.0
1.23,261.0
1.24,261.0
1.25,261.0
1.26,261.0
1.27,261.0
1.28,261.0
1.29,261.0
1.3,261.0
1.31,261.0
1.32,261.0
1.33,261.0
1.34,261.0
1.35,261.0
1.36,261.0
1.37,261.0
1.38,261.0
1.39,261.0
1.4,261.0
1.41,261.0
1.42,261.0
1.43,261.0
1.44,261.0
1.45,261.0
1.46,261.0
1.47,261.0
1.48,261.0
1.49,261.0
1.5,261.0
1.51,261.0
1.52,261.0
1.53,261.0
1.54,261.0
1.55,261.0
1.56,261.0
1.57,261.0
1.58,261.0
1.59,261.0
1.6,261.0
1.61,261.0
1.62,261.0
1.63,261.0
1.64,261.0
1.65,261.0
1.66,261.0
1.67,261.0
1.68,261.0
1.69,261.0
1.7,261.0
1.71,261.0
1.72,261.0
1.73,261.0
1.74,261.0
1.75,261.0
1.76,261.0
1.77,261.0
1.78,261.0
1.79,261.0
1.8,261.0
1.81,261.0
1.82,261.0
1.83,261.0
1.84,261.0
1.85,261.0
1.86,261.0
1.87,261.0
1.88,261.0
1.89,261.0
1.9,261.0
1.91,261.0
1.92,261.0
1.93,261.0
1.94,261.0
1.95,261.0
1.96,261.0
1.97,261.0
1.98,261.0
1.99,261.0
2.0,178.0
2.01,178.0
2.02,178.0
2.03,178.0
2.04,178.0
2.05,178.0
2.06,178.0
2.07,178.0
2.08,178.0
2.09,178.0
2.1,178.0
2.11,178.0
2.12,178.0
2.13,178.0
2.14,178.0
2.15,178.0
2.16,178.0
2.17,178.0
2.18,178.0
2.19,178.0
2.2,178.0
2.21,178.0
2.22,178.0
2.23,178.0
2.24,178.0
2.25,178.0
2.26,178.0
2.27,178.0
2.28,178.0
2.29,178.0
2.3,178.0
2.31,178.0
2.32,178.0
2.33,178.0
2.34,178.0
2.35,178.0
2.36,178.0
2.37,178.0
2.38,178.0
2.39,178.0
2.4,178.0
2.41,178.0
2.42,178.0
2.43,178.0
2.44,178.0
2.45,178.0
2.46,178.0
2.47,178.0
2.48,178.0
2.49,178.0
2.5,160.0
2.51,160.0
2.52,160.0
2.53,160.0
2.54,160.0
2.55,160.0
2.56,160.0
2.57,160.0
2.58,160.0
2.59,160.0
2.6,160.0
2.61,160.0
2.62,160.0
2.63,160.0
2.64,160.0
2.65,160.0
2.66,160.0
2.67,160.0
2.68,160.0
2.69,160.0
2.7,160.0
2.71,160.0
2.72,160.0
2.73,160.0
2.74,160.0
2.75,160.0
2.76,160.0
2.77,160.0
2.78,160.0
2.79,160.0
2.8,160.0
2.81,160.0
2.82,160.0
2.83,160.0
2.84,160.0
2.85,160.0
2.86,160.0
2.87,160.0
2.88,160.0
2.89,160.0
2.9,160.0
2.91,160.0
2.92,160.0
2.93,160.0
2.94,160.0
2.95,160.0
2.96,160.0
2.97,160.0
2.98,160.0
2.99,160.0
3.0,146.0
3.01,146.0
3.02,146.0
3.03,146.0
3.04,146.0
3.05,146.0
3.06,146.0
3.07,146.0
3.08,146.0
3.09,146.0
3.1,146.0
3.11,146.0
3.12,146.0
3.13,146.0
3.14,146.0
3.15,146.0
3.16,146.0
3.17,146.0
3.18,146.0
3.19,146.0
3.2,146.0
3.21,146.0
3.22,146.0
3.23,146.0
3.24,146.0
3.25,146.0
3.26,146.0
3.27,146.0
3.28,146.0
3.29,146.0
3.3,146.0
3.31,146.0
3.32,146.0
3.33,146.0
3.34,146.0
3.35,146.0
3.36,146.0
3.37,146.0
3.38,146.0
3.39,146.0
3.4,146.0
3.41,146.0
3.42,146.0
3.43,146.0
3.44,146.0
3.45,146.0
3.46,146.0
3.47,146.0
3.48,146.0
3.49,146.0
3.5,130.0
3.51,130.0
3.52,130.0
3.53,130.0
3.54,130.0
3.55,130.0
3.56,130.0
3.57,130.0
3.58,130.0
3.59,130.0
3.6,130.0
3.61,130.0
3.62,130.0
3.63,130.0
