d,vs
0.0,664.0
0.01,664.0
0.02,664.0
0.03,664.0
0.04,664.0
0.05,664.0
0.06,664.0
0.07,664.0
0.08,664.0
0.09,664.0
0.1,664.0
0.11,664.0
0.12,664.0
0.13,664.0
0.14,664.0
0.15,664.0
0.16,664.0
0.17,664.0
0.18,664.0
0.19,664.0
0.2,664.0
0.21,664.0
0.22,664.0
0.23,664.0
0.24,664.0
0.25,664.0
0.26,664.0
0.27,664.0
0.28,664.0
0.29,664.0
0.3,664.0
0.31,664.0
0.32,664.0
0.33,664.0
0.34,664.0
0.35,664.0
0.36,664.0
0.37,664.0
0.38,664.0
0.39,664.0
0.4,664.0
0.41,664.0
0.42,664.0
0.43,664.0
0.44,664.0
0.45,664.0
0.46,664.0
0.47,664.0
0.48,664.0
0.49,664.0
0.5,664.0
0.51,664.0
0.52,664.0
0.53,664.0
0.54,664.0
0.55,664.0
0.56,664.0
0.57,664.0
0.58,664.0
0.59,664.0
0.6,664.0
0.61,664.0
0.62,664.0
0.63,664.0
0.64,664.0
0.65,664.0
0.66,664.0
0.67,664.0
0.68,664.0
0.69,664.0
0.7,664.0
0.71,664.0
0.72,664.0
0.73,664.0
0.74,664.0
0.75,664.0
0.76,664.0
0.77,664.0
0.78,664.0
0.79,664.0
0.8,664.0
0.81,664.0
0.82,664.0
0.83,664.0
0.84,664.0
0.85,664.0
0.86,664.0
0.87,664.0
0.88,664.0
0.89,664.0
0.9,664.0
0.91,664.0
0.92,664.0
0.93,664.0
0.94,664.0
0.95,664.0
0.96,664.0
0.97,664.0
0.98,664.0
0.99,664.0
1.0,664.0
1.01,664.0
1.02,664.0
1.03,664.0
1.04,664.0
1.05,664.0
1.06,664.0
1.07,664.0
1.08,664.0
1.09,664.0
1.1,664.0
1.11,664.0
1.12,664.0
1.13,664.0
1.14,664.0
1.15,664.0
1.16,664.0
1.17,664.0
1.18,664.0
1.19,664.0
1.2,664.0
1.21,664.0
1.22,664.0
1.23,664.0
1.24,664.0
1.25,664.0
1.26,664.0
1.27,664.0
1.28,664.0
1.29,664.0
1.3,664.0
1.31,664.0
1.32,664.0
1.33,664.0
1.34,664.0
1.35,664.0
1.36,664.0
1.37,664.0
1.38,664.0
1.39,664.0
1.4,664.0
1.41,664.0
1.42,664.0
1.43,664.0
1.44,664.0
1.45,664.0
1.46,664.0
1.47,664.0
1.48,664.0
1.49,664.0
1.5,218.0
1.51,218.0
1.52,218.0
1.53,218.0
1.54,218.0
1.55,218.0
1.56,218.0
1.57,218.0
1.58,218.0
1.59,218.0
1.6,218.0
1.61,218.0
1.62,218.0
1.63,218.0
1.64,218.0
1.65,218.0
1.66,218.0
1.67,218.0
1.68,218.0
1.69,218.0
1.7,218.0
1.71,218.0
1.72,218.0
1.73,218.0
1.74,218.0
1.75,218.0
1.76,218.0
1.77,218.0
1.78,218.0
1.79,218.0
1.8,218.0
1.81,218.0
1.82,218.0
1.83,218.0
1.84,218.0
1.85,218.0
1.86,218.0
1.87,218.0
1.88,218.0
1.89,218.0
1.9,218.0
1.91,218.0
1.92,218.0
1.93,218.0
1.94,218.0
1.95,218.0
1.96,218.0
1.97,218.0
1.98,218.0
1.99,218.0
2.0,146.0
2.01,146.0
2.02,146.0
2.03,146.0
2.04,146.0
2.05,146.0
2.06,146.0
2.07,146.0
2.08,146.0
2.09,146.0
2.1,146.0
2.11,146.0
2.12,146.0
2.13,146.0
2.14,146.0
2.15,146.0
2.16,146.0
2.17,146.0
2.18,146.0
2.19,146.0
2.2,146.0
2.21,146.0
2.22,146.0
2.23,146.0
2.24,146.0
2.25,146.0
2.26,146.0
2.27,146.0
2.28,146.0
2.29,146.0
2.3,146.0
2.31,146.0
2.32,146.0
2.33,146.0
2.34,146.0
2.35,146.0
2.36,146.0
2.37,146.0
2.38,146.0
2.39,146.0
2.4,146.0
2.41,146.0
2.42,146.0
2.43,146.0
2.44,146.0
2.45,146.0
2.46,146.0
2.47,146.0
2.48,146.0
2.49,146.0
2.5,112.0
2.51,112.0
2.52,112.0
2.53,112.0
2.54,112.0
2.55,112.0
2.56,112.0
2.57,112.0
2.58,112.0
2.59,112.0
2.6,112.0
2.61,112.0
2.62,112.0
2.63,112.0
2.64,112.0
2.65,112.0
2.66,112.0
2.67,112.0
2.68,112.0
2.69,112.0
2.7,112.0
2.71,112.0
2.72,112.0
2.73,112.0
2.74,112.0
2.75,112.0
2.76,112.0
2.77,112.0
2.78,112.0
2.79,112.0
2.8,112.0
2.81,112.0
2.82,112.0
2.83,112.0
2.84,112.0
2.85,112.0
2.86,112.0
2.87,112.0
2.88,112.0
2.89,112.0
2.9,112.0
2.91,112.0
2.92,112.0
2.93,112.0
2.94,112.0
2.95,112.0
2.96,112.0
2.97,112.0
2.98,112.0
2.99,112.0
3.0,106.0
3.01,106.0
3.02,106.0
3.03,106.0
3.04,106.0
3.05,106.0
3.06,106.0
3.07,106.0
3.08,106.0
3.09,106.0
3.1,106.0
3.11,106.0
3.12,106.0
3.13,106.0
3.14,106.0
3.15,106.0
3.16,106.0
3.17,106.0
3.18,106.0
3.19,106.0
3.2,106.0
3.21,106.0
3.22,106.0
3.23,106.0
3.24,106.0
3.25,106.0
3.26,106.0
3.27,106.0
3.28,106.0
3.29,106.0
3.3,106.0
3.31,106.0
3.32,106.0
3.33,106.0
3.34,106.0
3.35,106.0
3.36,106.0
3.37,106.0
3.38,106.0
3.39,106.0
3.4,106.0
3.41,106.0
3.42,106.0
3.43,106.0
3.44,106.0
3.45,106.0
3.46,106.0
3.47,106.0
3.48,106.0
3.49,106.0
3.5,122.0
3.51,122.0
3.52,122.0
3.53,122.0
3.54,122.0
3.55,122.0
3.56,122.0
3.57,122.0
3.58,122.0
3.59,122.0
3.6,122.0
3.61,122.0
3.62,122.0
3.63,122.0
3.64,122.0
3.65,122.0
3.66,122.0
3.67,122.0
3.68,122.0
3.69,122.0
3.7,122.0
3.71,122.0
3.72,122.0
3.73,122.0
3.74,122.0
3.75,122.0
3.76,122.0
3.77,122.0
3.78,122.0
3.79,122.0
3.8,122.0
3.81,122.0
3.82,122.0
3.83,122.0
3.84,122.0
3.85,122.0
3.86,122.0
3.87,122.0
3.88,122.0
3.89,122.0
3.9,122.0
3.91,122.0
3.92,122.0
3.93,122.0
3.94,122.0
3.95,122.0
3.96,122.0
3.97,122.0
3.98,122.0
3.99,122.0
4.0,120.0
4.01,120.0
4.02,120.0
4.03,120.0
4.04,120.0
4.05,120.0
4.06,120.0
4.07,120.0
4.08,120.0
4.09,120.0
4.1,120.0
4.11,120.0
4.12,120.0
4.13,120.0
4.14,120.0
4.15,120.0
4.16,120.0
4.17,120.0
4.18,120.0
4.19,120.0
4.2,120.0
4.21,120.0
4.22,120.0
4.23,120.0
4.24,120.0
4.25,120.0
4.26,120.0
4.27,120.0
4.28,120.0
4.29,120.0
4.3,120.0
4.31,120.0
4.32,120.0
4.33,120.0
4.34,120.0
4.35,120.0
4.36,120.0
4.37,120.0
4.38,120.0
4.39,120.0
4.4,120.0
4.41,120.0
4.42,120.0
4.43,120.0
4.44,120.0
4.45,120.0
4.46,120.0
4.47,120.0
4.48,120.0
4.49,120.0
4.5,121.0
4.51,121.0
4.52,121.0
4.53,121.0
4.54,121.0
4.55,121.0
4.56,121.0
4.57,121.0
4.58,121.0
4.59,121.0
4.6,121.0
4.61,121.0
4.62,121.0
4.63,121.0
4.64,121.0
4.65,121.0
4.66,121.0
4.67,121.0
4.68,121.0
4.69,121.0
4.7,121.0
